,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_first_scale,param_frequency,param_model,param_model__activation,param_model__alpha,param_model__hidden_layer_sizes,param_model__learning_rate_init,param_reduce,param_reduce__n_components,param_reshape,param_second_scale,params,split0_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,mean_train_score,std_train_score,nrmse_test,nrmse_train
0,593.2485086917877,0.0,7.394879102706909,0.0,passthrough,passthrough,"MLPRegressor(n_iter_no_change=20, random_state=42)",relu,0.01,"(32,)",0.0003,TruncatedSVD(random_state=42),1024,FunctionTransformer(func=<function reshape at 0x7fdb1d1c0360>),passthrough,"{'first_scale': 'passthrough', 'frequency': 'passthrough', 'model': MLPRegressor(n_iter_no_change=20, random_state=42), 'model__activation': 'relu', 'model__alpha': 0.01, 'model__hidden_layer_sizes': (32,), 'model__learning_rate_init': 0.0003, 'reduce': TruncatedSVD(random_state=42), 'reduce__n_components': 1024, 'reshape': FunctionTransformer(func=<function reshape at 0x7fdb1d1c0360>), 'second_scale': 'passthrough'}",-0.008018593191014833,-0.008018593191014833,0.0,1,0.013365543383546452,0.013365543383546452,0.0,1.0040012914289578,0.9932947481067508
0,979.9737362861633,0.0,13.133436679840088,0.0,passthrough,passthrough,"MLPRegressor(n_iter_no_change=20, random_state=42)",relu,0.0001,"(16,)",0.0003,TruncatedSVD(random_state=42),2048,FunctionTransformer(func=<function reshape at 0x7fdb1d1c0360>),passthrough,"{'first_scale': 'passthrough', 'frequency': 'passthrough', 'model': MLPRegressor(n_iter_no_change=20, random_state=42), 'model__activation': 'relu', 'model__alpha': 0.0001, 'model__hidden_layer_sizes': (16,), 'model__learning_rate_init': 0.0003, 'reduce': TruncatedSVD(random_state=42), 'reduce__n_components': 2048, 'reshape': FunctionTransformer(func=<function reshape at 0x7fdb1d1c0360>), 'second_scale': 'passthrough'}",-0.07035613673016083,-0.07035613673016083,0.0,1,0.037881798729377913,0.037881798729377913,0.0,1.0345801741431937,0.9808762415670094
0,134.24075937271118,0.0,2.4687163829803467,0.0,passthrough,passthrough,"MLPRegressor(n_iter_no_change=20, random_state=42)",relu,0.0001,"(16,)",0.0003,TruncatedSVD(random_state=42),256,FunctionTransformer(func=<function reshape at 0x7fdb1d1c0360>),passthrough,"{'first_scale': 'passthrough', 'frequency': 'passthrough', 'model': MLPRegressor(n_iter_no_change=20, random_state=42), 'model__activation': 'relu', 'model__alpha': 0.0001, 'model__hidden_layer_sizes': (16,), 'model__learning_rate_init': 0.0003, 'reduce': TruncatedSVD(random_state=42), 'reduce__n_components': 256, 'reshape': FunctionTransformer(func=<function reshape at 0x7fdb1d1c0360>), 'second_scale': 'passthrough'}",-0.005078533656797779,-0.005078533656797779,0.0,1,0.009634073719205216,0.009634073719205216,0.0,1.0025360510509325,0.9951713049926605
0,1107.536830663681,0.0,19.098811864852905,0.0,passthrough,passthrough,"MLPRegressor(n_iter_no_change=20, random_state=42)",relu,0.0001,"(8,)",0.0003,TruncatedSVD(random_state=42),2048,FunctionTransformer(func=<function reshape at 0x7fdb1d1c0360>),passthrough,"{'first_scale': 'passthrough', 'frequency': 'passthrough', 'model': MLPRegressor(n_iter_no_change=20, random_state=42), 'model__activation': 'relu', 'model__alpha': 0.0001, 'model__hidden_layer_sizes': (8,), 'model__learning_rate_init': 0.0003, 'reduce': TruncatedSVD(random_state=42), 'reduce__n_components': 2048, 'reshape': FunctionTransformer(func=<function reshape at 0x7fdb1d1c0360>), 'second_scale': 'passthrough'}",-0.037832585534220975,-0.037832585534220975,0.0,1,0.031738216497956384,0.031738216497956384,0.0,1.018740686109189,0.9840029387669752
0,493.0082583427429,0.0,6.904265403747559,0.0,passthrough,passthrough,"MLPRegressor(n_iter_no_change=20, random_state=42)",relu,0.003,"(8,)",0.0003,TruncatedSVD(random_state=42),1024,FunctionTransformer(func=<function reshape at 0x7fdb1d1c0360>),passthrough,"{'first_scale': 'passthrough', 'frequency': 'passthrough', 'model': MLPRegressor(n_iter_no_change=20, random_state=42), 'model__activation': 'relu', 'model__alpha': 0.003, 'model__hidden_layer_sizes': (8,), 'model__learning_rate_init': 0.0003, 'reduce': TruncatedSVD(random_state=42), 'reduce__n_components': 1024, 'reshape': FunctionTransformer(func=<function reshape at 0x7fdb1d1c0360>), 'second_scale': 'passthrough'}",-0.006810492608205543,-0.006810492608205543,0.0,1,0.016484931157918048,0.016484931157918048,0.0,1.0033994681123792,0.9917232823938752
0,744.6227412223816,0.0,11.058248043060303,0.0,passthrough,passthrough,"MLPRegressor(n_iter_no_change=20, random_state=42)",relu,0.01,"(8,)",0.0003,TruncatedSVD(random_state=42),1536,FunctionTransformer(func=<function reshape at 0x7fdb1d1c0360>),passthrough,"{'first_scale': 'passthrough', 'frequency': 'passthrough', 'model': MLPRegressor(n_iter_no_change=20, random_state=42), 'model__activation': 'relu', 'model__alpha': 0.01, 'model__hidden_layer_sizes': (8,), 'model__learning_rate_init': 0.0003, 'reduce': TruncatedSVD(random_state=42), 'reduce__n_components': 1536, 'reshape': FunctionTransformer(func=<function reshape at 0x7fdb1d1c0360>), 'second_scale': 'passthrough'}",-0.003941880296689293,-0.003941880296689293,0.0,1,0.013001500769141194,0.013001500769141194,0.0,1.001969001664567,0.9934779812511492
0,1021.9664919376373,0.0,13.11165714263916,0.0,passthrough,passthrough,"MLPRegressor(n_iter_no_change=20, random_state=42)",relu,0.0003,"(32,)",0.0003,TruncatedSVD(random_state=42),2048,FunctionTransformer(func=<function reshape at 0x7fdb1d1c0360>),passthrough,"{'first_scale': 'passthrough', 'frequency': 'passthrough', 'model': MLPRegressor(n_iter_no_change=20, random_state=42), 'model__activation': 'relu', 'model__alpha': 0.0003, 'model__hidden_layer_sizes': (32,), 'model__learning_rate_init': 0.0003, 'reduce': TruncatedSVD(random_state=42), 'reduce__n_components': 2048, 'reshape': FunctionTransformer(func=<function reshape at 0x7fdb1d1c0360>), 'second_scale': 'passthrough'}",-0.06422208683917008,-0.06422208683917008,0.0,1,0.04360303803454757,0.04360303803454757,0.0,1.031611403019165,0.9779555010149759
0,268.0496509075165,0.0,4.043469190597534,0.0,passthrough,passthrough,"MLPRegressor(n_iter_no_change=20, random_state=42)",relu,0.0003,"(8,)",0.0003,TruncatedSVD(random_state=42),512,FunctionTransformer(func=<function reshape at 0x7fdb1d1c0360>),passthrough,"{'first_scale': 'passthrough', 'frequency': 'passthrough', 'model': MLPRegressor(n_iter_no_change=20, random_state=42), 'model__activation': 'relu', 'model__alpha': 0.0003, 'model__hidden_layer_sizes': (8,), 'model__learning_rate_init': 0.0003, 'reduce': TruncatedSVD(random_state=42), 'reduce__n_components': 512, 'reshape': FunctionTransformer(func=<function reshape at 0x7fdb1d1c0360>), 'second_scale': 'passthrough'}",-0.008365021707707143,-0.008365021707707143,0.0,1,0.00913306363596833,0.00913306363596833,0.0,1.004173800548345,0.9954229936886286
0,736.276248216629,0.0,9.863838195800781,0.0,passthrough,passthrough,"MLPRegressor(n_iter_no_change=20, random_state=42)",relu,0.01,"(32,)",0.0003,TruncatedSVD(random_state=42),1536,FunctionTransformer(func=<function reshape at 0x7fdb1d1c0360>),passthrough,"{'first_scale': 'passthrough', 'frequency': 'passthrough', 'model': MLPRegressor(n_iter_no_change=20, random_state=42), 'model__activation': 'relu', 'model__alpha': 0.01, 'model__hidden_layer_sizes': (32,), 'model__learning_rate_init': 0.0003, 'reduce': TruncatedSVD(random_state=42), 'reduce__n_components': 1536, 'reshape': FunctionTransformer(func=<function reshape at 0x7fdb1d1c0360>), 'second_scale': 'passthrough'}",-0.005526568627876038,-0.005526568627876038,0.0,1,0.015984239057688865,0.015984239057688865,0.0,1.0027594769573989,0.9919756856608488
0,192.0644874572754,0.0,2.1540310382843018,0.0,passthrough,passthrough,"MLPRegressor(n_iter_no_change=20, random_state=42)",relu,0.0003,"(32,)",0.0003,TruncatedSVD(random_state=42),256,FunctionTransformer(func=<function reshape at 0x7fdb1d1c0360>),passthrough,"{'first_scale': 'passthrough', 'frequency': 'passthrough', 'model': MLPRegressor(n_iter_no_change=20, random_state=42), 'model__activation': 'relu', 'model__alpha': 0.0003, 'model__hidden_layer_sizes': (32,), 'model__learning_rate_init': 0.0003, 'reduce': TruncatedSVD(random_state=42), 'reduce__n_components': 256, 'reshape': FunctionTransformer(func=<function reshape at 0x7fdb1d1c0360>), 'second_scale': 'passthrough'}",-0.006221283784338949,-0.006221283784338949,0.0,1,0.013603762155705246,0.013603762155705246,0.0,1.0031058188368458,0.9931748274318549
0,261.24712443351746,0.0,3.9660611152648926,0.0,passthrough,passthrough,"MLPRegressor(n_iter_no_change=20, random_state=42)",relu,0.01,"(16,)",0.0003,TruncatedSVD(random_state=42),512,FunctionTransformer(func=<function reshape at 0x7fdb1d1c0360>),passthrough,"{'first_scale': 'passthrough', 'frequency': 'passthrough', 'model': MLPRegressor(n_iter_no_change=20, random_state=42), 'model__activation': 'relu', 'model__alpha': 0.01, 'model__hidden_layer_sizes': (16,), 'model__learning_rate_init': 0.0003, 'reduce': TruncatedSVD(random_state=42), 'reduce__n_components': 512, 'reshape': FunctionTransformer(func=<function reshape at 0x7fdb1d1c0360>), 'second_scale': 'passthrough'}",-0.00502298752516861,-0.00502298752516861,0.0,1,0.009548541419863055,0.009548541419863055,0.0,1.0025083478580956,0.9952142777212036
0,1006.828156709671,0.0,13.250126361846924,0.0,passthrough,passthrough,"MLPRegressor(n_iter_no_change=20, random_state=42)",relu,0.01,"(24,)",0.0003,TruncatedSVD(random_state=42),2048,FunctionTransformer(func=<function reshape at 0x7fdb1d1c0360>),passthrough,"{'first_scale': 'passthrough', 'frequency': 'passthrough', 'model': MLPRegressor(n_iter_no_change=20, random_state=42), 'model__activation': 'relu', 'model__alpha': 0.01, 'model__hidden_layer_sizes': (24,), 'model__learning_rate_init': 0.0003, 'reduce': TruncatedSVD(random_state=42), 'reduce__n_components': 2048, 'reshape': FunctionTransformer(func=<function reshape at 0x7fdb1d1c0360>), 'second_scale': 'passthrough'}",-0.005180697622768182,-0.005180697622768182,0.0,1,0.015062836833753757,0.015062836833753757,0.0,1.0025870025203638,0.992440004819559
0,1013.4156637191772,0.0,13.359635829925537,0.0,passthrough,passthrough,"MLPRegressor(n_iter_no_change=20, random_state=42)",relu,0.01,"(8,)",0.0003,TruncatedSVD(random_state=42),2048,FunctionTransformer(func=<function reshape at 0x7fdb1d1c0360>),passthrough,"{'first_scale': 'passthrough', 'frequency': 'passthrough', 'model': MLPRegressor(n_iter_no_change=20, random_state=42), 'model__activation': 'relu', 'model__alpha': 0.01, 'model__hidden_layer_sizes': (8,), 'model__learning_rate_init': 0.0003, 'reduce': TruncatedSVD(random_state=42), 'reduce__n_components': 2048, 'reshape': FunctionTransformer(func=<function reshape at 0x7fdb1d1c0360>), 'second_scale': 'passthrough'}",-0.006332063133654309,-0.006332063133654309,0.0,1,0.015619825218945005,0.015619825218945005,0.0,1.0031610354941296,0.99215934949032
0,546.4154036045074,0.0,7.532689809799194,0.0,passthrough,passthrough,"MLPRegressor(n_iter_no_change=20, random_state=42)",relu,0.0003,"(32,)",0.0003,TruncatedSVD(random_state=42),1024,FunctionTransformer(func=<function reshape at 0x7fdb1d1c0360>),passthrough,"{'first_scale': 'passthrough', 'frequency': 'passthrough', 'model': MLPRegressor(n_iter_no_change=20, random_state=42), 'model__activation': 'relu', 'model__alpha': 0.0003, 'model__hidden_layer_sizes': (32,), 'model__learning_rate_init': 0.0003, 'reduce': TruncatedSVD(random_state=42), 'reduce__n_components': 1024, 'reshape': FunctionTransformer(func=<function reshape at 0x7fdb1d1c0360>), 'second_scale': 'passthrough'}",-0.01817002837297177,-0.01817002837297177,0.0,1,0.023459221271777242,0.023459221271777242,0.0,1.009044116167857,0.9882007785507066
0,173.7193250656128,0.0,2.1581385135650635,0.0,passthrough,passthrough,"MLPRegressor(n_iter_no_change=20, random_state=42)",relu,0.001,"(8,)",0.0003,TruncatedSVD(random_state=42),256,FunctionTransformer(func=<function reshape at 0x7fdb1d1c0360>),passthrough,"{'first_scale': 'passthrough', 'frequency': 'passthrough', 'model': MLPRegressor(n_iter_no_change=20, random_state=42), 'model__activation': 'relu', 'model__alpha': 0.001, 'model__hidden_layer_sizes': (8,), 'model__learning_rate_init': 0.0003, 'reduce': TruncatedSVD(random_state=42), 'reduce__n_components': 256, 'reshape': FunctionTransformer(func=<function reshape at 0x7fdb1d1c0360>), 'second_scale': 'passthrough'}",-0.004281955224571421,-0.004281955224571421,0.0,1,0.005109874611435639,0.005109874611435639,0.0,1.0021386906135155,0.9974417904762986
0,186.0773847103119,0.0,2.588425874710083,0.0,passthrough,passthrough,"MLPRegressor(n_iter_no_change=20, random_state=42)",relu,0.001,"(16,)",0.0003,TruncatedSVD(random_state=42),256,FunctionTransformer(func=<function reshape at 0x7fdb1d1c0360>),passthrough,"{'first_scale': 'passthrough', 'frequency': 'passthrough', 'model': MLPRegressor(n_iter_no_change=20, random_state=42), 'model__activation': 'relu', 'model__alpha': 0.001, 'model__hidden_layer_sizes': (16,), 'model__learning_rate_init': 0.0003, 'reduce': TruncatedSVD(random_state=42), 'reduce__n_components': 256, 'reshape': FunctionTransformer(func=<function reshape at 0x7fdb1d1c0360>), 'second_scale': 'passthrough'}",-0.004896622896240377,-0.004896622896240377,0.0,1,0.009204503217093651,0.009204503217093651,0.0,1.0024453216491362,0.9953871090098095
0,307.02250623703003,0.0,4.153886318206787,0.0,passthrough,passthrough,"MLPRegressor(n_iter_no_change=20, random_state=42)",relu,0.001,"(16,)",0.0003,TruncatedSVD(random_state=42),512,FunctionTransformer(func=<function reshape at 0x7fdb1d1c0360>),passthrough,"{'first_scale': 'passthrough', 'frequency': 'passthrough', 'model': MLPRegressor(n_iter_no_change=20, random_state=42), 'model__activation': 'relu', 'model__alpha': 0.001, 'model__hidden_layer_sizes': (16,), 'model__learning_rate_init': 0.0003, 'reduce': TruncatedSVD(random_state=42), 'reduce__n_components': 512, 'reshape': FunctionTransformer(func=<function reshape at 0x7fdb1d1c0360>), 'second_scale': 'passthrough'}",-0.008087618684327058,-0.008087618684327058,0.0,1,0.013463596367132014,0.013463596367132014,0.0,1.0040356660419625,0.9932453894344881
0,523.3170754909515,0.0,7.451858758926392,0.0,passthrough,passthrough,"MLPRegressor(n_iter_no_change=20, random_state=42)",relu,0.01,"(8,)",0.0003,TruncatedSVD(random_state=42),1024,FunctionTransformer(func=<function reshape at 0x7fdb1d1c0360>),passthrough,"{'first_scale': 'passthrough', 'frequency': 'passthrough', 'model': MLPRegressor(n_iter_no_change=20, random_state=42), 'model__activation': 'relu', 'model__alpha': 0.01, 'model__hidden_layer_sizes': (8,), 'model__learning_rate_init': 0.0003, 'reduce': TruncatedSVD(random_state=42), 'reduce__n_components': 1024, 'reshape': FunctionTransformer(func=<function reshape at 0x7fdb1d1c0360>), 'second_scale': 'passthrough'}",-0.0038978691321143177,-0.0038978691321143177,0.0,1,0.01298937694734792,0.01298937694734792,0.0,1.001947039085457,0.9934840829387515
0,1066.6473557949066,0.0,13.217459440231323,0.0,passthrough,passthrough,"MLPRegressor(n_iter_no_change=20, random_state=42)",relu,0.0003,"(24,)",0.0003,TruncatedSVD(random_state=42),2048,FunctionTransformer(func=<function reshape at 0x7fdb1d1c0360>),passthrough,"{'first_scale': 'passthrough', 'frequency': 'passthrough', 'model': MLPRegressor(n_iter_no_change=20, random_state=42), 'model__activation': 'relu', 'model__alpha': 0.0003, 'model__hidden_layer_sizes': (24,), 'model__learning_rate_init': 0.0003, 'reduce': TruncatedSVD(random_state=42), 'reduce__n_components': 2048, 'reshape': FunctionTransformer(func=<function reshape at 0x7fdb1d1c0360>), 'second_scale': 'passthrough'}",-0.0496631609567415,-0.0496631609567415,0.0,1,0.03625130636888396,0.03625130636888396,0.0,1.0245307027887165,0.9817070304480436
0,985.3093018531799,0.0,13.072160005569458,0.0,passthrough,passthrough,"MLPRegressor(n_iter_no_change=20, random_state=42)",relu,0.01,"(32,)",0.0003,TruncatedSVD(random_state=42),2048,FunctionTransformer(func=<function reshape at 0x7fdb1d1c0360>),passthrough,"{'first_scale': 'passthrough', 'frequency': 'passthrough', 'model': MLPRegressor(n_iter_no_change=20, random_state=42), 'model__activation': 'relu', 'model__alpha': 0.01, 'model__hidden_layer_sizes': (32,), 'model__learning_rate_init': 0.0003, 'reduce': TruncatedSVD(random_state=42), 'reduce__n_components': 2048, 'reshape': FunctionTransformer(func=<function reshape at 0x7fdb1d1c0360>), 'second_scale': 'passthrough'}",-0.006657701760151902,-0.006657701760151902,0.0,1,0.017727972069176312,0.017727972069176312,0.0,1.0033233286235061,0.9910963767115808
0,165.24606585502625,0.0,2.3657658100128174,0.0,passthrough,passthrough,"MLPRegressor(n_iter_no_change=20, random_state=42)",relu,0.0003,"(8,)",0.0003,TruncatedSVD(random_state=42),256,FunctionTransformer(func=<function reshape at 0x7fdb1d1c0360>),passthrough,"{'first_scale': 'passthrough', 'frequency': 'passthrough', 'model': MLPRegressor(n_iter_no_change=20, random_state=42), 'model__activation': 'relu', 'model__alpha': 0.0003, 'model__hidden_layer_sizes': (8,), 'model__learning_rate_init': 0.0003, 'reduce': TruncatedSVD(random_state=42), 'reduce__n_components': 256, 'reshape': FunctionTransformer(func=<function reshape at 0x7fdb1d1c0360>), 'second_scale': 'passthrough'}",-0.0044382659408310765,-0.0044382659408310765,0.0,1,0.005894632483089968,0.005894632483089968,0.0,1.0022166761438522,0.997048327573398
0,738.5707488059998,0.0,9.888056755065918,0.0,passthrough,passthrough,"MLPRegressor(n_iter_no_change=20, random_state=42)",relu,0.003,"(8,)",0.0003,TruncatedSVD(random_state=42),1536,FunctionTransformer(func=<function reshape at 0x7fdb1d1c0360>),passthrough,"{'first_scale': 'passthrough', 'frequency': 'passthrough', 'model': MLPRegressor(n_iter_no_change=20, random_state=42), 'model__activation': 'relu', 'model__alpha': 0.003, 'model__hidden_layer_sizes': (8,), 'model__learning_rate_init': 0.0003, 'reduce': TruncatedSVD(random_state=42), 'reduce__n_components': 1536, 'reshape': FunctionTransformer(func=<function reshape at 0x7fdb1d1c0360>), 'second_scale': 'passthrough'}",-0.00916446260618864,-0.00916446260618864,0.0,1,0.01882614662898341,0.01882614662898341,0.0,1.0045717807136474,0.9905422017112732
0,1022.6041302680969,0.0,13.143211603164673,0.0,passthrough,passthrough,"MLPRegressor(n_iter_no_change=20, random_state=42)",relu,0.003,"(32,)",0.0003,TruncatedSVD(random_state=42),2048,FunctionTransformer(func=<function reshape at 0x7fdb1d1c0360>),passthrough,"{'first_scale': 'passthrough', 'frequency': 'passthrough', 'model': MLPRegressor(n_iter_no_change=20, random_state=42), 'model__activation': 'relu', 'model__alpha': 0.003, 'model__hidden_layer_sizes': (32,), 'model__learning_rate_init': 0.0003, 'reduce': TruncatedSVD(random_state=42), 'reduce__n_components': 2048, 'reshape': FunctionTransformer(func=<function reshape at 0x7fdb1d1c0360>), 'second_scale': 'passthrough'}",-0.01693341122415104,-0.01693341122415104,0.0,1,0.026235679998245942,0.026235679998245942,0.0,1.008431163354322,0.9867949736402968
0,267.2134099006653,0.0,3.822206735610962,0.0,passthrough,passthrough,"MLPRegressor(n_iter_no_change=20, random_state=42)",relu,0.01,"(24,)",0.0003,TruncatedSVD(random_state=42),512,FunctionTransformer(func=<function reshape at 0x7fdb1d1c0360>),passthrough,"{'first_scale': 'passthrough', 'frequency': 'passthrough', 'model': MLPRegressor(n_iter_no_change=20, random_state=42), 'model__activation': 'relu', 'model__alpha': 0.01, 'model__hidden_layer_sizes': (24,), 'model__learning_rate_init': 0.0003, 'reduce': TruncatedSVD(random_state=42), 'reduce__n_components': 512, 'reshape': FunctionTransformer(func=<function reshape at 0x7fdb1d1c0360>), 'second_scale': 'passthrough'}",-0.005921599645065667,-0.005921599645065667,0.0,1,0.010282888402882828,0.010282888402882828,0.0,1.0029564295845885,0.9948452701787938
0,543.395491361618,0.0,6.947648048400879,0.0,passthrough,passthrough,"MLPRegressor(n_iter_no_change=20, random_state=42)",relu,0.0003,"(16,)",0.0003,TruncatedSVD(random_state=42),1024,FunctionTransformer(func=<function reshape at 0x7fdb1d1c0360>),passthrough,"{'first_scale': 'passthrough', 'frequency': 'passthrough', 'model': MLPRegressor(n_iter_no_change=20, random_state=42), 'model__activation': 'relu', 'model__alpha': 0.0003, 'model__hidden_layer_sizes': (16,), 'model__learning_rate_init': 0.0003, 'reduce': TruncatedSVD(random_state=42), 'reduce__n_components': 1024, 'reshape': FunctionTransformer(func=<function reshape at 0x7fdb1d1c0360>), 'second_scale': 'passthrough'}",-0.012146074161264897,-0.012146074161264897,0.0,1,0.023595461554091646,0.023595461554091646,0.0,1.0060547073401451,0.9881318426434341
0,497.64457297325134,0.0,7.0358381271362305,0.0,passthrough,passthrough,"MLPRegressor(n_iter_no_change=20, random_state=42)",relu,0.01,"(16,)",0.0003,TruncatedSVD(random_state=42),1024,FunctionTransformer(func=<function reshape at 0x7fdb1d1c0360>),passthrough,"{'first_scale': 'passthrough', 'frequency': 'passthrough', 'model': MLPRegressor(n_iter_no_change=20, random_state=42), 'model__activation': 'relu', 'model__alpha': 0.01, 'model__hidden_layer_sizes': (16,), 'model__learning_rate_init': 0.0003, 'reduce': TruncatedSVD(random_state=42), 'reduce__n_components': 1024, 'reshape': FunctionTransformer(func=<function reshape at 0x7fdb1d1c0360>), 'second_scale': 'passthrough'}",-0.0059152175180181565,-0.0059152175180181565,0.0,1,0.013781201633629836,0.013781201633629836,0.0,1.0029532479223635,0.9930854939864796
0,534.2281527519226,0.0,6.908111572265625,0.0,passthrough,passthrough,"MLPRegressor(n_iter_no_change=20, random_state=42)",relu,0.001,"(8,)",0.0003,TruncatedSVD(random_state=42),1024,FunctionTransformer(func=<function reshape at 0x7fdb1d1c0360>),passthrough,"{'first_scale': 'passthrough', 'frequency': 'passthrough', 'model': MLPRegressor(n_iter_no_change=20, random_state=42), 'model__activation': 'relu', 'model__alpha': 0.001, 'model__hidden_layer_sizes': (8,), 'model__learning_rate_init': 0.0003, 'reduce': TruncatedSVD(random_state=42), 'reduce__n_components': 1024, 'reshape': FunctionTransformer(func=<function reshape at 0x7fdb1d1c0360>), 'second_scale': 'passthrough'}",-0.008716065460002698,-0.008716065460002698,0.0,1,0.01803436567858563,0.01803436567858563,0.0,1.004348577666142,0.990941791590916
0,749.67662358284,0.0,9.976123332977295,0.0,passthrough,passthrough,"MLPRegressor(n_iter_no_change=20, random_state=42)",relu,0.0001,"(16,)",0.0003,TruncatedSVD(random_state=42),1536,FunctionTransformer(func=<function reshape at 0x7fdb1d1c0360>),passthrough,"{'first_scale': 'passthrough', 'frequency': 'passthrough', 'model': MLPRegressor(n_iter_no_change=20, random_state=42), 'model__activation': 'relu', 'model__alpha': 0.0001, 'model__hidden_layer_sizes': (16,), 'model__learning_rate_init': 0.0003, 'reduce': TruncatedSVD(random_state=42), 'reduce__n_components': 1536, 'reshape': FunctionTransformer(func=<function reshape at 0x7fdb1d1c0360>), 'second_scale': 'passthrough'}",-0.032067603866043015,-0.032067603866043015,0.0,1,0.031219640760551504,0.031219640760551504,0.0,1.0159072811364445,0.9842664066397108
0,158.3420991897583,0.0,2.5559229850769043,0.0,passthrough,passthrough,"MLPRegressor(n_iter_no_change=20, random_state=42)",relu,0.003,"(8,)",0.0003,TruncatedSVD(random_state=42),256,FunctionTransformer(func=<function reshape at 0x7fdb1d1c0360>),passthrough,"{'first_scale': 'passthrough', 'frequency': 'passthrough', 'model': MLPRegressor(n_iter_no_change=20, random_state=42), 'model__activation': 'relu', 'model__alpha': 0.003, 'model__hidden_layer_sizes': (8,), 'model__learning_rate_init': 0.0003, 'reduce': TruncatedSVD(random_state=42), 'reduce__n_components': 256, 'reshape': FunctionTransformer(func=<function reshape at 0x7fdb1d1c0360>), 'second_scale': 'passthrough'}",-0.004166422740700559,-0.004166422740700559,0.0,1,0.004741496132303569,0.004741496132303569,0.0,1.0020810459941354,0.9976264350285112
0,492.9355137348175,0.0,6.870584011077881,0.0,passthrough,passthrough,"MLPRegressor(n_iter_no_change=20, random_state=42)",relu,0.003,"(24,)",0.0003,TruncatedSVD(random_state=42),1024,FunctionTransformer(func=<function reshape at 0x7fdb1d1c0360>),passthrough,"{'first_scale': 'passthrough', 'frequency': 'passthrough', 'model': MLPRegressor(n_iter_no_change=20, random_state=42), 'model__activation': 'relu', 'model__alpha': 0.003, 'model__hidden_layer_sizes': (24,), 'model__learning_rate_init': 0.0003, 'reduce': TruncatedSVD(random_state=42), 'reduce__n_components': 1024, 'reshape': FunctionTransformer(func=<function reshape at 0x7fdb1d1c0360>), 'second_scale': 'passthrough'}",-0.00841557046882091,-0.00841557046882091,0.0,1,0.018101729588519522,0.018101729588519522,0.0,1.0041989695617204,0.990907801165921
0,525.9693052768707,0.0,8.019800424575806,0.0,passthrough,passthrough,"MLPRegressor(n_iter_no_change=20, random_state=42)",relu,0.0001,"(8,)",0.0003,TruncatedSVD(random_state=42),1024,FunctionTransformer(func=<function reshape at 0x7fdb1d1c0360>),passthrough,"{'first_scale': 'passthrough', 'frequency': 'passthrough', 'model': MLPRegressor(n_iter_no_change=20, random_state=42), 'model__activation': 'relu', 'model__alpha': 0.0001, 'model__hidden_layer_sizes': (8,), 'model__learning_rate_init': 0.0003, 'reduce': TruncatedSVD(random_state=42), 'reduce__n_components': 1024, 'reshape': FunctionTransformer(func=<function reshape at 0x7fdb1d1c0360>), 'second_scale': 'passthrough'}",-0.009836561308722569,-0.009836561308722569,0.0,1,0.019466089656443475,0.019466089656443475,0.0,1.0049062450341935,0.9902191223883512
0,752.7809274196625,0.0,10.038855075836182,0.0,passthrough,passthrough,"MLPRegressor(n_iter_no_change=20, random_state=42)",relu,0.0003,"(8,)",0.0003,TruncatedSVD(random_state=42),1536,FunctionTransformer(func=<function reshape at 0x7fdb1d1c0360>),passthrough,"{'first_scale': 'passthrough', 'frequency': 'passthrough', 'model': MLPRegressor(n_iter_no_change=20, random_state=42), 'model__activation': 'relu', 'model__alpha': 0.0003, 'model__hidden_layer_sizes': (8,), 'model__learning_rate_init': 0.0003, 'reduce': TruncatedSVD(random_state=42), 'reduce__n_components': 1536, 'reshape': FunctionTransformer(func=<function reshape at 0x7fdb1d1c0360>), 'second_scale': 'passthrough'}",-0.017430024650813447,-0.017430024650813447,0.0,1,0.025160413549255356,0.025160413549255356,0.0,1.0086773640023918,0.9873396510070608
0,163.23419451713562,0.0,2.6146275997161865,0.0,passthrough,passthrough,"MLPRegressor(n_iter_no_change=20, random_state=42)",relu,0.0003,"(16,)",0.0003,TruncatedSVD(random_state=42),256,FunctionTransformer(func=<function reshape at 0x7fdb1d1c0360>),passthrough,"{'first_scale': 'passthrough', 'frequency': 'passthrough', 'model': MLPRegressor(n_iter_no_change=20, random_state=42), 'model__activation': 'relu', 'model__alpha': 0.0003, 'model__hidden_layer_sizes': (16,), 'model__learning_rate_init': 0.0003, 'reduce': TruncatedSVD(random_state=42), 'reduce__n_components': 256, 'reshape': FunctionTransformer(func=<function reshape at 0x7fdb1d1c0360>), 'second_scale': 'passthrough'}",-0.005030719948565077,-0.005030719948565077,0.0,1,0.009533640328312942,0.009533640328312942,0.0,1.0025122043888368,0.9952217640665255
