,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_first_scale,param_frequency,param_model,param_model__alpha,param_reshape,param_second_scale,param_model__l2_regularization,param_model__learning_rate,param_model__max_features,param_model__max_leaf_nodes,param_model__min_samples_leaf,params,split0_test_score,mean_test_score,std_test_score,rank_test_score,nrmse
1,4415.589362859726,0.0,53.75768065452576,0.0,mad_scaling_clipping_channel_trial,power_phase_stft,HistGradientBoostingRegressor,,FunctionTransformer(func=<function reshape at 0x7fb1ce140040>),passthrough,0.0,0.05,0.05,63.0,20.0,"{'first_scale': FunctionTransformer(func=<function mad_scaling_clipping_channel_trial at 0x7fb1ce0fbd80>), 'frequency': FunctionTransformer(func=<function power_phase_stft at 0x7fb1ce0fb6a0>), 'model': HistGradientBoostingRegressor(early_stopping=True, max_iter=300,
                              n_iter_no_change=15, random_state=42,
                              scoring=None), 'model__l2_regularization': 0.0, 'model__learning_rate': 0.05, 'model__max_features': 0.05, 'model__max_leaf_nodes': 63, 'model__min_samples_leaf': 20, 'reshape': FunctionTransformer(func=<function reshape at 0x7fb1ce140040>), 'second_scale': 'passthrough'}",0.09446178022067486,0.09446178022067486,0.0,1,0.9515977195114147
0,1569.6598510742188,0.0,34.437395334243774,0.0,passthrough,power_phase_stft,Ridge,123284.67394420685,FunctionTransformer(func=<function reshape at 0x7fb1ce140040>),RobustScaler(copy=False),,,,,,"{'first_scale': 'passthrough', 'frequency': FunctionTransformer(func=<function power_phase_stft at 0x7fb1ce0fb6a0>), 'model': Ridge(solver='lsqr'), 'model__alpha': 123284.67394420685, 'reshape': FunctionTransformer(func=<function reshape at 0x7fb1ce140040>), 'second_scale': RobustScaler(copy=False)}",-11.97657167503812,-11.97657167503812,0.0,2,3.602300886244529
1,5033.896294116974,0.0,57.43025803565979,0.0,mad_scaling_clipping_channel_trial,power_phase_stft,HistGradientBoostingRegressor,,FunctionTransformer(func=<function reshape at 0x7fb1ce140040>),RobustScaler(copy=False),0.0,0.05,0.1,63.0,20.0,"{'first_scale': FunctionTransformer(func=<function mad_scaling_clipping_channel_trial at 0x7fb1ce0fbd80>), 'frequency': FunctionTransformer(func=<function power_phase_stft at 0x7fb1ce0fb6a0>), 'model': HistGradientBoostingRegressor(early_stopping=True, max_iter=300,
                              n_iter_no_change=15, random_state=42,
                              scoring=None), 'model__l2_regularization': 0.0, 'model__learning_rate': 0.05, 'model__max_features': 0.1, 'model__max_leaf_nodes': 63, 'model__min_samples_leaf': 20, 'reshape': FunctionTransformer(func=<function reshape at 0x7fb1ce140040>), 'second_scale': RobustScaler(copy=False)}",0.0941411094243293,0.0941411094243293,0.0,1,0.9517661953314326
0,429.9772720336914,0.0,49.89548683166504,0.0,mad_scaling_clipping_trial_time,power_phase_stft,Ridge,123284.67394420685,FunctionTransformer(func=<function reshape at 0x7fb1ce140040>),passthrough,,,,,,"{'first_scale': FunctionTransformer(func=<function mad_scaling_clipping_trial_time at 0x7fb1ce0fbe20>), 'frequency': FunctionTransformer(func=<function power_phase_stft at 0x7fb1ce0fb6a0>), 'model': Ridge(solver='lsqr'), 'model__alpha': 123284.67394420685, 'reshape': FunctionTransformer(func=<function reshape at 0x7fb1ce140040>), 'second_scale': 'passthrough'}",0.00040743833553025244,0.00040743833553025244,0.0,2,0.9997962600772569
1,4669.18727684021,0.0,59.31380224227905,0.0,mad_scaling_clipping_trial_time,power_phase_stft,HistGradientBoostingRegressor,,FunctionTransformer(func=<function reshape at 0x7fb1ce140040>),passthrough,0.0,0.05,0.1,63.0,20.0,"{'first_scale': FunctionTransformer(func=<function mad_scaling_clipping_trial_time at 0x7fb1ce0fbe20>), 'frequency': FunctionTransformer(func=<function power_phase_stft at 0x7fb1ce0fb6a0>), 'model': HistGradientBoostingRegressor(early_stopping=True, max_iter=300,
                              n_iter_no_change=15, random_state=42,
                              scoring=None), 'model__l2_regularization': 0.0, 'model__learning_rate': 0.05, 'model__max_features': 0.1, 'model__max_leaf_nodes': 63, 'model__min_samples_leaf': 20, 'reshape': FunctionTransformer(func=<function reshape at 0x7fb1ce140040>), 'second_scale': 'passthrough'}",0.09516773565928083,0.09516773565928083,0.0,1,0.9512267155314338
0,1211.4669818878174,0.0,56.74651527404785,0.0,mad_scaling_clipping_trial_time,power_phase_stft,Ridge,123284.67394420685,FunctionTransformer(func=<function reshape at 0x7fb1ce140040>),RobustScaler(copy=False),,,,,,"{'first_scale': FunctionTransformer(func=<function mad_scaling_clipping_trial_time at 0x7fb1ce0fbe20>), 'frequency': FunctionTransformer(func=<function power_phase_stft at 0x7fb1ce0fb6a0>), 'model': Ridge(solver='lsqr'), 'model__alpha': 123284.67394420685, 'reshape': FunctionTransformer(func=<function reshape at 0x7fb1ce140040>), 'second_scale': RobustScaler(copy=False)}",0.06083706582462467,0.06083706582462467,0.0,2,0.9691041915993219
1,5536.452308416367,0.0,64.88939309120178,0.0,mad_scaling_clipping_trial_time,power_phase_stft,HistGradientBoostingRegressor,,FunctionTransformer(func=<function reshape at 0x7fb1ce140040>),RobustScaler(copy=False),0.0,0.05,0.1,63.0,20.0,"{'first_scale': FunctionTransformer(func=<function mad_scaling_clipping_trial_time at 0x7fb1ce0fbe20>), 'frequency': FunctionTransformer(func=<function power_phase_stft at 0x7fb1ce0fb6a0>), 'model': HistGradientBoostingRegressor(early_stopping=True, max_iter=300,
                              n_iter_no_change=15, random_state=42,
                              scoring=None), 'model__l2_regularization': 0.0, 'model__learning_rate': 0.05, 'model__max_features': 0.1, 'model__max_leaf_nodes': 63, 'model__min_samples_leaf': 20, 'reshape': FunctionTransformer(func=<function reshape at 0x7fb1ce140040>), 'second_scale': RobustScaler(copy=False)}",0.09280392723246267,0.09280392723246267,0.0,1,0.9524684103777602
0,5282.268627643585,0.0,48.22170662879944,0.0,passthrough,power_phase_stft,HistGradientBoostingRegressor,,FunctionTransformer(func=<function reshape at 0x7fb1ce140040>),passthrough,0.0,0.05,0.1,63.0,20.0,"{'first_scale': 'passthrough', 'frequency': FunctionTransformer(func=<function power_phase_stft at 0x7fb1ce0fb6a0>), 'model': HistGradientBoostingRegressor(early_stopping=True, max_iter=300,
                              n_iter_no_change=15, random_state=42,
                              scoring=None), 'model__l2_regularization': 0.0, 'model__learning_rate': 0.05, 'model__max_features': 0.1, 'model__max_leaf_nodes': 63, 'model__min_samples_leaf': 20, 'reshape': FunctionTransformer(func=<function reshape at 0x7fb1ce140040>), 'second_scale': 'passthrough'}",0.09643068381179332,0.09643068381179332,0.0,1,0.9505626313863841
1,5224.4681577682495,0.0,70.25682973861694,0.0,mad_scaling_clipping_trial_time,power_phase_stft,HistGradientBoostingRegressor,,FunctionTransformer(func=<function reshape at 0x7fb1ce140040>),passthrough,0.0,0.1,0.1,63.0,20.0,"{'first_scale': FunctionTransformer(func=<function mad_scaling_clipping_trial_time at 0x7fb1ce0fbe20>), 'frequency': FunctionTransformer(func=<function power_phase_stft at 0x7fb1ce0fb6a0>), 'model': HistGradientBoostingRegressor(early_stopping=True, max_iter=300,
                              n_iter_no_change=15, random_state=42,
                              scoring=None), 'model__l2_regularization': 0.0, 'model__learning_rate': 0.1, 'model__max_features': 0.1, 'model__max_leaf_nodes': 63, 'model__min_samples_leaf': 20, 'reshape': FunctionTransformer(func=<function reshape at 0x7fb1ce140040>), 'second_scale': 'passthrough'}",0.0774645245361717,0.0774645245361717,0.0,2,0.960487103226185
0,1279.6754968166351,0.0,49.01914572715759,0.0,mad_scaling_clipping_channel_trial,power_phase_stft,Ridge,2.848035868435805e-07,FunctionTransformer(func=<function reshape at 0x7fb1ce140040>),passthrough,,,,,,"{'first_scale': FunctionTransformer(func=<function mad_scaling_clipping_channel_trial at 0x7fb1ce0fbd80>), 'frequency': FunctionTransformer(func=<function power_phase_stft at 0x7fb1ce0fb6a0>), 'model': Ridge(solver='lsqr'), 'model__alpha': 2.848035868435805e-07, 'reshape': FunctionTransformer(func=<function reshape at 0x7fb1ce140040>), 'second_scale': 'passthrough'}",-0.7122102714598981,-0.7122102714598981,0.0,2,1.308514528562789
1,4209.3152441978455,0.0,55.912968158721924,0.0,mad_scaling_clipping_channel_trial,power_phase_stft,HistGradientBoostingRegressor,,FunctionTransformer(func=<function reshape at 0x7fb1ce140040>),passthrough,0.0,0.1,0.05,63.0,20.0,"{'first_scale': FunctionTransformer(func=<function mad_scaling_clipping_channel_trial at 0x7fb1ce0fbd80>), 'frequency': FunctionTransformer(func=<function power_phase_stft at 0x7fb1ce0fb6a0>), 'model': HistGradientBoostingRegressor(early_stopping=True, max_iter=300,
                              n_iter_no_change=15, random_state=42,
                              scoring=None), 'model__l2_regularization': 0.0, 'model__learning_rate': 0.1, 'model__max_features': 0.05, 'model__max_leaf_nodes': 63, 'model__min_samples_leaf': 20, 'reshape': FunctionTransformer(func=<function reshape at 0x7fb1ce140040>), 'second_scale': 'passthrough'}",0.07789200256320283,0.07789200256320283,0.0,1,0.9602645455481511
0,4667.003868341446,0.0,39.11888647079468,0.0,passthrough,power_phase_stft,HistGradientBoostingRegressor,,FunctionTransformer(func=<function reshape at 0x7fb1ce140040>),passthrough,0.0,0.05,0.05,63.0,20.0,"{'first_scale': 'passthrough', 'frequency': FunctionTransformer(func=<function power_phase_stft at 0x7fb1ce0fb6a0>), 'model': HistGradientBoostingRegressor(early_stopping=True, max_iter=300,
                              n_iter_no_change=15, random_state=42,
                              scoring=None), 'model__l2_regularization': 0.0, 'model__learning_rate': 0.05, 'model__max_features': 0.05, 'model__max_leaf_nodes': 63, 'model__min_samples_leaf': 20, 'reshape': FunctionTransformer(func=<function reshape at 0x7fb1ce140040>), 'second_scale': 'passthrough'}",0.09917153742586537,0.09917153742586537,0.0,1,0.9491198357289424
1,4484.31339931488,0.0,61.34388303756714,0.0,mad_scaling_clipping_trial_time,power_phase_stft,HistGradientBoostingRegressor,,FunctionTransformer(func=<function reshape at 0x7fb1ce140040>),passthrough,0.0,0.1,0.05,63.0,20.0,"{'first_scale': FunctionTransformer(func=<function mad_scaling_clipping_trial_time at 0x7fb1ce0fbe20>), 'frequency': FunctionTransformer(func=<function power_phase_stft at 0x7fb1ce0fb6a0>), 'model': HistGradientBoostingRegressor(early_stopping=True, max_iter=300,
                              n_iter_no_change=15, random_state=42,
                              scoring=None), 'model__l2_regularization': 0.0, 'model__learning_rate': 0.1, 'model__max_features': 0.05, 'model__max_leaf_nodes': 63, 'model__min_samples_leaf': 20, 'reshape': FunctionTransformer(func=<function reshape at 0x7fb1ce140040>), 'second_scale': 'passthrough'}",0.07633735910626138,0.07633735910626138,0.0,2,0.9610736917082574
0,1182.3312270641327,0.0,40.24740791320801,0.0,mad_scaling_clipping_trial_time,power_phase_stft,Ridge,0.18738174228603868,FunctionTransformer(func=<function reshape at 0x7fb1ce140040>),RobustScaler(copy=False),,,,,,"{'first_scale': FunctionTransformer(func=<function mad_scaling_clipping_trial_time at 0x7fb1ce0fbe20>), 'frequency': FunctionTransformer(func=<function power_phase_stft at 0x7fb1ce0fb6a0>), 'model': Ridge(solver='lsqr'), 'model__alpha': 0.18738174228603868, 'reshape': FunctionTransformer(func=<function reshape at 0x7fb1ce140040>), 'second_scale': RobustScaler(copy=False)}",-1.6190050587574207,-1.6190050587574207,0.0,2,1.6183340380642746
1,3235.052395582199,0.0,44.66561937332153,0.0,mad_scaling_clipping_channel_trial,power_phase_stft,HistGradientBoostingRegressor,,FunctionTransformer(func=<function reshape at 0x7fb1ce140040>),RobustScaler(copy=False),0.001,0.1,0.2,63.0,20.0,"{'first_scale': FunctionTransformer(func=<function mad_scaling_clipping_channel_trial at 0x7fb1ce0fbd80>), 'frequency': FunctionTransformer(func=<function power_phase_stft at 0x7fb1ce0fb6a0>), 'model': HistGradientBoostingRegressor(early_stopping=True, max_iter=300,
                              n_iter_no_change=15, random_state=42,
                              scoring=None), 'model__l2_regularization': 0.001, 'model__learning_rate': 0.1, 'model__max_features': 0.2, 'model__max_leaf_nodes': 63, 'model__min_samples_leaf': 20, 'reshape': FunctionTransformer(func=<function reshape at 0x7fb1ce140040>), 'second_scale': RobustScaler(copy=False)}",0.07899511276525373,0.07899511276525373,0.0,1,0.9596899953811888
0,2782.906362771988,0.0,84.03625440597534,0.0,mad_scaling_clipping_channel_trial,power_phase_stft,Ridge,123284.67394420685,FunctionTransformer(func=<function reshape at 0x7fb1ce140040>),RobustScaler(copy=False),,,,,,"{'first_scale': FunctionTransformer(func=<function mad_scaling_clipping_channel_trial at 0x7fb1ce0fbd80>), 'frequency': FunctionTransformer(func=<function power_phase_stft at 0x7fb1ce0fb6a0>), 'model': Ridge(solver='lsqr'), 'model__alpha': 123284.67394420685, 'reshape': FunctionTransformer(func=<function reshape at 0x7fb1ce140040>), 'second_scale': RobustScaler(copy=False)}",0.07406335351652782,0.07406335351652782,0.0,2,0.9622560191983588
1,10353.509291648865,0.0,94.33402943611145,0.0,mad_scaling_clipping_channel_trial,power_phase_stft,HistGradientBoostingRegressor,,FunctionTransformer(func=<function reshape at 0x7fb1ce140040>),RobustScaler(copy=False),0.001,0.05,0.1,63.0,20.0,"{'first_scale': FunctionTransformer(func=<function mad_scaling_clipping_channel_trial at 0x7fb1ce0fbd80>), 'frequency': FunctionTransformer(func=<function power_phase_stft at 0x7fb1ce0fb6a0>), 'model': HistGradientBoostingRegressor(early_stopping=True, max_iter=300,
                              n_iter_no_change=15, random_state=42,
                              scoring=None), 'model__l2_regularization': 0.001, 'model__learning_rate': 0.05, 'model__max_features': 0.1, 'model__max_leaf_nodes': 63, 'model__min_samples_leaf': 20, 'reshape': FunctionTransformer(func=<function reshape at 0x7fb1ce140040>), 'second_scale': RobustScaler(copy=False)}",0.09446778912819354,0.09446778912819354,0.0,1,0.9515945622332057
0,3105.8286850452423,0.0,73.13001489639282,0.0,mad_scaling_clipping_trial_time,power_phase_stft,Ridge,4328.7612810830615,FunctionTransformer(func=<function reshape at 0x7fb1ce140040>),RobustScaler(copy=False),,,,,,"{'first_scale': FunctionTransformer(func=<function mad_scaling_clipping_trial_time at 0x7fb1ce0fbe20>), 'frequency': FunctionTransformer(func=<function power_phase_stft at 0x7fb1ce0fb6a0>), 'model': Ridge(solver='lsqr'), 'model__alpha': 4328.7612810830615, 'reshape': FunctionTransformer(func=<function reshape at 0x7fb1ce140040>), 'second_scale': RobustScaler(copy=False)}",-0.39119576047097704,-0.39119576047097704,0.0,2,1.1794896186363732
1,6279.481944799423,0.0,65.69959115982056,0.0,mad_scaling_clipping_trial_time,power_phase_stft,HistGradientBoostingRegressor,,FunctionTransformer(func=<function reshape at 0x7fb1ce140040>),RobustScaler(copy=False),0.0,0.05,0.1,31.0,20.0,"{'first_scale': FunctionTransformer(func=<function mad_scaling_clipping_trial_time at 0x7fb1ce0fbe20>), 'frequency': FunctionTransformer(func=<function power_phase_stft at 0x7fb1ce0fb6a0>), 'model': HistGradientBoostingRegressor(early_stopping=True, max_iter=300,
                              n_iter_no_change=15, random_state=42,
                              scoring=None), 'model__l2_regularization': 0.0, 'model__learning_rate': 0.05, 'model__max_features': 0.1, 'model__max_leaf_nodes': 31, 'model__min_samples_leaf': 20, 'reshape': FunctionTransformer(func=<function reshape at 0x7fb1ce140040>), 'second_scale': RobustScaler(copy=False)}",0.09639232365775263,0.09639232365775263,0.0,1,0.9505828087769352
0,3647.711466550827,0.0,47.7685604095459,0.0,passthrough,power_phase_stft,HistGradientBoostingRegressor,,FunctionTransformer(func=<function reshape at 0x7fb1ce140040>),passthrough,0.0,0.05,0.2,31.0,20.0,"{'first_scale': 'passthrough', 'frequency': FunctionTransformer(func=<function power_phase_stft at 0x7fb1ce0fb6a0>), 'model': HistGradientBoostingRegressor(early_stopping=True, max_iter=300,
                              n_iter_no_change=15, random_state=42,
                              scoring=None), 'model__l2_regularization': 0.0, 'model__learning_rate': 0.05, 'model__max_features': 0.2, 'model__max_leaf_nodes': 31, 'model__min_samples_leaf': 20, 'reshape': FunctionTransformer(func=<function reshape at 0x7fb1ce140040>), 'second_scale': 'passthrough'}",0.10023120279407183,0.10023120279407183,0.0,1,0.9485614356518655
1,3553.9964215755463,0.0,68.57562923431396,0.0,mad_scaling_clipping_trial_time,power_phase_stft,HistGradientBoostingRegressor,,FunctionTransformer(func=<function reshape at 0x7fb1ce140040>),passthrough,0.0,0.1,0.2,31.0,20.0,"{'first_scale': FunctionTransformer(func=<function mad_scaling_clipping_trial_time at 0x7fb1ce0fbe20>), 'frequency': FunctionTransformer(func=<function power_phase_stft at 0x7fb1ce0fb6a0>), 'model': HistGradientBoostingRegressor(early_stopping=True, max_iter=300,
                              n_iter_no_change=15, random_state=42,
                              scoring=None), 'model__l2_regularization': 0.0, 'model__learning_rate': 0.1, 'model__max_features': 0.2, 'model__max_leaf_nodes': 31, 'model__min_samples_leaf': 20, 'reshape': FunctionTransformer(func=<function reshape at 0x7fb1ce140040>), 'second_scale': 'passthrough'}",0.0875810453911835,0.0875810453911835,0.0,2,0.9552062366886098
0,3917.7759971618652,0.0,43.07244086265564,0.0,passthrough,power_phase_stft,HistGradientBoostingRegressor,,FunctionTransformer(func=<function reshape at 0x7fb1ce140040>),RobustScaler(copy=False),0.0,0.05,0.05,31.0,20.0,"{'first_scale': 'passthrough', 'frequency': FunctionTransformer(func=<function power_phase_stft at 0x7fb1ce0fb6a0>), 'model': HistGradientBoostingRegressor(early_stopping=True, max_iter=300,
                              n_iter_no_change=15, random_state=42,
                              scoring=None), 'model__l2_regularization': 0.0, 'model__learning_rate': 0.05, 'model__max_features': 0.05, 'model__max_leaf_nodes': 31, 'model__min_samples_leaf': 20, 'reshape': FunctionTransformer(func=<function reshape at 0x7fb1ce140040>), 'second_scale': RobustScaler(copy=False)}",0.10125953647568386,0.10125953647568386,0.0,1,0.9480192316215511
1,3400.8120996952057,0.0,62.877617835998535,0.0,mad_scaling_clipping_trial_time,power_phase_stft,HistGradientBoostingRegressor,,FunctionTransformer(func=<function reshape at 0x7fb1ce140040>),RobustScaler(copy=False),0.0,0.1,0.05,31.0,20.0,"{'first_scale': FunctionTransformer(func=<function mad_scaling_clipping_trial_time at 0x7fb1ce0fbe20>), 'frequency': FunctionTransformer(func=<function power_phase_stft at 0x7fb1ce0fb6a0>), 'model': HistGradientBoostingRegressor(early_stopping=True, max_iter=300,
                              n_iter_no_change=15, random_state=42,
                              scoring=None), 'model__l2_regularization': 0.0, 'model__learning_rate': 0.1, 'model__max_features': 0.05, 'model__max_leaf_nodes': 31, 'model__min_samples_leaf': 20, 'reshape': FunctionTransformer(func=<function reshape at 0x7fb1ce140040>), 'second_scale': RobustScaler(copy=False)}",0.08782536591903722,0.08782536591903722,0.0,2,0.955078339237658
0,1763.710612297058,0.0,35.47516202926636,0.0,passthrough,power_phase_stft,Ridge,0.0002310129700083158,FunctionTransformer(func=<function reshape at 0x7fb1ce140040>),RobustScaler(copy=False),,,,,,"{'first_scale': 'passthrough', 'frequency': FunctionTransformer(func=<function power_phase_stft at 0x7fb1ce0fb6a0>), 'model': Ridge(solver='lsqr'), 'model__alpha': 0.0002310129700083158, 'reshape': FunctionTransformer(func=<function reshape at 0x7fb1ce140040>), 'second_scale': RobustScaler(copy=False)}",-12.211188906644349,-12.211188906644349,0.0,2,3.6347199213480463
1,5174.402203083038,0.0,39.66167235374451,0.0,passthrough,power_phase_stft,HistGradientBoostingRegressor,,FunctionTransformer(func=<function reshape at 0x7fb1ce140040>),RobustScaler(copy=False),0.001,0.1,0.1,63.0,20.0,"{'first_scale': 'passthrough', 'frequency': FunctionTransformer(func=<function power_phase_stft at 0x7fb1ce0fb6a0>), 'model': HistGradientBoostingRegressor(early_stopping=True, max_iter=300,
                              n_iter_no_change=15, random_state=42,
                              scoring=None), 'model__l2_regularization': 0.001, 'model__learning_rate': 0.1, 'model__max_features': 0.1, 'model__max_leaf_nodes': 63, 'model__min_samples_leaf': 20, 'reshape': FunctionTransformer(func=<function reshape at 0x7fb1ce140040>), 'second_scale': RobustScaler(copy=False)}",0.08747261468844303,0.08747261468844303,0.0,1,0.9552629927467917
0,1606.3083381652832,0.0,32.41994047164917,0.0,passthrough,power_phase_stft,Ridge,0.18738174228603868,FunctionTransformer(func=<function reshape at 0x7fb1ce140040>),RobustScaler(copy=False),,,,,,"{'first_scale': 'passthrough', 'frequency': FunctionTransformer(func=<function power_phase_stft at 0x7fb1ce0fb6a0>), 'model': Ridge(solver='lsqr'), 'model__alpha': 0.18738174228603868, 'reshape': FunctionTransformer(func=<function reshape at 0x7fb1ce140040>), 'second_scale': RobustScaler(copy=False)}",-18.196867388286968,-18.196867388286968,0.0,2,4.381422986689024
1,4358.798943519592,0.0,37.19639873504639,0.0,passthrough,power_phase_stft,HistGradientBoostingRegressor,,FunctionTransformer(func=<function reshape at 0x7fb1ce140040>),RobustScaler(copy=False),0.001,0.1,0.2,63.0,20.0,"{'first_scale': 'passthrough', 'frequency': FunctionTransformer(func=<function power_phase_stft at 0x7fb1ce0fb6a0>), 'model': HistGradientBoostingRegressor(early_stopping=True, max_iter=300,
                              n_iter_no_change=15, random_state=42,
                              scoring=None), 'model__l2_regularization': 0.001, 'model__learning_rate': 0.1, 'model__max_features': 0.2, 'model__max_leaf_nodes': 63, 'model__min_samples_leaf': 20, 'reshape': FunctionTransformer(func=<function reshape at 0x7fb1ce140040>), 'second_scale': RobustScaler(copy=False)}",0.08634599216114724,0.08634599216114724,0.0,1,0.9558525031817685
0,361.7096264362335,0.0,41.84497284889221,0.0,mad_scaling_clipping_channel_trial,power_phase_stft,Ridge,3511191.7342151417,FunctionTransformer(func=<function reshape at 0x7fb1ce140040>),passthrough,,,,,,"{'first_scale': FunctionTransformer(func=<function mad_scaling_clipping_channel_trial at 0x7fb1ce0fbd80>), 'frequency': FunctionTransformer(func=<function power_phase_stft at 0x7fb1ce0fb6a0>), 'model': Ridge(solver='lsqr'), 'model__alpha': 3511191.7342151417, 'reshape': FunctionTransformer(func=<function reshape at 0x7fb1ce140040>), 'second_scale': 'passthrough'}",0.06447343836957176,0.06447343836957176,0.0,2,0.9672262205039875
1,2923.2077720165253,0.0,46.464670181274414,0.0,mad_scaling_clipping_channel_trial,power_phase_stft,HistGradientBoostingRegressor,,FunctionTransformer(func=<function reshape at 0x7fb1ce140040>),passthrough,0.001,0.05,0.2,31.0,20.0,"{'first_scale': FunctionTransformer(func=<function mad_scaling_clipping_channel_trial at 0x7fb1ce0fbd80>), 'frequency': FunctionTransformer(func=<function power_phase_stft at 0x7fb1ce0fb6a0>), 'model': HistGradientBoostingRegressor(early_stopping=True, max_iter=300,
                              n_iter_no_change=15, random_state=42,
                              scoring=None), 'model__l2_regularization': 0.001, 'model__learning_rate': 0.05, 'model__max_features': 0.2, 'model__max_leaf_nodes': 31, 'model__min_samples_leaf': 20, 'reshape': FunctionTransformer(func=<function reshape at 0x7fb1ce140040>), 'second_scale': 'passthrough'}",0.09578676303121425,0.09578676303121425,0.0,1,0.9509012761421586
0,4482.4568564891815,0.0,52.54928469657898,0.0,passthrough,power_phase_stft,HistGradientBoostingRegressor,,FunctionTransformer(func=<function reshape at 0x7fb1ce140040>),RobustScaler(copy=False),0.0,0.1,0.2,31.0,20.0,"{'first_scale': 'passthrough', 'frequency': FunctionTransformer(func=<function power_phase_stft at 0x7fb1ce0fb6a0>), 'model': HistGradientBoostingRegressor(early_stopping=True, max_iter=300,
                              n_iter_no_change=15, random_state=42,
                              scoring=None), 'model__l2_regularization': 0.0, 'model__learning_rate': 0.1, 'model__max_features': 0.2, 'model__max_leaf_nodes': 31, 'model__min_samples_leaf': 20, 'reshape': FunctionTransformer(func=<function reshape at 0x7fb1ce140040>), 'second_scale': RobustScaler(copy=False)}",0.09294393574536741,0.09294393574536741,0.0,2,0.952394909821883
1,4756.351089000702,0.0,77.88453221321106,0.0,mad_scaling_clipping_trial_time,power_phase_stft,HistGradientBoostingRegressor,,FunctionTransformer(func=<function reshape at 0x7fb1ce140040>),RobustScaler(copy=False),0.001,0.05,0.2,31.0,20.0,"{'first_scale': FunctionTransformer(func=<function mad_scaling_clipping_trial_time at 0x7fb1ce0fbe20>), 'frequency': FunctionTransformer(func=<function power_phase_stft at 0x7fb1ce0fb6a0>), 'model': HistGradientBoostingRegressor(early_stopping=True, max_iter=300,
                              n_iter_no_change=15, random_state=42,
                              scoring=None), 'model__l2_regularization': 0.001, 'model__learning_rate': 0.05, 'model__max_features': 0.2, 'model__max_leaf_nodes': 31, 'model__min_samples_leaf': 20, 'reshape': FunctionTransformer(func=<function reshape at 0x7fb1ce140040>), 'second_scale': RobustScaler(copy=False)}",0.0951785191599912,0.0951785191599912,0.0,1,0.9512210473070961
0,2312.4142060279846,0.0,25.085543632507324,0.0,passthrough,power_phase_stft,HistGradientBoostingRegressor,,FunctionTransformer(func=<function reshape at 0x7fb1ce140040>),RobustScaler(copy=False),0.001,0.05,0.1,31.0,20.0,"{'first_scale': 'passthrough', 'frequency': FunctionTransformer(func=<function power_phase_stft at 0x7fb1ce0fb6a0>), 'model': HistGradientBoostingRegressor(early_stopping=True, max_iter=300,
                              n_iter_no_change=15, random_state=42,
                              scoring=None), 'model__l2_regularization': 0.001, 'model__learning_rate': 0.05, 'model__max_features': 0.1, 'model__max_leaf_nodes': 31, 'model__min_samples_leaf': 20, 'reshape': FunctionTransformer(func=<function reshape at 0x7fb1ce140040>), 'second_scale': RobustScaler(copy=False)}",0.09920855618257907,0.09920855618257907,0.0,1,0.9491003339043881
1,2124.4554398059845,0.0,39.15970158576965,0.0,mad_scaling_clipping_trial_time,power_phase_stft,HistGradientBoostingRegressor,,FunctionTransformer(func=<function reshape at 0x7fb1ce140040>),RobustScaler(copy=False),0.001,0.1,0.1,31.0,20.0,"{'first_scale': FunctionTransformer(func=<function mad_scaling_clipping_trial_time at 0x7fb1ce0fbe20>), 'frequency': FunctionTransformer(func=<function power_phase_stft at 0x7fb1ce0fb6a0>), 'model': HistGradientBoostingRegressor(early_stopping=True, max_iter=300,
                              n_iter_no_change=15, random_state=42,
                              scoring=None), 'model__l2_regularization': 0.001, 'model__learning_rate': 0.1, 'model__max_features': 0.1, 'model__max_leaf_nodes': 31, 'model__min_samples_leaf': 20, 'reshape': FunctionTransformer(func=<function reshape at 0x7fb1ce140040>), 'second_scale': RobustScaler(copy=False)}",0.09150194825073754,0.09150194825073754,0.0,2,0.9531516415289135
0,3338.7393877506256,0.0,83.0555100440979,0.0,mad_scaling_clipping_channel_trial,power_phase_stft,Ridge,8.111308307896873e-06,FunctionTransformer(func=<function reshape at 0x7fb1ce140040>),RobustScaler(copy=False),,,,,,"{'first_scale': FunctionTransformer(func=<function mad_scaling_clipping_channel_trial at 0x7fb1ce0fbd80>), 'frequency': FunctionTransformer(func=<function power_phase_stft at 0x7fb1ce0fb6a0>), 'model': Ridge(solver='lsqr'), 'model__alpha': 8.111308307896873e-06, 'reshape': FunctionTransformer(func=<function reshape at 0x7fb1ce140040>), 'second_scale': RobustScaler(copy=False)}",-1.3313597648176811,-1.3313597648176811,0.0,2,1.5268790930580198
