,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_first_scale,param_frequency,param_model,param_model__l2_regularization,param_model__learning_rate,param_model__max_features,param_model__max_leaf_nodes,param_model__min_samples_leaf,param_reshape,param_second_scale,params,split0_test_score,mean_test_score,std_test_score,rank_test_score,nrmse
1,1266.9692504405975,0.0,15.920876502990723,0.0,mad_scaling_clipping_trial_time,passthrough,HistGradientBoostingRegressor,0.0,0.05,0.1,31,20,FunctionTransformer(func=<function reshape at 0x7f96934342c0>),RobustScaler(copy=False),"{'first_scale': FunctionTransformer(func=<function mad_scaling_clipping_trial_time at 0x7f96934340e0>), 'frequency': 'passthrough', 'model': HistGradientBoostingRegressor(early_stopping=True, max_iter=300,
                              n_iter_no_change=15, random_state=42,
                              scoring=None), 'model__l2_regularization': 0.0, 'model__learning_rate': 0.05, 'model__max_features': 0.1, 'model__max_leaf_nodes': 31, 'model__min_samples_leaf': 20, 'reshape': FunctionTransformer(func=<function reshape at 0x7f96934342c0>), 'second_scale': RobustScaler(copy=False)}",0.09088838103097252,0.09088838103097252,0.0,1,0.9534734495354485
0,2960.058042049408,0.0,11.96731448173523,0.0,passthrough,power_phase,HistGradientBoostingRegressor,0.0,0.1,0.05,63,20,FunctionTransformer(func=<function reshape at 0x7f96934342c0>),passthrough,"{'first_scale': 'passthrough', 'frequency': FunctionTransformer(func=<function power_phase at 0x7f96933c7ba0>), 'model': HistGradientBoostingRegressor(early_stopping=True, max_iter=300,
                              n_iter_no_change=15, random_state=42,
                              scoring=None), 'model__l2_regularization': 0.0, 'model__learning_rate': 0.1, 'model__max_features': 0.05, 'model__max_leaf_nodes': 63, 'model__min_samples_leaf': 20, 'reshape': FunctionTransformer(func=<function reshape at 0x7f96934342c0>), 'second_scale': 'passthrough'}",0.06307341103365505,0.06307341103365505,0.0,1,0.9679496830756984
1,2865.102027654648,0.0,40.90708780288696,0.0,mad_scaling_clipping_channel_trial,complex_cepstrum,HistGradientBoostingRegressor,0.001,0.1,0.05,63,20,FunctionTransformer(func=<function reshape at 0x7f96934342c0>),passthrough,"{'first_scale': FunctionTransformer(func=<function mad_scaling_clipping_channel_trial at 0x7f9693434040>), 'frequency': FunctionTransformer(func=<function complex_cepstrum at 0x7f96933c77e0>), 'model': HistGradientBoostingRegressor(early_stopping=True, max_iter=300,
                              n_iter_no_change=15, random_state=42,
                              scoring=None), 'model__l2_regularization': 0.001, 'model__learning_rate': 0.1, 'model__max_features': 0.05, 'model__max_leaf_nodes': 63, 'model__min_samples_leaf': 20, 'reshape': FunctionTransformer(func=<function reshape at 0x7f96934342c0>), 'second_scale': 'passthrough'}",0.01378967150513033,0.01378967150513033,0.0,2,0.993081229555201
0,1057.6379191875458,0.0,11.262770891189575,0.0,passthrough,real_cepstrum,HistGradientBoostingRegressor,0.0,0.1,0.05,31,20,FunctionTransformer(func=<function reshape at 0x7f96934342c0>),passthrough,"{'first_scale': 'passthrough', 'frequency': FunctionTransformer(func=<function real_cepstrum at 0x7f96933c7880>), 'model': HistGradientBoostingRegressor(early_stopping=True, max_iter=300,
                              n_iter_no_change=15, random_state=42,
                              scoring=None), 'model__l2_regularization': 0.0, 'model__learning_rate': 0.1, 'model__max_features': 0.05, 'model__max_leaf_nodes': 31, 'model__min_samples_leaf': 20, 'reshape': FunctionTransformer(func=<function reshape at 0x7f96934342c0>), 'second_scale': 'passthrough'}",0.007886315540859612,0.007886315540859612,0.0,2,0.9960490371759517
1,2932.66552400589,0.0,41.29221963882446,0.0,mad_scaling_clipping_channel_trial,enveloppe,HistGradientBoostingRegressor,0.001,0.1,0.05,31,20,FunctionTransformer(func=<function reshape at 0x7f96934342c0>),passthrough,"{'first_scale': FunctionTransformer(func=<function mad_scaling_clipping_channel_trial at 0x7f9693434040>), 'frequency': FunctionTransformer(func=<function enveloppe at 0x7f96933c7740>), 'model': HistGradientBoostingRegressor(early_stopping=True, max_iter=300,
                              n_iter_no_change=15, random_state=42,
                              scoring=None), 'model__l2_regularization': 0.001, 'model__learning_rate': 0.1, 'model__max_features': 0.05, 'model__max_leaf_nodes': 31, 'model__min_samples_leaf': 20, 'reshape': FunctionTransformer(func=<function reshape at 0x7f96934342c0>), 'second_scale': 'passthrough'}",0.06160587716115806,0.06160587716115806,0.0,1,0.9687074495629947
0,3021.3798880577087,0.0,12.8312246799469,0.0,passthrough,real_cepstrum,HistGradientBoostingRegressor,0.0,0.05,0.2,63,20,FunctionTransformer(func=<function reshape at 0x7f96934342c0>),RobustScaler(copy=False),"{'first_scale': 'passthrough', 'frequency': FunctionTransformer(func=<function real_cepstrum at 0x7f96933c7880>), 'model': HistGradientBoostingRegressor(early_stopping=True, max_iter=300,
                              n_iter_no_change=15, random_state=42,
                              scoring=None), 'model__l2_regularization': 0.0, 'model__learning_rate': 0.05, 'model__max_features': 0.2, 'model__max_leaf_nodes': 63, 'model__min_samples_leaf': 20, 'reshape': FunctionTransformer(func=<function reshape at 0x7f96934342c0>), 'second_scale': RobustScaler(copy=False)}",0.016999173716900517,0.016999173716900517,0.0,2,0.9914639813342184
1,6590.91553401947,0.0,41.29705095291138,0.0,mad_scaling_clipping_channel_trial,enveloppe,HistGradientBoostingRegressor,0.001,0.05,0.2,63,20,FunctionTransformer(func=<function reshape at 0x7f96934342c0>),RobustScaler(copy=False),"{'first_scale': FunctionTransformer(func=<function mad_scaling_clipping_channel_trial at 0x7f9693434040>), 'frequency': FunctionTransformer(func=<function enveloppe at 0x7f96933c7740>), 'model': HistGradientBoostingRegressor(early_stopping=True, max_iter=300,
                              n_iter_no_change=15, random_state=42,
                              scoring=None), 'model__l2_regularization': 0.001, 'model__learning_rate': 0.05, 'model__max_features': 0.2, 'model__max_leaf_nodes': 63, 'model__min_samples_leaf': 20, 'reshape': FunctionTransformer(func=<function reshape at 0x7f96934342c0>), 'second_scale': RobustScaler(copy=False)}",0.07501917861404672,0.07501917861404672,0.0,1,0.961759232545211
0,2477.0239186286926,0.0,9.316402196884155,0.0,passthrough,real_cepstrum,HistGradientBoostingRegressor,0.001,0.05,0.1,63,20,FunctionTransformer(func=<function reshape at 0x7f96934342c0>),RobustScaler(copy=False),"{'first_scale': 'passthrough', 'frequency': FunctionTransformer(func=<function real_cepstrum at 0x7f96933c7880>), 'model': HistGradientBoostingRegressor(early_stopping=True, max_iter=300,
                              n_iter_no_change=15, random_state=42,
                              scoring=None), 'model__l2_regularization': 0.001, 'model__learning_rate': 0.05, 'model__max_features': 0.1, 'model__max_leaf_nodes': 63, 'model__min_samples_leaf': 20, 'reshape': FunctionTransformer(func=<function reshape at 0x7f96934342c0>), 'second_scale': RobustScaler(copy=False)}",0.013564987870583911,0.013564987870583911,0.0,2,0.9931943476124983
1,2765.2117795944214,0.0,19.35239338874817,0.0,mad_scaling_clipping_trial_time,passthrough,HistGradientBoostingRegressor,0.0,0.05,0.1,63,20,FunctionTransformer(func=<function reshape at 0x7f96934342c0>),RobustScaler(copy=False),"{'first_scale': FunctionTransformer(func=<function mad_scaling_clipping_trial_time at 0x7f96934340e0>), 'frequency': 'passthrough', 'model': HistGradientBoostingRegressor(early_stopping=True, max_iter=300,
                              n_iter_no_change=15, random_state=42,
                              scoring=None), 'model__l2_regularization': 0.0, 'model__learning_rate': 0.05, 'model__max_features': 0.1, 'model__max_leaf_nodes': 63, 'model__min_samples_leaf': 20, 'reshape': FunctionTransformer(func=<function reshape at 0x7f96934342c0>), 'second_scale': RobustScaler(copy=False)}",0.08600592397849871,0.08600592397849871,0.0,1,0.9560303740057119
0,3010.409239292145,0.0,25.320612907409668,0.0,mad_scaling_clipping_channel_trial,passthrough,HistGradientBoostingRegressor,0.001,0.1,0.05,31,20,FunctionTransformer(func=<function reshape at 0x7f96934342c0>),RobustScaler(copy=False),"{'first_scale': FunctionTransformer(func=<function mad_scaling_clipping_channel_trial at 0x7f9693434040>), 'frequency': 'passthrough', 'model': HistGradientBoostingRegressor(early_stopping=True, max_iter=300,
                              n_iter_no_change=15, random_state=42,
                              scoring=None), 'model__l2_regularization': 0.001, 'model__learning_rate': 0.1, 'model__max_features': 0.05, 'model__max_leaf_nodes': 31, 'model__min_samples_leaf': 20, 'reshape': FunctionTransformer(func=<function reshape at 0x7f96934342c0>), 'second_scale': RobustScaler(copy=False)}",0.0758038791999941,0.0758038791999941,0.0,1,0.9613511953495486
1,1663.4641616344452,0.0,41.298197746276855,0.0,mad_scaling_clipping_trial_time,complex_cepstrum,HistGradientBoostingRegressor,0.0,0.1,0.05,31,20,FunctionTransformer(func=<function reshape at 0x7f96934342c0>),RobustScaler(copy=False),"{'first_scale': FunctionTransformer(func=<function mad_scaling_clipping_trial_time at 0x7f96934340e0>), 'frequency': FunctionTransformer(func=<function complex_cepstrum at 0x7f96933c77e0>), 'model': HistGradientBoostingRegressor(early_stopping=True, max_iter=300,
                              n_iter_no_change=15, random_state=42,
                              scoring=None), 'model__l2_regularization': 0.0, 'model__learning_rate': 0.1, 'model__max_features': 0.05, 'model__max_leaf_nodes': 31, 'model__min_samples_leaf': 20, 'reshape': FunctionTransformer(func=<function reshape at 0x7f96934342c0>), 'second_scale': RobustScaler(copy=False)}",0.015490957443119124,0.015490957443119124,0.0,2,0.9922242904489291
0,3934.1224493980408,0.0,12.250989198684692,0.0,passthrough,power_phase,HistGradientBoostingRegressor,0.001,0.05,0.2,63,20,FunctionTransformer(func=<function reshape at 0x7f96934342c0>),RobustScaler(copy=False),"{'first_scale': 'passthrough', 'frequency': FunctionTransformer(func=<function power_phase at 0x7f96933c7ba0>), 'model': HistGradientBoostingRegressor(early_stopping=True, max_iter=300,
                              n_iter_no_change=15, random_state=42,
                              scoring=None), 'model__l2_regularization': 0.001, 'model__learning_rate': 0.05, 'model__max_features': 0.2, 'model__max_leaf_nodes': 63, 'model__min_samples_leaf': 20, 'reshape': FunctionTransformer(func=<function reshape at 0x7f96934342c0>), 'second_scale': RobustScaler(copy=False)}",0.08309656973605717,0.08309656973605717,0.0,1,0.9575507455294173
1,8376.294127702713,0.0,42.454777002334595,0.0,mad_scaling_clipping_channel_trial,enveloppe,HistGradientBoostingRegressor,0.0,0.05,0.2,63,20,FunctionTransformer(func=<function reshape at 0x7f96934342c0>),RobustScaler(copy=False),"{'first_scale': FunctionTransformer(func=<function mad_scaling_clipping_channel_trial at 0x7f9693434040>), 'frequency': FunctionTransformer(func=<function enveloppe at 0x7f96933c7740>), 'model': HistGradientBoostingRegressor(early_stopping=True, max_iter=300,
                              n_iter_no_change=15, random_state=42,
                              scoring=None), 'model__l2_regularization': 0.0, 'model__learning_rate': 0.05, 'model__max_features': 0.2, 'model__max_leaf_nodes': 63, 'model__min_samples_leaf': 20, 'reshape': FunctionTransformer(func=<function reshape at 0x7f96934342c0>), 'second_scale': RobustScaler(copy=False)}",0.0743295604720664,0.0743295604720664,0.0,2,0.9621176848639327
0,6648.913735866547,0.0,20.422407388687134,0.0,passthrough,enveloppe,HistGradientBoostingRegressor,0.0,0.05,0.1,63,20,FunctionTransformer(func=<function reshape at 0x7f96934342c0>),passthrough,"{'first_scale': 'passthrough', 'frequency': FunctionTransformer(func=<function enveloppe at 0x7f96933c7740>), 'model': HistGradientBoostingRegressor(early_stopping=True, max_iter=300,
                              n_iter_no_change=15, random_state=42,
                              scoring=None), 'model__l2_regularization': 0.0, 'model__learning_rate': 0.05, 'model__max_features': 0.1, 'model__max_leaf_nodes': 63, 'model__min_samples_leaf': 20, 'reshape': FunctionTransformer(func=<function reshape at 0x7f96934342c0>), 'second_scale': 'passthrough'}",0.09127798621523542,0.09127798621523542,0.0,1,0.9532691192862405
1,3062.0879878997803,0.0,27.73060917854309,0.0,mad_scaling_clipping_trial_time,power_phase,HistGradientBoostingRegressor,0.001,0.05,0.1,63,20,FunctionTransformer(func=<function reshape at 0x7f96934342c0>),passthrough,"{'first_scale': FunctionTransformer(func=<function mad_scaling_clipping_trial_time at 0x7f96934340e0>), 'frequency': FunctionTransformer(func=<function power_phase at 0x7f96933c7ba0>), 'model': HistGradientBoostingRegressor(early_stopping=True, max_iter=300,
                              n_iter_no_change=15, random_state=42,
                              scoring=None), 'model__l2_regularization': 0.001, 'model__learning_rate': 0.05, 'model__max_features': 0.1, 'model__max_leaf_nodes': 63, 'model__min_samples_leaf': 20, 'reshape': FunctionTransformer(func=<function reshape at 0x7f96934342c0>), 'second_scale': 'passthrough'}",0.08783596949841477,0.08783596949841477,0.0,2,0.9550727880646507
0,3479.6634995937347,0.0,4.69124960899353,0.0,passthrough,passthrough,HistGradientBoostingRegressor,0.001,0.1,0.05,63,20,FunctionTransformer(func=<function reshape at 0x7f96934342c0>),RobustScaler(copy=False),"{'first_scale': 'passthrough', 'frequency': 'passthrough', 'model': HistGradientBoostingRegressor(early_stopping=True, max_iter=300,
                              n_iter_no_change=15, random_state=42,
                              scoring=None), 'model__l2_regularization': 0.001, 'model__learning_rate': 0.1, 'model__max_features': 0.05, 'model__max_leaf_nodes': 63, 'model__min_samples_leaf': 20, 'reshape': FunctionTransformer(func=<function reshape at 0x7f96934342c0>), 'second_scale': RobustScaler(copy=False)}",0.0789927018720068,0.0789927018720068,0.0,1,0.9596912514595479
1,3268.6936070919037,0.0,42.40336608886719,0.0,mad_scaling_clipping_channel_trial,complex_cepstrum,HistGradientBoostingRegressor,0.0,0.1,0.05,63,20,FunctionTransformer(func=<function reshape at 0x7f96934342c0>),RobustScaler(copy=False),"{'first_scale': FunctionTransformer(func=<function mad_scaling_clipping_channel_trial at 0x7f9693434040>), 'frequency': FunctionTransformer(func=<function complex_cepstrum at 0x7f96933c77e0>), 'model': HistGradientBoostingRegressor(early_stopping=True, max_iter=300,
                              n_iter_no_change=15, random_state=42,
                              scoring=None), 'model__l2_regularization': 0.0, 'model__learning_rate': 0.1, 'model__max_features': 0.05, 'model__max_leaf_nodes': 63, 'model__min_samples_leaf': 20, 'reshape': FunctionTransformer(func=<function reshape at 0x7f96934342c0>), 'second_scale': RobustScaler(copy=False)}",0.018337543329004613,0.018337543329004613,0.0,2,0.990788805281426
0,2484.5312933921814,0.0,21.562686681747437,0.0,passthrough,complex_cepstrum,HistGradientBoostingRegressor,0.001,0.05,0.05,31,20,FunctionTransformer(func=<function reshape at 0x7f96934342c0>),RobustScaler(copy=False),"{'first_scale': 'passthrough', 'frequency': FunctionTransformer(func=<function complex_cepstrum at 0x7f96933c77e0>), 'model': HistGradientBoostingRegressor(early_stopping=True, max_iter=300,
                              n_iter_no_change=15, random_state=42,
                              scoring=None), 'model__l2_regularization': 0.001, 'model__learning_rate': 0.05, 'model__max_features': 0.05, 'model__max_leaf_nodes': 31, 'model__min_samples_leaf': 20, 'reshape': FunctionTransformer(func=<function reshape at 0x7f96934342c0>), 'second_scale': RobustScaler(copy=False)}",0.03610760920599054,0.03610760920599054,0.0,2,0.9817802151164025
1,2595.887142896652,0.0,31.865665435791016,0.0,mad_scaling_clipping_trial_time,power_phase,HistGradientBoostingRegressor,0.0,0.05,0.05,31,20,FunctionTransformer(func=<function reshape at 0x7f96934342c0>),RobustScaler(copy=False),"{'first_scale': FunctionTransformer(func=<function mad_scaling_clipping_trial_time at 0x7f96934340e0>), 'frequency': FunctionTransformer(func=<function power_phase at 0x7f96933c7ba0>), 'model': HistGradientBoostingRegressor(early_stopping=True, max_iter=300,
                              n_iter_no_change=15, random_state=42,
                              scoring=None), 'model__l2_regularization': 0.0, 'model__learning_rate': 0.05, 'model__max_features': 0.05, 'model__max_leaf_nodes': 31, 'model__min_samples_leaf': 20, 'reshape': FunctionTransformer(func=<function reshape at 0x7f96934342c0>), 'second_scale': RobustScaler(copy=False)}",0.08987363985584074,0.08987363985584074,0.0,1,0.9540054298294949
0,1187.970228433609,0.0,36.021538496017456,0.0,mad_scaling_clipping_channel_trial,real_cepstrum,HistGradientBoostingRegressor,0.0,0.1,0.1,63,20,FunctionTransformer(func=<function reshape at 0x7f96934342c0>),passthrough,"{'first_scale': FunctionTransformer(func=<function mad_scaling_clipping_channel_trial at 0x7f9693434040>), 'frequency': FunctionTransformer(func=<function real_cepstrum at 0x7f96933c7880>), 'model': HistGradientBoostingRegressor(early_stopping=True, max_iter=300,
                              n_iter_no_change=15, random_state=42,
                              scoring=None), 'model__l2_regularization': 0.0, 'model__learning_rate': 0.1, 'model__max_features': 0.1, 'model__max_leaf_nodes': 63, 'model__min_samples_leaf': 20, 'reshape': FunctionTransformer(func=<function reshape at 0x7f96934342c0>), 'second_scale': 'passthrough'}",0.008025511397844132,0.008025511397844132,0.0,2,0.9959791607268477
1,6905.438949108124,0.0,54.5630259513855,0.0,mad_scaling_clipping_trial_time,enveloppe,HistGradientBoostingRegressor,0.001,0.1,0.1,63,20,FunctionTransformer(func=<function reshape at 0x7f96934342c0>),passthrough,"{'first_scale': FunctionTransformer(func=<function mad_scaling_clipping_trial_time at 0x7f96934340e0>), 'frequency': FunctionTransformer(func=<function enveloppe at 0x7f96933c7740>), 'model': HistGradientBoostingRegressor(early_stopping=True, max_iter=300,
                              n_iter_no_change=15, random_state=42,
                              scoring=None), 'model__l2_regularization': 0.001, 'model__learning_rate': 0.1, 'model__max_features': 0.1, 'model__max_leaf_nodes': 63, 'model__min_samples_leaf': 20, 'reshape': FunctionTransformer(func=<function reshape at 0x7f96934342c0>), 'second_scale': 'passthrough'}",0.06685577666352038,0.06685577666352038,0.0,1,0.9659939043992356
0,2356.4082927703857,0.0,17.00213050842285,0.0,passthrough,complex_cepstrum,HistGradientBoostingRegressor,0.0,0.05,0.05,63,20,FunctionTransformer(func=<function reshape at 0x7f96934342c0>),passthrough,"{'first_scale': 'passthrough', 'frequency': FunctionTransformer(func=<function complex_cepstrum at 0x7f96933c77e0>), 'model': HistGradientBoostingRegressor(early_stopping=True, max_iter=300,
                              n_iter_no_change=15, random_state=42,
                              scoring=None), 'model__l2_regularization': 0.0, 'model__learning_rate': 0.05, 'model__max_features': 0.05, 'model__max_leaf_nodes': 63, 'model__min_samples_leaf': 20, 'reshape': FunctionTransformer(func=<function reshape at 0x7f96934342c0>), 'second_scale': 'passthrough'}",0.034496279032035115,0.034496279032035115,0.0,2,0.9826004889923294
1,2419.375197172165,0.0,18.616896390914917,0.0,mad_scaling_clipping_trial_time,passthrough,HistGradientBoostingRegressor,0.001,0.05,0.05,63,20,FunctionTransformer(func=<function reshape at 0x7f96934342c0>),passthrough,"{'first_scale': FunctionTransformer(func=<function mad_scaling_clipping_trial_time at 0x7f96934340e0>), 'frequency': 'passthrough', 'model': HistGradientBoostingRegressor(early_stopping=True, max_iter=300,
                              n_iter_no_change=15, random_state=42,
                              scoring=None), 'model__l2_regularization': 0.001, 'model__learning_rate': 0.05, 'model__max_features': 0.05, 'model__max_leaf_nodes': 63, 'model__min_samples_leaf': 20, 'reshape': FunctionTransformer(func=<function reshape at 0x7f96934342c0>), 'second_scale': 'passthrough'}",0.08957058265624207,0.08957058265624207,0.0,1,0.95416425071565
0,2251.5832002162933,0.0,24.70232582092285,0.0,mad_scaling_clipping_channel_trial,passthrough,HistGradientBoostingRegressor,0.0,0.1,0.2,31,20,FunctionTransformer(func=<function reshape at 0x7f96934342c0>),RobustScaler(copy=False),"{'first_scale': FunctionTransformer(func=<function mad_scaling_clipping_channel_trial at 0x7f9693434040>), 'frequency': 'passthrough', 'model': HistGradientBoostingRegressor(early_stopping=True, max_iter=300,
                              n_iter_no_change=15, random_state=42,
                              scoring=None), 'model__l2_regularization': 0.0, 'model__learning_rate': 0.1, 'model__max_features': 0.2, 'model__max_leaf_nodes': 31, 'model__min_samples_leaf': 20, 'reshape': FunctionTransformer(func=<function reshape at 0x7f96934342c0>), 'second_scale': RobustScaler(copy=False)}",0.080257520574746,0.080257520574746,0.0,1,0.9590320533878177
1,1512.0590977668762,0.0,34.756465435028076,0.0,mad_scaling_clipping_trial_time,real_cepstrum,HistGradientBoostingRegressor,0.001,0.1,0.2,31,20,FunctionTransformer(func=<function reshape at 0x7f96934342c0>),RobustScaler(copy=False),"{'first_scale': FunctionTransformer(func=<function mad_scaling_clipping_trial_time at 0x7f96934340e0>), 'frequency': FunctionTransformer(func=<function real_cepstrum at 0x7f96933c7880>), 'model': HistGradientBoostingRegressor(early_stopping=True, max_iter=300,
                              n_iter_no_change=15, random_state=42,
                              scoring=None), 'model__l2_regularization': 0.001, 'model__learning_rate': 0.1, 'model__max_features': 0.2, 'model__max_leaf_nodes': 31, 'model__min_samples_leaf': 20, 'reshape': FunctionTransformer(func=<function reshape at 0x7f96934342c0>), 'second_scale': RobustScaler(copy=False)}",0.00712292001077075,0.00712292001077075,0.0,2,0.9964321753080986
0,2412.7951793670654,0.0,23.228808879852295,0.0,mad_scaling_clipping_channel_trial,passthrough,HistGradientBoostingRegressor,0.001,0.1,0.1,31,20,FunctionTransformer(func=<function reshape at 0x7f96934342c0>),RobustScaler(copy=False),"{'first_scale': FunctionTransformer(func=<function mad_scaling_clipping_channel_trial at 0x7f9693434040>), 'frequency': 'passthrough', 'model': HistGradientBoostingRegressor(early_stopping=True, max_iter=300,
                              n_iter_no_change=15, random_state=42,
                              scoring=None), 'model__l2_regularization': 0.001, 'model__learning_rate': 0.1, 'model__max_features': 0.1, 'model__max_leaf_nodes': 31, 'model__min_samples_leaf': 20, 'reshape': FunctionTransformer(func=<function reshape at 0x7f96934342c0>), 'second_scale': RobustScaler(copy=False)}",0.07886384802018453,0.07886384802018453,0.0,1,0.9597583820836447
1,1568.432748556137,0.0,42.32310628890991,0.0,mad_scaling_clipping_trial_time,complex_cepstrum,HistGradientBoostingRegressor,0.0,0.1,0.1,31,20,FunctionTransformer(func=<function reshape at 0x7f96934342c0>),RobustScaler(copy=False),"{'first_scale': FunctionTransformer(func=<function mad_scaling_clipping_trial_time at 0x7f96934340e0>), 'frequency': FunctionTransformer(func=<function complex_cepstrum at 0x7f96933c77e0>), 'model': HistGradientBoostingRegressor(early_stopping=True, max_iter=300,
                              n_iter_no_change=15, random_state=42,
                              scoring=None), 'model__l2_regularization': 0.0, 'model__learning_rate': 0.1, 'model__max_features': 0.1, 'model__max_leaf_nodes': 31, 'model__min_samples_leaf': 20, 'reshape': FunctionTransformer(func=<function reshape at 0x7f96934342c0>), 'second_scale': RobustScaler(copy=False)}",0.014178649594365766,0.014178649594365766,0.0,2,0.9928853661957328
0,1931.5958528518677,0.0,25.822850942611694,0.0,mad_scaling_clipping_channel_trial,power_phase,HistGradientBoostingRegressor,0.0,0.1,0.1,63,20,FunctionTransformer(func=<function reshape at 0x7f96934342c0>),passthrough,"{'first_scale': FunctionTransformer(func=<function mad_scaling_clipping_channel_trial at 0x7f9693434040>), 'frequency': FunctionTransformer(func=<function power_phase at 0x7f96933c7ba0>), 'model': HistGradientBoostingRegressor(early_stopping=True, max_iter=300,
                              n_iter_no_change=15, random_state=42,
                              scoring=None), 'model__l2_regularization': 0.0, 'model__learning_rate': 0.1, 'model__max_features': 0.1, 'model__max_leaf_nodes': 63, 'model__min_samples_leaf': 20, 'reshape': FunctionTransformer(func=<function reshape at 0x7f96934342c0>), 'second_scale': 'passthrough'}",0.05974811242592715,0.05974811242592715,0.0,1,0.9696658638799619
1,1501.5398404598236,0.0,37.42836618423462,0.0,mad_scaling_clipping_trial_time,complex_cepstrum,HistGradientBoostingRegressor,0.001,0.1,0.1,63,20,FunctionTransformer(func=<function reshape at 0x7f96934342c0>),passthrough,"{'first_scale': FunctionTransformer(func=<function mad_scaling_clipping_trial_time at 0x7f96934340e0>), 'frequency': FunctionTransformer(func=<function complex_cepstrum at 0x7f96933c77e0>), 'model': HistGradientBoostingRegressor(early_stopping=True, max_iter=300,
                              n_iter_no_change=15, random_state=42,
                              scoring=None), 'model__l2_regularization': 0.001, 'model__learning_rate': 0.1, 'model__max_features': 0.1, 'model__max_leaf_nodes': 63, 'model__min_samples_leaf': 20, 'reshape': FunctionTransformer(func=<function reshape at 0x7f96934342c0>), 'second_scale': 'passthrough'}",0.007019804146086606,0.007019804146086606,0.0,2,0.9964839165053861
0,1533.7031104564667,0.0,11.769348859786987,0.0,passthrough,real_cepstrum,HistGradientBoostingRegressor,0.001,0.1,0.2,63,20,FunctionTransformer(func=<function reshape at 0x7f96934342c0>),passthrough,"{'first_scale': 'passthrough', 'frequency': FunctionTransformer(func=<function real_cepstrum at 0x7f96933c7880>), 'model': HistGradientBoostingRegressor(early_stopping=True, max_iter=300,
                              n_iter_no_change=15, random_state=42,
                              scoring=None), 'model__l2_regularization': 0.001, 'model__learning_rate': 0.1, 'model__max_features': 0.2, 'model__max_leaf_nodes': 63, 'model__min_samples_leaf': 20, 'reshape': FunctionTransformer(func=<function reshape at 0x7f96934342c0>), 'second_scale': 'passthrough'}",0.005486757214937854,0.005486757214937854,0.0,2,0.9972528479703942
1,2776.655818462372,0.0,23.324559450149536,0.0,mad_scaling_clipping_trial_time,passthrough,HistGradientBoostingRegressor,0.0,0.1,0.2,63,20,FunctionTransformer(func=<function reshape at 0x7f96934342c0>),passthrough,"{'first_scale': FunctionTransformer(func=<function mad_scaling_clipping_trial_time at 0x7f96934340e0>), 'frequency': 'passthrough', 'model': HistGradientBoostingRegressor(early_stopping=True, max_iter=300,
                              n_iter_no_change=15, random_state=42,
                              scoring=None), 'model__l2_regularization': 0.0, 'model__learning_rate': 0.1, 'model__max_features': 0.2, 'model__max_leaf_nodes': 63, 'model__min_samples_leaf': 20, 'reshape': FunctionTransformer(func=<function reshape at 0x7f96934342c0>), 'second_scale': 'passthrough'}",0.07636112723952193,0.07636112723952193,0.0,1,0.9610613262224623
0,2332.9406638145447,0.0,25.516725301742554,0.0,mad_scaling_clipping_channel_trial,power_phase,HistGradientBoostingRegressor,0.001,0.1,0.2,63,20,FunctionTransformer(func=<function reshape at 0x7f96934342c0>),RobustScaler(copy=False),"{'first_scale': FunctionTransformer(func=<function mad_scaling_clipping_channel_trial at 0x7f9693434040>), 'frequency': FunctionTransformer(func=<function power_phase at 0x7f96933c7ba0>), 'model': HistGradientBoostingRegressor(early_stopping=True, max_iter=300,
                              n_iter_no_change=15, random_state=42,
                              scoring=None), 'model__l2_regularization': 0.001, 'model__learning_rate': 0.1, 'model__max_features': 0.2, 'model__max_leaf_nodes': 63, 'model__min_samples_leaf': 20, 'reshape': FunctionTransformer(func=<function reshape at 0x7f96934342c0>), 'second_scale': RobustScaler(copy=False)}",0.05727488610202347,0.05727488610202347,0.0,2,0.9709403245812672
1,5548.136920452118,0.0,41.23179793357849,0.0,mad_scaling_clipping_trial_time,enveloppe,HistGradientBoostingRegressor,0.0,0.1,0.2,63,20,FunctionTransformer(func=<function reshape at 0x7f96934342c0>),RobustScaler(copy=False),"{'first_scale': FunctionTransformer(func=<function mad_scaling_clipping_trial_time at 0x7f96934340e0>), 'frequency': FunctionTransformer(func=<function enveloppe at 0x7f96933c7740>), 'model': HistGradientBoostingRegressor(early_stopping=True, max_iter=300,
                              n_iter_no_change=15, random_state=42,
                              scoring=None), 'model__l2_regularization': 0.0, 'model__learning_rate': 0.1, 'model__max_features': 0.2, 'model__max_leaf_nodes': 63, 'model__min_samples_leaf': 20, 'reshape': FunctionTransformer(func=<function reshape at 0x7f96934342c0>), 'second_scale': RobustScaler(copy=False)}",0.07300356997447932,0.07300356997447932,0.0,1,0.9628065382129063
