,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_first_scale,param_frequency,param_model,param_model__l2_regularization,param_model__learning_rate,param_model__max_features,param_model__max_leaf_nodes,param_model__min_samples_leaf,param_reshape,param_second_scale,params,split0_test_score,mean_test_score,std_test_score,rank_test_score,nrmse
0,6453.965326786041,0.0,23.955283403396606,0.0,passthrough,enveloppe,HistGradientBoostingRegressor,0.0,0.1,0.2,63,20,FunctionTransformer(func=<function reshape at 0x7f96934342c0>),RobustScaler(copy=False),"{'first_scale': 'passthrough', 'frequency': FunctionTransformer(func=<function enveloppe at 0x7f96933c7740>), 'model': HistGradientBoostingRegressor(early_stopping=True, max_iter=300,
                              n_iter_no_change=15, random_state=42,
                              scoring=None), 'model__l2_regularization': 0.0, 'model__learning_rate': 0.1, 'model__max_features': 0.2, 'model__max_leaf_nodes': 63, 'model__min_samples_leaf': 20, 'reshape': FunctionTransformer(func=<function reshape at 0x7f96934342c0>), 'second_scale': RobustScaler(copy=False)}",0.07782142430601957,0.07782142430601957,0.0,1,0.9603012942269631
1,2508.782049179077,0.0,31.7206814289093,0.0,mad_scaling_clipping_trial_time,power_phase,HistGradientBoostingRegressor,0.001,0.1,0.2,63,20,FunctionTransformer(func=<function reshape at 0x7f96934342c0>),RobustScaler(copy=False),"{'first_scale': FunctionTransformer(func=<function mad_scaling_clipping_trial_time at 0x7f96934340e0>), 'frequency': FunctionTransformer(func=<function power_phase at 0x7f96933c7ba0>), 'model': HistGradientBoostingRegressor(early_stopping=True, max_iter=300,
                              n_iter_no_change=15, random_state=42,
                              scoring=None), 'model__l2_regularization': 0.001, 'model__learning_rate': 0.1, 'model__max_features': 0.2, 'model__max_leaf_nodes': 63, 'model__min_samples_leaf': 20, 'reshape': FunctionTransformer(func=<function reshape at 0x7f96934342c0>), 'second_scale': RobustScaler(copy=False)}",0.07107524307026913,0.07107524307026913,0.0,2,0.9638074273057512
0,1755.555602312088,0.0,29.929481267929077,0.0,mad_scaling_clipping_channel_trial,power_phase,HistGradientBoostingRegressor,0.001,0.1,0.2,31,20,FunctionTransformer(func=<function reshape at 0x7f96934342c0>),RobustScaler(copy=False),"{'first_scale': FunctionTransformer(func=<function mad_scaling_clipping_channel_trial at 0x7f9693434040>), 'frequency': FunctionTransformer(func=<function power_phase at 0x7f96933c7ba0>), 'model': HistGradientBoostingRegressor(early_stopping=True, max_iter=300,
                              n_iter_no_change=15, random_state=42,
                              scoring=None), 'model__l2_regularization': 0.001, 'model__learning_rate': 0.1, 'model__max_features': 0.2, 'model__max_leaf_nodes': 31, 'model__min_samples_leaf': 20, 'reshape': FunctionTransformer(func=<function reshape at 0x7f96934342c0>), 'second_scale': RobustScaler(copy=False)}",0.07004741652534441,0.07004741652534441,0.0,2,0.9643404914627693
1,5185.478679418564,0.0,46.055129289627075,0.0,mad_scaling_clipping_trial_time,enveloppe,HistGradientBoostingRegressor,0.0,0.1,0.2,31,20,FunctionTransformer(func=<function reshape at 0x7f96934342c0>),RobustScaler(copy=False),"{'first_scale': FunctionTransformer(func=<function mad_scaling_clipping_trial_time at 0x7f96934340e0>), 'frequency': FunctionTransformer(func=<function enveloppe at 0x7f96933c7740>), 'model': HistGradientBoostingRegressor(early_stopping=True, max_iter=300,
                              n_iter_no_change=15, random_state=42,
                              scoring=None), 'model__l2_regularization': 0.0, 'model__learning_rate': 0.1, 'model__max_features': 0.2, 'model__max_leaf_nodes': 31, 'model__min_samples_leaf': 20, 'reshape': FunctionTransformer(func=<function reshape at 0x7f96934342c0>), 'second_scale': RobustScaler(copy=False)}",0.07288148715037812,0.07288148715037812,0.0,1,0.9628699355830058
0,1758.0986983776093,0.0,19.521588563919067,0.0,passthrough,complex_cepstrum,HistGradientBoostingRegressor,0.0,0.1,0.05,31,20,FunctionTransformer(func=<function reshape at 0x7f96934342c0>),RobustScaler(copy=False),"{'first_scale': 'passthrough', 'frequency': FunctionTransformer(func=<function complex_cepstrum at 0x7f96933c77e0>), 'model': HistGradientBoostingRegressor(early_stopping=True, max_iter=300,
                              n_iter_no_change=15, random_state=42,
                              scoring=None), 'model__l2_regularization': 0.0, 'model__learning_rate': 0.1, 'model__max_features': 0.05, 'model__max_leaf_nodes': 31, 'model__min_samples_leaf': 20, 'reshape': FunctionTransformer(func=<function reshape at 0x7f96934342c0>), 'second_scale': RobustScaler(copy=False)}",0.029400231544610578,0.029400231544610578,0.0,2,0.9851902194273903
1,1901.3924152851105,0.0,25.660602569580078,0.0,mad_scaling_clipping_trial_time,passthrough,HistGradientBoostingRegressor,0.001,0.1,0.05,31,20,FunctionTransformer(func=<function reshape at 0x7f96934342c0>),RobustScaler(copy=False),"{'first_scale': FunctionTransformer(func=<function mad_scaling_clipping_trial_time at 0x7f96934340e0>), 'frequency': 'passthrough', 'model': HistGradientBoostingRegressor(early_stopping=True, max_iter=300,
                              n_iter_no_change=15, random_state=42,
                              scoring=None), 'model__l2_regularization': 0.001, 'model__learning_rate': 0.1, 'model__max_features': 0.05, 'model__max_leaf_nodes': 31, 'model__min_samples_leaf': 20, 'reshape': FunctionTransformer(func=<function reshape at 0x7f96934342c0>), 'second_scale': RobustScaler(copy=False)}",0.08057043476610992,0.08057043476610992,0.0,1,0.9588688988771562
0,2645.25927901268,0.0,12.58975863456726,0.0,passthrough,power_phase,HistGradientBoostingRegressor,0.001,0.1,0.05,31,20,FunctionTransformer(func=<function reshape at 0x7f96934342c0>),passthrough,"{'first_scale': 'passthrough', 'frequency': FunctionTransformer(func=<function power_phase at 0x7f96933c7ba0>), 'model': HistGradientBoostingRegressor(early_stopping=True, max_iter=300,
                              n_iter_no_change=15, random_state=42,
                              scoring=None), 'model__l2_regularization': 0.001, 'model__learning_rate': 0.1, 'model__max_features': 0.05, 'model__max_leaf_nodes': 31, 'model__min_samples_leaf': 20, 'reshape': FunctionTransformer(func=<function reshape at 0x7f96934342c0>), 'second_scale': 'passthrough'}",0.07357173881775836,0.07357173881775836,0.0,1,0.9625114343124666
1,5404.974779129028,0.0,53.59484148025513,0.0,mad_scaling_clipping_channel_trial,enveloppe,HistGradientBoostingRegressor,0.0,0.1,0.05,31,20,FunctionTransformer(func=<function reshape at 0x7f96934342c0>),passthrough,"{'first_scale': FunctionTransformer(func=<function mad_scaling_clipping_channel_trial at 0x7f9693434040>), 'frequency': FunctionTransformer(func=<function enveloppe at 0x7f96933c7740>), 'model': HistGradientBoostingRegressor(early_stopping=True, max_iter=300,
                              n_iter_no_change=15, random_state=42,
                              scoring=None), 'model__l2_regularization': 0.0, 'model__learning_rate': 0.1, 'model__max_features': 0.05, 'model__max_leaf_nodes': 31, 'model__min_samples_leaf': 20, 'reshape': FunctionTransformer(func=<function reshape at 0x7f96934342c0>), 'second_scale': 'passthrough'}",0.06160506793795617,0.06160506793795617,0.0,2,0.9687078672448386
0,3640.7294290065765,0.0,24.25919532775879,0.0,passthrough,complex_cepstrum,HistGradientBoostingRegressor,0.001,0.1,0.05,63,20,FunctionTransformer(func=<function reshape at 0x7f96934342c0>),RobustScaler(copy=False),"{'first_scale': 'passthrough', 'frequency': FunctionTransformer(func=<function complex_cepstrum at 0x7f96933c77e0>), 'model': HistGradientBoostingRegressor(early_stopping=True, max_iter=300,
                              n_iter_no_change=15, random_state=42,
                              scoring=None), 'model__l2_regularization': 0.001, 'model__learning_rate': 0.1, 'model__max_features': 0.05, 'model__max_leaf_nodes': 63, 'model__min_samples_leaf': 20, 'reshape': FunctionTransformer(func=<function reshape at 0x7f96934342c0>), 'second_scale': RobustScaler(copy=False)}",0.015664489873631116,0.015664489873631116,0.0,2,0.992136840423925
1,3133.4628355503082,0.0,35.386582374572754,0.0,mad_scaling_clipping_trial_time,power_phase,HistGradientBoostingRegressor,0.0,0.1,0.05,63,20,FunctionTransformer(func=<function reshape at 0x7f96934342c0>),RobustScaler(copy=False),"{'first_scale': FunctionTransformer(func=<function mad_scaling_clipping_trial_time at 0x7f96934340e0>), 'frequency': FunctionTransformer(func=<function power_phase at 0x7f96933c7ba0>), 'model': HistGradientBoostingRegressor(early_stopping=True, max_iter=300,
                              n_iter_no_change=15, random_state=42,
                              scoring=None), 'model__l2_regularization': 0.0, 'model__learning_rate': 0.1, 'model__max_features': 0.05, 'model__max_leaf_nodes': 63, 'model__min_samples_leaf': 20, 'reshape': FunctionTransformer(func=<function reshape at 0x7f96934342c0>), 'second_scale': RobustScaler(copy=False)}",0.07503412798757358,0.07503412798757358,0.0,1,0.9617514606240151
0,2617.5708696842194,0.0,4.234883069992065,0.0,passthrough,passthrough,HistGradientBoostingRegressor,0.001,0.1,0.05,31,20,FunctionTransformer(func=<function reshape at 0x7f96934342c0>),RobustScaler(copy=False),"{'first_scale': 'passthrough', 'frequency': 'passthrough', 'model': HistGradientBoostingRegressor(early_stopping=True, max_iter=300,
                              n_iter_no_change=15, random_state=42,
                              scoring=None), 'model__l2_regularization': 0.001, 'model__learning_rate': 0.1, 'model__max_features': 0.05, 'model__max_leaf_nodes': 31, 'model__min_samples_leaf': 20, 'reshape': FunctionTransformer(func=<function reshape at 0x7f96934342c0>), 'second_scale': RobustScaler(copy=False)}",0.09147212761534218,0.09147212761534218,0.0,1,0.9531672845753036
1,1999.6820495128632,0.0,42.147586822509766,0.0,mad_scaling_clipping_channel_trial,complex_cepstrum,HistGradientBoostingRegressor,0.0,0.1,0.05,31,20,FunctionTransformer(func=<function reshape at 0x7f96934342c0>),RobustScaler(copy=False),"{'first_scale': FunctionTransformer(func=<function mad_scaling_clipping_channel_trial at 0x7f9693434040>), 'frequency': FunctionTransformer(func=<function complex_cepstrum at 0x7f96933c77e0>), 'model': HistGradientBoostingRegressor(early_stopping=True, max_iter=300,
                              n_iter_no_change=15, random_state=42,
                              scoring=None), 'model__l2_regularization': 0.0, 'model__learning_rate': 0.1, 'model__max_features': 0.05, 'model__max_leaf_nodes': 31, 'model__min_samples_leaf': 20, 'reshape': FunctionTransformer(func=<function reshape at 0x7f96934342c0>), 'second_scale': RobustScaler(copy=False)}",0.02795369454713803,0.02795369454713803,0.0,2,0.9859240870639392
0,2673.9048743247986,0.0,22.60068154335022,0.0,passthrough,complex_cepstrum,HistGradientBoostingRegressor,0.001,0.05,0.2,31,20,FunctionTransformer(func=<function reshape at 0x7f96934342c0>),RobustScaler(copy=False),"{'first_scale': 'passthrough', 'frequency': FunctionTransformer(func=<function complex_cepstrum at 0x7f96933c77e0>), 'model': HistGradientBoostingRegressor(early_stopping=True, max_iter=300,
                              n_iter_no_change=15, random_state=42,
                              scoring=None), 'model__l2_regularization': 0.001, 'model__learning_rate': 0.05, 'model__max_features': 0.2, 'model__max_leaf_nodes': 31, 'model__min_samples_leaf': 20, 'reshape': FunctionTransformer(func=<function reshape at 0x7f96934342c0>), 'second_scale': RobustScaler(copy=False)}",0.037071766169716525,0.037071766169716525,0.0,2,0.9812890674160614
1,2775.6630544662476,0.0,33.82204580307007,0.0,mad_scaling_clipping_trial_time,power_phase,HistGradientBoostingRegressor,0.0,0.05,0.2,31,20,FunctionTransformer(func=<function reshape at 0x7f96934342c0>),RobustScaler(copy=False),"{'first_scale': FunctionTransformer(func=<function mad_scaling_clipping_trial_time at 0x7f96934340e0>), 'frequency': FunctionTransformer(func=<function power_phase at 0x7f96933c7ba0>), 'model': HistGradientBoostingRegressor(early_stopping=True, max_iter=300,
                              n_iter_no_change=15, random_state=42,
                              scoring=None), 'model__l2_regularization': 0.0, 'model__learning_rate': 0.05, 'model__max_features': 0.2, 'model__max_leaf_nodes': 31, 'model__min_samples_leaf': 20, 'reshape': FunctionTransformer(func=<function reshape at 0x7f96934342c0>), 'second_scale': RobustScaler(copy=False)}",0.08629044514982032,0.08629044514982032,0.0,1,0.9558815590072756
0,3585.0529460906982,0.0,20.71214985847473,0.0,passthrough,enveloppe,HistGradientBoostingRegressor,0.0,0.1,0.2,31,20,FunctionTransformer(func=<function reshape at 0x7f96934342c0>),RobustScaler(copy=False),"{'first_scale': 'passthrough', 'frequency': FunctionTransformer(func=<function enveloppe at 0x7f96933c7740>), 'model': HistGradientBoostingRegressor(early_stopping=True, max_iter=300,
                              n_iter_no_change=15, random_state=42,
                              scoring=None), 'model__l2_regularization': 0.0, 'model__learning_rate': 0.1, 'model__max_features': 0.2, 'model__max_leaf_nodes': 31, 'model__min_samples_leaf': 20, 'reshape': FunctionTransformer(func=<function reshape at 0x7f96934342c0>), 'second_scale': RobustScaler(copy=False)}",0.08704369323399908,0.08704369323399908,0.0,1,0.9554874707530188
1,1495.926253080368,0.0,24.78186297416687,0.0,mad_scaling_clipping_trial_time,power_phase,HistGradientBoostingRegressor,0.001,0.1,0.2,31,20,FunctionTransformer(func=<function reshape at 0x7f96934342c0>),RobustScaler(copy=False),"{'first_scale': FunctionTransformer(func=<function mad_scaling_clipping_trial_time at 0x7f96934340e0>), 'frequency': FunctionTransformer(func=<function power_phase at 0x7f96933c7ba0>), 'model': HistGradientBoostingRegressor(early_stopping=True, max_iter=300,
                              n_iter_no_change=15, random_state=42,
                              scoring=None), 'model__l2_regularization': 0.001, 'model__learning_rate': 0.1, 'model__max_features': 0.2, 'model__max_leaf_nodes': 31, 'model__min_samples_leaf': 20, 'reshape': FunctionTransformer(func=<function reshape at 0x7f96934342c0>), 'second_scale': RobustScaler(copy=False)}",0.08136834527933623,0.08136834527933623,0.0,2,0.9584527399515658
0,1622.5135715007782,0.0,16.36275339126587,0.0,mad_scaling_clipping_channel_trial,passthrough,HistGradientBoostingRegressor,0.0,0.1,0.1,31,20,FunctionTransformer(func=<function reshape at 0x7f96934342c0>),RobustScaler(copy=False),"{'first_scale': FunctionTransformer(func=<function mad_scaling_clipping_channel_trial at 0x7f9693434040>), 'frequency': 'passthrough', 'model': HistGradientBoostingRegressor(early_stopping=True, max_iter=300,
                              n_iter_no_change=15, random_state=42,
                              scoring=None), 'model__l2_regularization': 0.0, 'model__learning_rate': 0.1, 'model__max_features': 0.1, 'model__max_leaf_nodes': 31, 'model__min_samples_leaf': 20, 'reshape': FunctionTransformer(func=<function reshape at 0x7f96934342c0>), 'second_scale': RobustScaler(copy=False)}",0.08205442313678601,0.08205442313678601,0.0,1,0.9580947640307894
1,1094.5457215309143,0.0,23.27983570098877,0.0,mad_scaling_clipping_trial_time,real_cepstrum,HistGradientBoostingRegressor,0.001,0.1,0.1,31,20,FunctionTransformer(func=<function reshape at 0x7f96934342c0>),RobustScaler(copy=False),"{'first_scale': FunctionTransformer(func=<function mad_scaling_clipping_trial_time at 0x7f96934340e0>), 'frequency': FunctionTransformer(func=<function real_cepstrum at 0x7f96933c7880>), 'model': HistGradientBoostingRegressor(early_stopping=True, max_iter=300,
                              n_iter_no_change=15, random_state=42,
                              scoring=None), 'model__l2_regularization': 0.001, 'model__learning_rate': 0.1, 'model__max_features': 0.1, 'model__max_leaf_nodes': 31, 'model__min_samples_leaf': 20, 'reshape': FunctionTransformer(func=<function reshape at 0x7f96934342c0>), 'second_scale': RobustScaler(copy=False)}",0.010693788157393636,0.010693788157393636,0.0,2,0.9946387343365461
0,1944.9218702316284,0.0,24.827030420303345,0.0,mad_scaling_clipping_channel_trial,power_phase,HistGradientBoostingRegressor,0.0,0.1,0.2,63,20,FunctionTransformer(func=<function reshape at 0x7f96934342c0>),passthrough,"{'first_scale': FunctionTransformer(func=<function mad_scaling_clipping_channel_trial at 0x7f9693434040>), 'frequency': FunctionTransformer(func=<function power_phase at 0x7f96933c7ba0>), 'model': HistGradientBoostingRegressor(early_stopping=True, max_iter=300,
                              n_iter_no_change=15, random_state=42,
                              scoring=None), 'model__l2_regularization': 0.0, 'model__learning_rate': 0.1, 'model__max_features': 0.2, 'model__max_leaf_nodes': 63, 'model__min_samples_leaf': 20, 'reshape': FunctionTransformer(func=<function reshape at 0x7f96934342c0>), 'second_scale': 'passthrough'}",0.05604470618543822,0.05604470618543822,0.0,1,0.9715736172903018
1,1009.6478548049927,0.0,32.30421805381775,0.0,mad_scaling_clipping_trial_time,complex_cepstrum,HistGradientBoostingRegressor,0.001,0.1,0.2,63,20,FunctionTransformer(func=<function reshape at 0x7f96934342c0>),passthrough,"{'first_scale': FunctionTransformer(func=<function mad_scaling_clipping_trial_time at 0x7f96934340e0>), 'frequency': FunctionTransformer(func=<function complex_cepstrum at 0x7f96933c77e0>), 'model': HistGradientBoostingRegressor(early_stopping=True, max_iter=300,
                              n_iter_no_change=15, random_state=42,
                              scoring=None), 'model__l2_regularization': 0.001, 'model__learning_rate': 0.1, 'model__max_features': 0.2, 'model__max_leaf_nodes': 63, 'model__min_samples_leaf': 20, 'reshape': FunctionTransformer(func=<function reshape at 0x7f96934342c0>), 'second_scale': 'passthrough'}",0.009482641443175788,0.009482641443175788,0.0,2,0.9952473856066261
0,1900.4131462574005,0.0,3.1151716709136963,0.0,passthrough,passthrough,HistGradientBoostingRegressor,0.001,0.1,0.1,31,20,FunctionTransformer(func=<function reshape at 0x7f96934342c0>),passthrough,"{'first_scale': 'passthrough', 'frequency': 'passthrough', 'model': HistGradientBoostingRegressor(early_stopping=True, max_iter=300,
                              n_iter_no_change=15, random_state=42,
                              scoring=None), 'model__l2_regularization': 0.001, 'model__learning_rate': 0.1, 'model__max_features': 0.1, 'model__max_leaf_nodes': 31, 'model__min_samples_leaf': 20, 'reshape': FunctionTransformer(func=<function reshape at 0x7f96934342c0>), 'second_scale': 'passthrough'}",0.08436724492728243,0.08436724492728243,0.0,1,0.9568870126993665
1,1702.599066734314,0.0,36.47434186935425,0.0,mad_scaling_clipping_channel_trial,complex_cepstrum,HistGradientBoostingRegressor,0.0,0.1,0.1,31,20,FunctionTransformer(func=<function reshape at 0x7f96934342c0>),passthrough,"{'first_scale': FunctionTransformer(func=<function mad_scaling_clipping_channel_trial at 0x7f9693434040>), 'frequency': FunctionTransformer(func=<function complex_cepstrum at 0x7f96933c77e0>), 'model': HistGradientBoostingRegressor(early_stopping=True, max_iter=300,
                              n_iter_no_change=15, random_state=42,
                              scoring=None), 'model__l2_regularization': 0.0, 'model__learning_rate': 0.1, 'model__max_features': 0.1, 'model__max_leaf_nodes': 31, 'model__min_samples_leaf': 20, 'reshape': FunctionTransformer(func=<function reshape at 0x7f96934342c0>), 'second_scale': 'passthrough'}",0.026558811749317957,0.026558811749317957,0.0,2,0.9866312321484061
0,2608.387749195099,0.0,4.381617784500122,0.0,passthrough,passthrough,HistGradientBoostingRegressor,0.001,0.1,0.2,31,20,FunctionTransformer(func=<function reshape at 0x7f96934342c0>),RobustScaler(copy=False),"{'first_scale': 'passthrough', 'frequency': 'passthrough', 'model': HistGradientBoostingRegressor(early_stopping=True, max_iter=300,
                              n_iter_no_change=15, random_state=42,
                              scoring=None), 'model__l2_regularization': 0.001, 'model__learning_rate': 0.1, 'model__max_features': 0.2, 'model__max_leaf_nodes': 31, 'model__min_samples_leaf': 20, 'reshape': FunctionTransformer(func=<function reshape at 0x7f96934342c0>), 'second_scale': RobustScaler(copy=False)}",0.07842064080037392,0.07842064080037392,0.0,1,0.9599892495229444
1,2466.992695093155,0.0,43.61418271064758,0.0,mad_scaling_clipping_channel_trial,complex_cepstrum,HistGradientBoostingRegressor,0.0,0.1,0.2,31,20,FunctionTransformer(func=<function reshape at 0x7f96934342c0>),RobustScaler(copy=False),"{'first_scale': FunctionTransformer(func=<function mad_scaling_clipping_channel_trial at 0x7f9693434040>), 'frequency': FunctionTransformer(func=<function complex_cepstrum at 0x7f96933c77e0>), 'model': HistGradientBoostingRegressor(early_stopping=True, max_iter=300,
                              n_iter_no_change=15, random_state=42,
                              scoring=None), 'model__l2_regularization': 0.0, 'model__learning_rate': 0.1, 'model__max_features': 0.2, 'model__max_leaf_nodes': 31, 'model__min_samples_leaf': 20, 'reshape': FunctionTransformer(func=<function reshape at 0x7f96934342c0>), 'second_scale': RobustScaler(copy=False)}",0.021588422416544906,0.021588422416544906,0.0,2,0.9891468938350133
0,1694.380532503128,0.0,30.30253839492798,0.0,mad_scaling_clipping_channel_trial,power_phase,HistGradientBoostingRegressor,0.0,0.1,0.05,63,20,FunctionTransformer(func=<function reshape at 0x7f96934342c0>),passthrough,"{'first_scale': FunctionTransformer(func=<function mad_scaling_clipping_channel_trial at 0x7f9693434040>), 'frequency': FunctionTransformer(func=<function power_phase at 0x7f96933c7ba0>), 'model': HistGradientBoostingRegressor(early_stopping=True, max_iter=300,
                              n_iter_no_change=15, random_state=42,
                              scoring=None), 'model__l2_regularization': 0.0, 'model__learning_rate': 0.1, 'model__max_features': 0.05, 'model__max_leaf_nodes': 63, 'model__min_samples_leaf': 20, 'reshape': FunctionTransformer(func=<function reshape at 0x7f96934342c0>), 'second_scale': 'passthrough'}",0.06923776901001333,0.06923776901001333,0.0,1,0.9647601935144229
1,1581.8170883655548,0.0,41.181657552719116,0.0,mad_scaling_clipping_trial_time,complex_cepstrum,HistGradientBoostingRegressor,0.001,0.1,0.05,63,20,FunctionTransformer(func=<function reshape at 0x7f96934342c0>),passthrough,"{'first_scale': FunctionTransformer(func=<function mad_scaling_clipping_trial_time at 0x7f96934340e0>), 'frequency': FunctionTransformer(func=<function complex_cepstrum at 0x7f96933c77e0>), 'model': HistGradientBoostingRegressor(early_stopping=True, max_iter=300,
                              n_iter_no_change=15, random_state=42,
                              scoring=None), 'model__l2_regularization': 0.001, 'model__learning_rate': 0.1, 'model__max_features': 0.05, 'model__max_leaf_nodes': 63, 'model__min_samples_leaf': 20, 'reshape': FunctionTransformer(func=<function reshape at 0x7f96934342c0>), 'second_scale': 'passthrough'}",0.007853413913927909,0.007853413913927909,0.0,2,0.9960655531068586
0,1983.9372663497925,0.0,16.807470560073853,0.0,mad_scaling_clipping_channel_trial,passthrough,HistGradientBoostingRegressor,0.001,0.05,0.1,31,20,FunctionTransformer(func=<function reshape at 0x7f96934342c0>),RobustScaler(copy=False),"{'first_scale': FunctionTransformer(func=<function mad_scaling_clipping_channel_trial at 0x7f9693434040>), 'frequency': 'passthrough', 'model': HistGradientBoostingRegressor(early_stopping=True, max_iter=300,
                              n_iter_no_change=15, random_state=42,
                              scoring=None), 'model__l2_regularization': 0.001, 'model__learning_rate': 0.05, 'model__max_features': 0.1, 'model__max_leaf_nodes': 31, 'model__min_samples_leaf': 20, 'reshape': FunctionTransformer(func=<function reshape at 0x7f96934342c0>), 'second_scale': RobustScaler(copy=False)}",0.08520461085468811,0.08520461085468811,0.0,1,0.9564493656986301
1,1925.5150964260101,0.0,33.770413398742676,0.0,mad_scaling_clipping_trial_time,complex_cepstrum,HistGradientBoostingRegressor,0.0,0.05,0.1,31,20,FunctionTransformer(func=<function reshape at 0x7f96934342c0>),RobustScaler(copy=False),"{'first_scale': FunctionTransformer(func=<function mad_scaling_clipping_trial_time at 0x7f96934340e0>), 'frequency': FunctionTransformer(func=<function complex_cepstrum at 0x7f96933c77e0>), 'model': HistGradientBoostingRegressor(early_stopping=True, max_iter=300,
                              n_iter_no_change=15, random_state=42,
                              scoring=None), 'model__l2_regularization': 0.0, 'model__learning_rate': 0.05, 'model__max_features': 0.1, 'model__max_leaf_nodes': 31, 'model__min_samples_leaf': 20, 'reshape': FunctionTransformer(func=<function reshape at 0x7f96934342c0>), 'second_scale': RobustScaler(copy=False)}",0.02229118667364427,0.02229118667364427,0.0,2,0.9887915924634249
0,1331.6674010753632,0.0,12.923790693283081,0.0,passthrough,real_cepstrum,HistGradientBoostingRegressor,0.001,0.1,0.1,63,20,FunctionTransformer(func=<function reshape at 0x7f96934342c0>),passthrough,"{'first_scale': 'passthrough', 'frequency': FunctionTransformer(func=<function real_cepstrum at 0x7f96933c7880>), 'model': HistGradientBoostingRegressor(early_stopping=True, max_iter=300,
                              n_iter_no_change=15, random_state=42,
                              scoring=None), 'model__l2_regularization': 0.001, 'model__learning_rate': 0.1, 'model__max_features': 0.1, 'model__max_leaf_nodes': 63, 'model__min_samples_leaf': 20, 'reshape': FunctionTransformer(func=<function reshape at 0x7f96934342c0>), 'second_scale': 'passthrough'}",0.011003939702175725,0.011003939702175725,0.0,2,0.9944828104586948
1,2932.7452671527863,0.0,26.91328263282776,0.0,mad_scaling_clipping_trial_time,passthrough,HistGradientBoostingRegressor,0.0,0.1,0.1,63,20,FunctionTransformer(func=<function reshape at 0x7f96934342c0>),passthrough,"{'first_scale': FunctionTransformer(func=<function mad_scaling_clipping_trial_time at 0x7f96934340e0>), 'frequency': 'passthrough', 'model': HistGradientBoostingRegressor(early_stopping=True, max_iter=300,
                              n_iter_no_change=15, random_state=42,
                              scoring=None), 'model__l2_regularization': 0.0, 'model__learning_rate': 0.1, 'model__max_features': 0.1, 'model__max_leaf_nodes': 63, 'model__min_samples_leaf': 20, 'reshape': FunctionTransformer(func=<function reshape at 0x7f96934342c0>), 'second_scale': 'passthrough'}",0.07389990907045585,0.07389990907045585,0.0,1,0.9623409431846617
0,1435.6281416416168,0.0,14.161598443984985,0.0,passthrough,complex_cepstrum,HistGradientBoostingRegressor,0.001,0.1,0.1,63,20,FunctionTransformer(func=<function reshape at 0x7f96934342c0>),passthrough,"{'first_scale': 'passthrough', 'frequency': FunctionTransformer(func=<function complex_cepstrum at 0x7f96933c77e0>), 'model': HistGradientBoostingRegressor(early_stopping=True, max_iter=300,
                              n_iter_no_change=15, random_state=42,
                              scoring=None), 'model__l2_regularization': 0.001, 'model__learning_rate': 0.1, 'model__max_features': 0.1, 'model__max_leaf_nodes': 63, 'model__min_samples_leaf': 20, 'reshape': FunctionTransformer(func=<function reshape at 0x7f96934342c0>), 'second_scale': 'passthrough'}",0.023334855146334488,0.023334855146334488,0.0,2,0.9882637020824278
1,1601.047908782959,0.0,25.074820041656494,0.0,mad_scaling_clipping_trial_time,power_phase,HistGradientBoostingRegressor,0.0,0.1,0.1,63,20,FunctionTransformer(func=<function reshape at 0x7f96934342c0>),passthrough,"{'first_scale': FunctionTransformer(func=<function mad_scaling_clipping_trial_time at 0x7f96934340e0>), 'frequency': FunctionTransformer(func=<function power_phase at 0x7f96933c7ba0>), 'model': HistGradientBoostingRegressor(early_stopping=True, max_iter=300,
                              n_iter_no_change=15, random_state=42,
                              scoring=None), 'model__l2_regularization': 0.0, 'model__learning_rate': 0.1, 'model__max_features': 0.1, 'model__max_leaf_nodes': 63, 'model__min_samples_leaf': 20, 'reshape': FunctionTransformer(func=<function reshape at 0x7f96934342c0>), 'second_scale': 'passthrough'}",0.07479075884353892,0.07479075884353892,0.0,1,0.9618779762300731
0,4291.250714302063,0.0,4.305080413818359,0.0,passthrough,passthrough,HistGradientBoostingRegressor,0.001,0.1,0.2,63,20,FunctionTransformer(func=<function reshape at 0x7f96934342c0>),passthrough,"{'first_scale': 'passthrough', 'frequency': 'passthrough', 'model': HistGradientBoostingRegressor(early_stopping=True, max_iter=300,
                              n_iter_no_change=15, random_state=42,
                              scoring=None), 'model__l2_regularization': 0.001, 'model__learning_rate': 0.1, 'model__max_features': 0.2, 'model__max_leaf_nodes': 63, 'model__min_samples_leaf': 20, 'reshape': FunctionTransformer(func=<function reshape at 0x7f96934342c0>), 'second_scale': 'passthrough'}",0.07571764954864835,0.07571764954864835,0.0,1,0.9613960424566723
