,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_first_scale,param_frequency,param_model,param_model__alpha,param_reshape,param_second_scale,param_model__l2_regularization,param_model__learning_rate,param_model__max_features,param_model__max_leaf_nodes,param_model__min_samples_leaf,params,split0_test_score,mean_test_score,std_test_score,rank_test_score,nrmse
0,101.88587951660156,0.0,8.636418342590332,0.0,passthrough,power_phase_circular,Ridge,123284.67394420685,FunctionTransformer(func=<function reshape at 0x7fb1ce140040>),passthrough,,,,,,"{'first_scale': 'passthrough', 'frequency': FunctionTransformer(func=<function power_phase_circular at 0x7fb1ce0fb880>), 'model': Ridge(solver='lsqr'), 'model__alpha': 123284.67394420685, 'reshape': FunctionTransformer(func=<function reshape at 0x7fb1ce140040>), 'second_scale': 'passthrough'}",0.0637574285714525,0.0637574285714525,0.0,2,0.9675962853528053
1,2417.4660964012146,0.0,24.72681212425232,0.0,mad_scaling_clipping_channel_trial,power_phase_circular,HistGradientBoostingRegressor,,FunctionTransformer(func=<function reshape at 0x7fb1ce140040>),passthrough,0.0,0.05,0.1,63.0,20.0,"{'first_scale': FunctionTransformer(func=<function mad_scaling_clipping_channel_trial at 0x7fb1ce0fbd80>), 'frequency': FunctionTransformer(func=<function power_phase_circular at 0x7fb1ce0fb880>), 'model': HistGradientBoostingRegressor(early_stopping=True, max_iter=300,
                              n_iter_no_change=15, random_state=42,
                              scoring=None), 'model__l2_regularization': 0.0, 'model__learning_rate': 0.05, 'model__max_features': 0.1, 'model__max_leaf_nodes': 63, 'model__min_samples_leaf': 20, 'reshape': FunctionTransformer(func=<function reshape at 0x7fb1ce140040>), 'second_scale': 'passthrough'}",0.0767300681174179,0.0767300681174179,0.0,1,0.9608693625475745
0,1901.991021156311,0.0,11.359509468078613,0.0,passthrough,power_phase_circular,HistGradientBoostingRegressor,,FunctionTransformer(func=<function reshape at 0x7fb1ce140040>),RobustScaler(copy=False),0.0,0.1,0.05,31.0,20.0,"{'first_scale': 'passthrough', 'frequency': FunctionTransformer(func=<function power_phase_circular at 0x7fb1ce0fb880>), 'model': HistGradientBoostingRegressor(early_stopping=True, max_iter=300,
                              n_iter_no_change=15, random_state=42,
                              scoring=None), 'model__l2_regularization': 0.0, 'model__learning_rate': 0.1, 'model__max_features': 0.05, 'model__max_leaf_nodes': 31, 'model__min_samples_leaf': 20, 'reshape': FunctionTransformer(func=<function reshape at 0x7fb1ce140040>), 'second_scale': RobustScaler(copy=False)}",0.07426600452443832,0.07426600452443832,0.0,2,0.9621507134932457
1,2155.6882128715515,0.0,27.581743001937866,0.0,mad_scaling_clipping_trial_time,power_phase_circular,HistGradientBoostingRegressor,,FunctionTransformer(func=<function reshape at 0x7fb1ce140040>),RobustScaler(copy=False),0.001,0.05,0.05,31.0,20.0,"{'first_scale': FunctionTransformer(func=<function mad_scaling_clipping_trial_time at 0x7fb1ce0fbe20>), 'frequency': FunctionTransformer(func=<function power_phase_circular at 0x7fb1ce0fb880>), 'model': HistGradientBoostingRegressor(early_stopping=True, max_iter=300,
                              n_iter_no_change=15, random_state=42,
                              scoring=None), 'model__l2_regularization': 0.001, 'model__learning_rate': 0.05, 'model__max_features': 0.05, 'model__max_leaf_nodes': 31, 'model__min_samples_leaf': 20, 'reshape': FunctionTransformer(func=<function reshape at 0x7fb1ce140040>), 'second_scale': RobustScaler(copy=False)}",0.09213485106459973,0.09213485106459973,0.0,1,0.9528195783753608
0,179.23242783546448,0.0,8.732823848724365,0.0,passthrough,power_phase_circular,Ridge,4328.7612810830615,FunctionTransformer(func=<function reshape at 0x7fb1ce140040>),passthrough,,,,,,"{'first_scale': 'passthrough', 'frequency': FunctionTransformer(func=<function power_phase_circular at 0x7fb1ce0fb880>), 'model': Ridge(solver='lsqr'), 'model__alpha': 4328.7612810830615, 'reshape': FunctionTransformer(func=<function reshape at 0x7fb1ce140040>), 'second_scale': 'passthrough'}",-0.049033863527168986,-0.049033863527168986,0.0,2,1.0242235417755097
1,1638.257512807846,0.0,24.34049391746521,0.0,mad_scaling_clipping_channel_trial,power_phase_circular,HistGradientBoostingRegressor,,FunctionTransformer(func=<function reshape at 0x7fb1ce140040>),passthrough,0.0,0.05,0.1,31.0,20.0,"{'first_scale': FunctionTransformer(func=<function mad_scaling_clipping_channel_trial at 0x7fb1ce0fbd80>), 'frequency': FunctionTransformer(func=<function power_phase_circular at 0x7fb1ce0fb880>), 'model': HistGradientBoostingRegressor(early_stopping=True, max_iter=300,
                              n_iter_no_change=15, random_state=42,
                              scoring=None), 'model__l2_regularization': 0.0, 'model__learning_rate': 0.05, 'model__max_features': 0.1, 'model__max_leaf_nodes': 31, 'model__min_samples_leaf': 20, 'reshape': FunctionTransformer(func=<function reshape at 0x7fb1ce140040>), 'second_scale': 'passthrough'}",0.08089114495235994,0.08089114495235994,0.0,1,0.9587016506962112
0,1034.802211523056,0.0,25.606534242630005,0.0,mad_scaling_clipping_trial_time,power_phase_circular,Ridge,0.0002310129700083158,FunctionTransformer(func=<function reshape at 0x7fb1ce140040>),RobustScaler(copy=False),,,,,,"{'first_scale': FunctionTransformer(func=<function mad_scaling_clipping_trial_time at 0x7fb1ce0fbe20>), 'frequency': FunctionTransformer(func=<function power_phase_circular at 0x7fb1ce0fb880>), 'model': Ridge(solver='lsqr'), 'model__alpha': 0.0002310129700083158, 'reshape': FunctionTransformer(func=<function reshape at 0x7fb1ce140040>), 'second_scale': RobustScaler(copy=False)}",-0.585672096121407,-0.585672096121407,0.0,2,1.2592347263800372
1,2010.524540901184,0.0,25.160370588302612,0.0,mad_scaling_clipping_channel_trial,power_phase_circular,HistGradientBoostingRegressor,,FunctionTransformer(func=<function reshape at 0x7fb1ce140040>),RobustScaler(copy=False),0.001,0.1,0.1,63.0,20.0,"{'first_scale': FunctionTransformer(func=<function mad_scaling_clipping_channel_trial at 0x7fb1ce0fbd80>), 'frequency': FunctionTransformer(func=<function power_phase_circular at 0x7fb1ce0fb880>), 'model': HistGradientBoostingRegressor(early_stopping=True, max_iter=300,
                              n_iter_no_change=15, random_state=42,
                              scoring=None), 'model__l2_regularization': 0.001, 'model__learning_rate': 0.1, 'model__max_features': 0.1, 'model__max_leaf_nodes': 63, 'model__min_samples_leaf': 20, 'reshape': FunctionTransformer(func=<function reshape at 0x7fb1ce140040>), 'second_scale': RobustScaler(copy=False)}",0.06801486873046592,0.06801486873046592,0.0,1,0.9653937700594167
0,3430.2845771312714,0.0,28.450563192367554,0.0,passthrough,power_phase_circular,HistGradientBoostingRegressor,,FunctionTransformer(func=<function reshape at 0x7fb1ce140040>),passthrough,0.001,0.05,0.2,31.0,20.0,"{'first_scale': 'passthrough', 'frequency': FunctionTransformer(func=<function power_phase_circular at 0x7fb1ce0fb880>), 'model': HistGradientBoostingRegressor(early_stopping=True, max_iter=300,
                              n_iter_no_change=15, random_state=42,
                              scoring=None), 'model__l2_regularization': 0.001, 'model__learning_rate': 0.05, 'model__max_features': 0.2, 'model__max_leaf_nodes': 31, 'model__min_samples_leaf': 20, 'reshape': FunctionTransformer(func=<function reshape at 0x7fb1ce140040>), 'second_scale': 'passthrough'}",0.0892041356475386,0.0892041356475386,0.0,1,0.9543562565166435
1,3399.954423189163,0.0,48.43734169006348,0.0,mad_scaling_clipping_trial_time,power_phase_circular,HistGradientBoostingRegressor,,FunctionTransformer(func=<function reshape at 0x7fb1ce140040>),passthrough,0.001,0.1,0.2,31.0,20.0,"{'first_scale': FunctionTransformer(func=<function mad_scaling_clipping_trial_time at 0x7fb1ce0fbe20>), 'frequency': FunctionTransformer(func=<function power_phase_circular at 0x7fb1ce0fb880>), 'model': HistGradientBoostingRegressor(early_stopping=True, max_iter=300,
                              n_iter_no_change=15, random_state=42,
                              scoring=None), 'model__l2_regularization': 0.001, 'model__learning_rate': 0.1, 'model__max_features': 0.2, 'model__max_leaf_nodes': 31, 'model__min_samples_leaf': 20, 'reshape': FunctionTransformer(func=<function reshape at 0x7fb1ce140040>), 'second_scale': 'passthrough'}",0.07713705785865599,0.07713705785865599,0.0,2,0.9606575571666233
0,1076.0964205265045,0.0,22.29562520980835,0.0,mad_scaling_clipping_channel_trial,power_phase_circular,Ridge,0.0002310129700083158,FunctionTransformer(func=<function reshape at 0x7fb1ce140040>),passthrough,,,,,,"{'first_scale': FunctionTransformer(func=<function mad_scaling_clipping_channel_trial at 0x7fb1ce0fbd80>), 'frequency': FunctionTransformer(func=<function power_phase_circular at 0x7fb1ce0fb880>), 'model': Ridge(solver='lsqr'), 'model__alpha': 0.0002310129700083158, 'reshape': FunctionTransformer(func=<function reshape at 0x7fb1ce140040>), 'second_scale': 'passthrough'}",-0.3880076078642769,-0.3880076078642769,0.0,2,1.178137346774253
1,1508.358687877655,0.0,24.30175232887268,0.0,mad_scaling_clipping_channel_trial,power_phase_circular,HistGradientBoostingRegressor,,FunctionTransformer(func=<function reshape at 0x7fb1ce140040>),passthrough,0.0,0.1,0.1,63.0,20.0,"{'first_scale': FunctionTransformer(func=<function mad_scaling_clipping_channel_trial at 0x7fb1ce0fbd80>), 'frequency': FunctionTransformer(func=<function power_phase_circular at 0x7fb1ce0fb880>), 'model': HistGradientBoostingRegressor(early_stopping=True, max_iter=300,
                              n_iter_no_change=15, random_state=42,
                              scoring=None), 'model__l2_regularization': 0.0, 'model__learning_rate': 0.1, 'model__max_features': 0.1, 'model__max_leaf_nodes': 63, 'model__min_samples_leaf': 20, 'reshape': FunctionTransformer(func=<function reshape at 0x7fb1ce140040>), 'second_scale': 'passthrough'}",0.06475902596601657,0.06475902596601657,0.0,1,0.9670785769698259
0,674.3800039291382,0.0,33.912898778915405,0.0,mad_scaling_clipping_trial_time,power_phase_circular,Ridge,3511191.7342151417,FunctionTransformer(func=<function reshape at 0x7fb1ce140040>),RobustScaler(copy=False),,,,,,"{'first_scale': FunctionTransformer(func=<function mad_scaling_clipping_trial_time at 0x7fb1ce0fbe20>), 'frequency': FunctionTransformer(func=<function power_phase_circular at 0x7fb1ce0fb880>), 'model': Ridge(solver='lsqr'), 'model__alpha': 3511191.7342151417, 'reshape': FunctionTransformer(func=<function reshape at 0x7fb1ce140040>), 'second_scale': RobustScaler(copy=False)}",0.028430884158031522,0.028430884158031522,0.0,2,0.9856820561631263
1,2657.142274618149,0.0,36.613715410232544,0.0,mad_scaling_clipping_trial_time,power_phase_circular,HistGradientBoostingRegressor,,FunctionTransformer(func=<function reshape at 0x7fb1ce140040>),RobustScaler(copy=False),0.0,0.05,0.2,31.0,20.0,"{'first_scale': FunctionTransformer(func=<function mad_scaling_clipping_trial_time at 0x7fb1ce0fbe20>), 'frequency': FunctionTransformer(func=<function power_phase_circular at 0x7fb1ce0fb880>), 'model': HistGradientBoostingRegressor(early_stopping=True, max_iter=300,
                              n_iter_no_change=15, random_state=42,
                              scoring=None), 'model__l2_regularization': 0.0, 'model__learning_rate': 0.05, 'model__max_features': 0.2, 'model__max_leaf_nodes': 31, 'model__min_samples_leaf': 20, 'reshape': FunctionTransformer(func=<function reshape at 0x7fb1ce140040>), 'second_scale': RobustScaler(copy=False)}",0.09172350266392193,0.09172350266392193,0.0,1,0.9530354124249938
0,1620.5384817123413,0.0,23.580050468444824,0.0,mad_scaling_clipping_trial_time,power_phase_circular,Ridge,2.848035868435805e-07,FunctionTransformer(func=<function reshape at 0x7fb1ce140040>),passthrough,,,,,,"{'first_scale': FunctionTransformer(func=<function mad_scaling_clipping_trial_time at 0x7fb1ce0fbe20>), 'frequency': FunctionTransformer(func=<function power_phase_circular at 0x7fb1ce0fb880>), 'model': Ridge(solver='lsqr'), 'model__alpha': 2.848035868435805e-07, 'reshape': FunctionTransformer(func=<function reshape at 0x7fb1ce140040>), 'second_scale': 'passthrough'}",-0.36518668642667507,-0.36518668642667507,0.0,2,1.1684120362383619
1,1648.9588525295258,0.0,24.63474464416504,0.0,mad_scaling_clipping_channel_trial,power_phase_circular,HistGradientBoostingRegressor,,FunctionTransformer(func=<function reshape at 0x7fb1ce140040>),passthrough,0.001,0.1,0.05,63.0,20.0,"{'first_scale': FunctionTransformer(func=<function mad_scaling_clipping_channel_trial at 0x7fb1ce0fbd80>), 'frequency': FunctionTransformer(func=<function power_phase_circular at 0x7fb1ce0fb880>), 'model': HistGradientBoostingRegressor(early_stopping=True, max_iter=300,
                              n_iter_no_change=15, random_state=42,
                              scoring=None), 'model__l2_regularization': 0.001, 'model__learning_rate': 0.1, 'model__max_features': 0.05, 'model__max_leaf_nodes': 63, 'model__min_samples_leaf': 20, 'reshape': FunctionTransformer(func=<function reshape at 0x7fb1ce140040>), 'second_scale': 'passthrough'}",0.06780632796587682,0.06780632796587682,0.0,1,0.965501772154833
0,271.26307439804077,0.0,6.926072597503662,0.0,passthrough,power_phase_circular,Ridge,0.18738174228603868,FunctionTransformer(func=<function reshape at 0x7fb1ce140040>),passthrough,,,,,,"{'first_scale': 'passthrough', 'frequency': FunctionTransformer(func=<function power_phase_circular at 0x7fb1ce0fb880>), 'model': Ridge(solver='lsqr'), 'model__alpha': 0.18738174228603868, 'reshape': FunctionTransformer(func=<function reshape at 0x7fb1ce140040>), 'second_scale': 'passthrough'}",-0.2641462906617573,-0.2641462906617573,0.0,2,1.1243426037742044
1,1345.169311285019,0.0,8.474626779556274,0.0,passthrough,power_phase_circular,HistGradientBoostingRegressor,,FunctionTransformer(func=<function reshape at 0x7fb1ce140040>),passthrough,0.001,0.1,0.2,63.0,20.0,"{'first_scale': 'passthrough', 'frequency': FunctionTransformer(func=<function power_phase_circular at 0x7fb1ce0fb880>), 'model': HistGradientBoostingRegressor(early_stopping=True, max_iter=300,
                              n_iter_no_change=15, random_state=42,
                              scoring=None), 'model__l2_regularization': 0.001, 'model__learning_rate': 0.1, 'model__max_features': 0.2, 'model__max_leaf_nodes': 63, 'model__min_samples_leaf': 20, 'reshape': FunctionTransformer(func=<function reshape at 0x7fb1ce140040>), 'second_scale': 'passthrough'}",0.0749381539514743,0.0749381539514743,0.0,1,0.9618013547757799
0,270.2761285305023,0.0,6.942819833755493,0.0,passthrough,power_phase_circular,Ridge,1e-08,FunctionTransformer(func=<function reshape at 0x7fb1ce140040>),passthrough,,,,,,"{'first_scale': 'passthrough', 'frequency': FunctionTransformer(func=<function power_phase_circular at 0x7fb1ce0fb880>), 'model': Ridge(solver='lsqr'), 'model__alpha': 1e-08, 'reshape': FunctionTransformer(func=<function reshape at 0x7fb1ce140040>), 'second_scale': 'passthrough'}",-0.2641796438276136,-0.2641796438276136,0.0,2,1.1243574359729265
1,838.4280307292938,0.0,8.1677827835083,0.0,passthrough,power_phase_circular,HistGradientBoostingRegressor,,FunctionTransformer(func=<function reshape at 0x7fb1ce140040>),passthrough,0.001,0.1,0.05,31.0,20.0,"{'first_scale': 'passthrough', 'frequency': FunctionTransformer(func=<function power_phase_circular at 0x7fb1ce0fb880>), 'model': HistGradientBoostingRegressor(early_stopping=True, max_iter=300,
                              n_iter_no_change=15, random_state=42,
                              scoring=None), 'model__l2_regularization': 0.001, 'model__learning_rate': 0.1, 'model__max_features': 0.05, 'model__max_leaf_nodes': 31, 'model__min_samples_leaf': 20, 'reshape': FunctionTransformer(func=<function reshape at 0x7fb1ce140040>), 'second_scale': 'passthrough'}",0.0762342877616411,0.0762342877616411,0.0,1,0.9611273132308533
0,281.47913670539856,0.0,8.719194412231445,0.0,passthrough,power_phase_circular,Ridge,151.99110829529332,FunctionTransformer(func=<function reshape at 0x7fb1ce140040>),passthrough,,,,,,"{'first_scale': 'passthrough', 'frequency': FunctionTransformer(func=<function power_phase_circular at 0x7fb1ce0fb880>), 'model': Ridge(solver='lsqr'), 'model__alpha': 151.99110829529332, 'reshape': FunctionTransformer(func=<function reshape at 0x7fb1ce140040>), 'second_scale': 'passthrough'}",-0.24023959320505006,-0.24023959320505006,0.0,2,1.1136604478947119
1,2334.8356330394745,0.0,24.607575178146362,0.0,mad_scaling_clipping_channel_trial,power_phase_circular,HistGradientBoostingRegressor,,FunctionTransformer(func=<function reshape at 0x7fb1ce140040>),passthrough,0.0,0.05,0.05,63.0,20.0,"{'first_scale': FunctionTransformer(func=<function mad_scaling_clipping_channel_trial at 0x7fb1ce0fbd80>), 'frequency': FunctionTransformer(func=<function power_phase_circular at 0x7fb1ce0fb880>), 'model': HistGradientBoostingRegressor(early_stopping=True, max_iter=300,
                              n_iter_no_change=15, random_state=42,
                              scoring=None), 'model__l2_regularization': 0.0, 'model__learning_rate': 0.05, 'model__max_features': 0.05, 'model__max_leaf_nodes': 63, 'model__min_samples_leaf': 20, 'reshape': FunctionTransformer(func=<function reshape at 0x7fb1ce140040>), 'second_scale': 'passthrough'}",0.07665826426763611,0.07665826426763611,0.0,1,0.9609067258232528
0,1423.036298751831,0.0,9.704695463180542,0.0,passthrough,power_phase_circular,Ridge,123284.67394420685,FunctionTransformer(func=<function reshape at 0x7fb1ce140040>),RobustScaler(copy=False),,,,,,"{'first_scale': 'passthrough', 'frequency': FunctionTransformer(func=<function power_phase_circular at 0x7fb1ce0fb880>), 'model': Ridge(solver='lsqr'), 'model__alpha': 123284.67394420685, 'reshape': FunctionTransformer(func=<function reshape at 0x7fb1ce140040>), 'second_scale': RobustScaler(copy=False)}",-10.85446431581293,-10.85446431581293,0.0,2,3.443031268491898
1,2930.4810984134674,0.0,26.330501317977905,0.0,mad_scaling_clipping_channel_trial,power_phase_circular,HistGradientBoostingRegressor,,FunctionTransformer(func=<function reshape at 0x7fb1ce140040>),RobustScaler(copy=False),0.0,0.05,0.1,63.0,20.0,"{'first_scale': FunctionTransformer(func=<function mad_scaling_clipping_channel_trial at 0x7fb1ce0fbd80>), 'frequency': FunctionTransformer(func=<function power_phase_circular at 0x7fb1ce0fb880>), 'model': HistGradientBoostingRegressor(early_stopping=True, max_iter=300,
                              n_iter_no_change=15, random_state=42,
                              scoring=None), 'model__l2_regularization': 0.0, 'model__learning_rate': 0.05, 'model__max_features': 0.1, 'model__max_leaf_nodes': 63, 'model__min_samples_leaf': 20, 'reshape': FunctionTransformer(func=<function reshape at 0x7fb1ce140040>), 'second_scale': RobustScaler(copy=False)}",0.07553746135462303,0.07553746135462303,0.0,1,0.9614897496309448
0,514.6674723625183,0.0,30.46199679374695,0.0,mad_scaling_clipping_trial_time,power_phase_circular,Ridge,123284.67394420685,FunctionTransformer(func=<function reshape at 0x7fb1ce140040>),passthrough,,,,,,"{'first_scale': FunctionTransformer(func=<function mad_scaling_clipping_trial_time at 0x7fb1ce0fbe20>), 'frequency': FunctionTransformer(func=<function power_phase_circular at 0x7fb1ce0fb880>), 'model': Ridge(solver='lsqr'), 'model__alpha': 123284.67394420685, 'reshape': FunctionTransformer(func=<function reshape at 0x7fb1ce140040>), 'second_scale': 'passthrough'}",-0.0433574509247181,-0.0433574509247181,0.0,2,1.0214487020524907
1,3303.9972190856934,0.0,34.09427547454834,0.0,mad_scaling_clipping_trial_time,power_phase_circular,HistGradientBoostingRegressor,,FunctionTransformer(func=<function reshape at 0x7fb1ce140040>),passthrough,0.0,0.05,0.1,63.0,20.0,"{'first_scale': FunctionTransformer(func=<function mad_scaling_clipping_trial_time at 0x7fb1ce0fbe20>), 'frequency': FunctionTransformer(func=<function power_phase_circular at 0x7fb1ce0fb880>), 'model': HistGradientBoostingRegressor(early_stopping=True, max_iter=300,
                              n_iter_no_change=15, random_state=42,
                              scoring=None), 'model__l2_regularization': 0.0, 'model__learning_rate': 0.05, 'model__max_features': 0.1, 'model__max_leaf_nodes': 63, 'model__min_samples_leaf': 20, 'reshape': FunctionTransformer(func=<function reshape at 0x7fb1ce140040>), 'second_scale': 'passthrough'}",0.0899586359963861,0.0899586359963861,0.0,1,0.9539608817994656
