,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_feature_map,param_first_scale,param_frequency,param_model,param_model__alpha,param_reshape,param_second_scale,param_model__l2_regularization,param_model__learning_rate,param_model__max_features,param_model__max_leaf_nodes,param_model__min_samples_leaf,params,split0_test_score,mean_test_score,std_test_score,rank_test_score,nrmse
1,3044.072099685669,0.0,6.140261173248291,0.0,polynomial,passthrough,passthrough,HistGradientBoostingRegressor,,FunctionTransformer(func=<function reshape at 0x7fb1ce140040>),passthrough,0.001,0.1,0.2,63.0,20.0,"{'feature_map': FunctionTransformer(func=<function polynomial at 0x7fb1ce0fb420>), 'first_scale': 'passthrough', 'frequency': 'passthrough', 'model': HistGradientBoostingRegressor(early_stopping=True, max_iter=300,
                              n_iter_no_change=15, random_state=42,
                              scoring=None), 'model__l2_regularization': 0.001, 'model__learning_rate': 0.1, 'model__max_features': 0.2, 'model__max_leaf_nodes': 63, 'model__min_samples_leaf': 20, 'reshape': FunctionTransformer(func=<function reshape at 0x7fb1ce140040>), 'second_scale': 'passthrough'}",0.07724160982528416,0.07724160982528416,0.0,1,0.9606031387491485
0,209.67068028450012,0.0,4.90850305557251,0.0,polynomial,passthrough,power_phase,Ridge,8.111308307896873e-06,FunctionTransformer(func=<function reshape at 0x7fb1ce140040>),passthrough,,,,,,"{'feature_map': FunctionTransformer(func=<function polynomial at 0x7fb1ce0fb420>), 'first_scale': 'passthrough', 'frequency': FunctionTransformer(func=<function power_phase at 0x7fb1ce0fb920>), 'model': Ridge(solver='lsqr'), 'model__alpha': 8.111308307896873e-06, 'reshape': FunctionTransformer(func=<function reshape at 0x7fb1ce140040>), 'second_scale': 'passthrough'}",-0.2960679516782674,-0.2960679516782674,0.0,2,1.138449802001945
1,1646.1293032169342,0.0,8.646472930908203,0.0,polynomial,passthrough,power_phase,HistGradientBoostingRegressor,,FunctionTransformer(func=<function reshape at 0x7fb1ce140040>),passthrough,0.0,0.05,0.1,31.0,20.0,"{'feature_map': FunctionTransformer(func=<function polynomial at 0x7fb1ce0fb420>), 'first_scale': 'passthrough', 'frequency': FunctionTransformer(func=<function power_phase at 0x7fb1ce0fb920>), 'model': HistGradientBoostingRegressor(early_stopping=True, max_iter=300,
                              n_iter_no_change=15, random_state=42,
                              scoring=None), 'model__l2_regularization': 0.0, 'model__learning_rate': 0.05, 'model__max_features': 0.1, 'model__max_leaf_nodes': 31, 'model__min_samples_leaf': 20, 'reshape': FunctionTransformer(func=<function reshape at 0x7fb1ce140040>), 'second_scale': 'passthrough'}",0.08628442901975197,0.08628442901975197,0.0,1,0.9558847059035143
0,791.495025396347,0.0,3.0393402576446533,0.0,polynomial,passthrough,passthrough,Ridge,4328.7612810830615,FunctionTransformer(func=<function reshape at 0x7fb1ce140040>),RobustScaler(copy=False),,,,,,"{'feature_map': FunctionTransformer(func=<function polynomial at 0x7fb1ce0fb420>), 'first_scale': 'passthrough', 'frequency': 'passthrough', 'model': Ridge(solver='lsqr'), 'model__alpha': 4328.7612810830615, 'reshape': FunctionTransformer(func=<function reshape at 0x7fb1ce140040>), 'second_scale': RobustScaler(copy=False)}",-2.318678046103351,-2.318678046103351,0.0,2,1.8217239214829868
1,1797.1801018714905,0.0,5.288950681686401,0.0,polynomial,passthrough,passthrough,HistGradientBoostingRegressor,,FunctionTransformer(func=<function reshape at 0x7fb1ce140040>),RobustScaler(copy=False),0.001,0.1,0.1,31.0,20.0,"{'feature_map': FunctionTransformer(func=<function polynomial at 0x7fb1ce0fb420>), 'first_scale': 'passthrough', 'frequency': 'passthrough', 'model': HistGradientBoostingRegressor(early_stopping=True, max_iter=300,
                              n_iter_no_change=15, random_state=42,
                              scoring=None), 'model__l2_regularization': 0.001, 'model__learning_rate': 0.1, 'model__max_features': 0.1, 'model__max_leaf_nodes': 31, 'model__min_samples_leaf': 20, 'reshape': FunctionTransformer(func=<function reshape at 0x7fb1ce140040>), 'second_scale': RobustScaler(copy=False)}",0.08796866052717389,0.08796866052717389,0.0,1,0.9550033190899527
0,739.5691270828247,0.0,8.361321687698364,0.0,polynomial,passthrough,power_phase,Ridge,0.0002310129700083158,FunctionTransformer(func=<function reshape at 0x7fb1ce140040>),RobustScaler(copy=False),,,,,,"{'feature_map': FunctionTransformer(func=<function polynomial at 0x7fb1ce0fb420>), 'first_scale': 'passthrough', 'frequency': FunctionTransformer(func=<function power_phase at 0x7fb1ce0fb920>), 'model': Ridge(solver='lsqr'), 'model__alpha': 0.0002310129700083158, 'reshape': FunctionTransformer(func=<function reshape at 0x7fb1ce140040>), 'second_scale': RobustScaler(copy=False)}",-0.47224945609983315,-0.47224945609983315,0.0,2,1.2133628707438815
1,2565.155251979828,0.0,11.36851453781128,0.0,polynomial,passthrough,power_phase,HistGradientBoostingRegressor,,FunctionTransformer(func=<function reshape at 0x7fb1ce140040>),RobustScaler(copy=False),0.0,0.05,0.1,63.0,20.0,"{'feature_map': FunctionTransformer(func=<function polynomial at 0x7fb1ce0fb420>), 'first_scale': 'passthrough', 'frequency': FunctionTransformer(func=<function power_phase at 0x7fb1ce0fb920>), 'model': HistGradientBoostingRegressor(early_stopping=True, max_iter=300,
                              n_iter_no_change=15, random_state=42,
                              scoring=None), 'model__l2_regularization': 0.0, 'model__learning_rate': 0.05, 'model__max_features': 0.1, 'model__max_leaf_nodes': 63, 'model__min_samples_leaf': 20, 'reshape': FunctionTransformer(func=<function reshape at 0x7fb1ce140040>), 'second_scale': RobustScaler(copy=False)}",0.0832071008489812,0.0832071008489812,0.0,1,0.9574930282519131
0,188.1522979736328,0.0,5.369875431060791,0.0,polynomial,passthrough,power_phase,Ridge,151.99110829529332,FunctionTransformer(func=<function reshape at 0x7fb1ce140040>),passthrough,,,,,,"{'feature_map': FunctionTransformer(func=<function polynomial at 0x7fb1ce0fb420>), 'first_scale': 'passthrough', 'frequency': FunctionTransformer(func=<function power_phase at 0x7fb1ce0fb920>), 'model': Ridge(solver='lsqr'), 'model__alpha': 151.99110829529332, 'reshape': FunctionTransformer(func=<function reshape at 0x7fb1ce140040>), 'second_scale': 'passthrough'}",-0.29417046645053335,-0.29417046645053335,0.0,2,1.1376161331708219
1,1582.5262231826782,0.0,8.12775444984436,0.0,polynomial,passthrough,power_phase,HistGradientBoostingRegressor,,FunctionTransformer(func=<function reshape at 0x7fb1ce140040>),passthrough,0.0,0.1,0.05,63.0,20.0,"{'feature_map': FunctionTransformer(func=<function polynomial at 0x7fb1ce0fb420>), 'first_scale': 'passthrough', 'frequency': FunctionTransformer(func=<function power_phase at 0x7fb1ce0fb920>), 'model': HistGradientBoostingRegressor(early_stopping=True, max_iter=300,
                              n_iter_no_change=15, random_state=42,
                              scoring=None), 'model__l2_regularization': 0.0, 'model__learning_rate': 0.1, 'model__max_features': 0.05, 'model__max_leaf_nodes': 63, 'model__min_samples_leaf': 20, 'reshape': FunctionTransformer(func=<function reshape at 0x7fb1ce140040>), 'second_scale': 'passthrough'}",0.07206651293797295,0.07206651293797295,0.0,1,0.9632930431919599
0,1939.485433101654,0.0,7.020515441894531,0.0,polynomial,passthrough,passthrough,HistGradientBoostingRegressor,,FunctionTransformer(func=<function reshape at 0x7fb1ce140040>),RobustScaler(copy=False),0.0,0.1,0.05,31.0,20.0,"{'feature_map': FunctionTransformer(func=<function polynomial at 0x7fb1ce0fb420>), 'first_scale': 'passthrough', 'frequency': 'passthrough', 'model': HistGradientBoostingRegressor(early_stopping=True, max_iter=300,
                              n_iter_no_change=15, random_state=42,
                              scoring=None), 'model__l2_regularization': 0.0, 'model__learning_rate': 0.1, 'model__max_features': 0.05, 'model__max_leaf_nodes': 31, 'model__min_samples_leaf': 20, 'reshape': FunctionTransformer(func=<function reshape at 0x7fb1ce140040>), 'second_scale': RobustScaler(copy=False)}",0.08680527719027153,0.08680527719027153,0.0,1,0.9556122240792697
1,1857.5002937316895,0.0,9.822951555252075,0.0,polynomial,passthrough,power_phase,HistGradientBoostingRegressor,,FunctionTransformer(func=<function reshape at 0x7fb1ce140040>),RobustScaler(copy=False),0.001,0.1,0.05,31.0,20.0,"{'feature_map': FunctionTransformer(func=<function polynomial at 0x7fb1ce0fb420>), 'first_scale': 'passthrough', 'frequency': FunctionTransformer(func=<function power_phase at 0x7fb1ce0fb920>), 'model': HistGradientBoostingRegressor(early_stopping=True, max_iter=300,
                              n_iter_no_change=15, random_state=42,
                              scoring=None), 'model__l2_regularization': 0.001, 'model__learning_rate': 0.1, 'model__max_features': 0.05, 'model__max_leaf_nodes': 31, 'model__min_samples_leaf': 20, 'reshape': FunctionTransformer(func=<function reshape at 0x7fb1ce140040>), 'second_scale': RobustScaler(copy=False)}",0.07312135298980527,0.07312135298980527,0.0,2,0.962745369768245
0,3419.0026319026947,0.0,7.860444784164429,0.0,polynomial,passthrough,passthrough,HistGradientBoostingRegressor,,FunctionTransformer(func=<function reshape at 0x7fb1ce140040>),passthrough,0.0,0.05,0.1,63.0,20.0,"{'feature_map': FunctionTransformer(func=<function polynomial at 0x7fb1ce0fb420>), 'first_scale': 'passthrough', 'frequency': 'passthrough', 'model': HistGradientBoostingRegressor(early_stopping=True, max_iter=300,
                              n_iter_no_change=15, random_state=42,
                              scoring=None), 'model__l2_regularization': 0.0, 'model__learning_rate': 0.05, 'model__max_features': 0.1, 'model__max_leaf_nodes': 63, 'model__min_samples_leaf': 20, 'reshape': FunctionTransformer(func=<function reshape at 0x7fb1ce140040>), 'second_scale': 'passthrough'}",0.09067276080597542,0.09067276080597542,0.0,1,0.9535865137437843
1,3283.091423034668,0.0,11.852401733398438,0.0,polynomial,passthrough,power_phase,HistGradientBoostingRegressor,,FunctionTransformer(func=<function reshape at 0x7fb1ce140040>),passthrough,0.001,0.05,0.1,63.0,20.0,"{'feature_map': FunctionTransformer(func=<function polynomial at 0x7fb1ce0fb420>), 'first_scale': 'passthrough', 'frequency': FunctionTransformer(func=<function power_phase at 0x7fb1ce0fb920>), 'model': HistGradientBoostingRegressor(early_stopping=True, max_iter=300,
                              n_iter_no_change=15, random_state=42,
                              scoring=None), 'model__l2_regularization': 0.001, 'model__learning_rate': 0.05, 'model__max_features': 0.1, 'model__max_leaf_nodes': 63, 'model__min_samples_leaf': 20, 'reshape': FunctionTransformer(func=<function reshape at 0x7fb1ce140040>), 'second_scale': 'passthrough'}",0.08376492706904404,0.08376492706904404,0.0,2,0.957201688742219
0,497.7046184539795,0.0,4.365795135498047,0.0,polynomial,passthrough,passthrough,Ridge,1e-08,FunctionTransformer(func=<function reshape at 0x7fb1ce140040>),RobustScaler(copy=False),,,,,,"{'feature_map': FunctionTransformer(func=<function polynomial at 0x7fb1ce0fb420>), 'first_scale': 'passthrough', 'frequency': 'passthrough', 'model': Ridge(solver='lsqr'), 'model__alpha': 1e-08, 'reshape': FunctionTransformer(func=<function reshape at 0x7fb1ce140040>), 'second_scale': RobustScaler(copy=False)}",-2.3871597268797338,-2.3871597268797338,0.0,2,1.840423790022215
1,2384.299397468567,0.0,6.712921142578125,0.0,polynomial,passthrough,passthrough,HistGradientBoostingRegressor,,FunctionTransformer(func=<function reshape at 0x7fb1ce140040>),RobustScaler(copy=False),0.001,0.05,0.05,31.0,20.0,"{'feature_map': FunctionTransformer(func=<function polynomial at 0x7fb1ce0fb420>), 'first_scale': 'passthrough', 'frequency': 'passthrough', 'model': HistGradientBoostingRegressor(early_stopping=True, max_iter=300,
                              n_iter_no_change=15, random_state=42,
                              scoring=None), 'model__l2_regularization': 0.001, 'model__learning_rate': 0.05, 'model__max_features': 0.05, 'model__max_leaf_nodes': 31, 'model__min_samples_leaf': 20, 'reshape': FunctionTransformer(func=<function reshape at 0x7fb1ce140040>), 'second_scale': RobustScaler(copy=False)}",0.09292112579676659,0.09292112579676659,0.0,1,0.9524068847941165
0,1764.3539397716522,0.0,5.584195852279663,0.0,polynomial,passthrough,passthrough,HistGradientBoostingRegressor,,FunctionTransformer(func=<function reshape at 0x7fb1ce140040>),passthrough,0.0,0.05,0.2,31.0,20.0,"{'feature_map': FunctionTransformer(func=<function polynomial at 0x7fb1ce0fb420>), 'first_scale': 'passthrough', 'frequency': 'passthrough', 'model': HistGradientBoostingRegressor(early_stopping=True, max_iter=300,
                              n_iter_no_change=15, random_state=42,
                              scoring=None), 'model__l2_regularization': 0.0, 'model__learning_rate': 0.05, 'model__max_features': 0.2, 'model__max_leaf_nodes': 31, 'model__min_samples_leaf': 20, 'reshape': FunctionTransformer(func=<function reshape at 0x7fb1ce140040>), 'second_scale': 'passthrough'}",0.09281944039463319,0.09281944039463319,0.0,1,0.9524602666806458
1,1648.2699143886566,0.0,8.74539566040039,0.0,polynomial,passthrough,power_phase,HistGradientBoostingRegressor,,FunctionTransformer(func=<function reshape at 0x7fb1ce140040>),passthrough,0.001,0.05,0.2,31.0,20.0,"{'feature_map': FunctionTransformer(func=<function polynomial at 0x7fb1ce0fb420>), 'first_scale': 'passthrough', 'frequency': FunctionTransformer(func=<function power_phase at 0x7fb1ce0fb920>), 'model': HistGradientBoostingRegressor(early_stopping=True, max_iter=300,
                              n_iter_no_change=15, random_state=42,
                              scoring=None), 'model__l2_regularization': 0.001, 'model__learning_rate': 0.05, 'model__max_features': 0.2, 'model__max_leaf_nodes': 31, 'model__min_samples_leaf': 20, 'reshape': FunctionTransformer(func=<function reshape at 0x7fb1ce140040>), 'second_scale': 'passthrough'}",0.08946826824265663,0.08946826824265663,0.0,2,0.9542178638850477
0,2798.750940799713,0.0,8.66657042503357,0.0,polynomial,passthrough,passthrough,HistGradientBoostingRegressor,,FunctionTransformer(func=<function reshape at 0x7fb1ce140040>),RobustScaler(copy=False),0.0,0.05,0.05,31.0,20.0,"{'feature_map': FunctionTransformer(func=<function polynomial at 0x7fb1ce0fb420>), 'first_scale': 'passthrough', 'frequency': 'passthrough', 'model': HistGradientBoostingRegressor(early_stopping=True, max_iter=300,
                              n_iter_no_change=15, random_state=42,
                              scoring=None), 'model__l2_regularization': 0.0, 'model__learning_rate': 0.05, 'model__max_features': 0.05, 'model__max_leaf_nodes': 31, 'model__min_samples_leaf': 20, 'reshape': FunctionTransformer(func=<function reshape at 0x7fb1ce140040>), 'second_scale': RobustScaler(copy=False)}",0.09291492604466045,0.09291492604466045,0.0,1,0.9524101395697862
1,2641.4475367069244,0.0,13.774872779846191,0.0,polynomial,passthrough,power_phase,HistGradientBoostingRegressor,,FunctionTransformer(func=<function reshape at 0x7fb1ce140040>),RobustScaler(copy=False),0.001,0.05,0.05,31.0,20.0,"{'feature_map': FunctionTransformer(func=<function polynomial at 0x7fb1ce0fb420>), 'first_scale': 'passthrough', 'frequency': FunctionTransformer(func=<function power_phase at 0x7fb1ce0fb920>), 'model': HistGradientBoostingRegressor(early_stopping=True, max_iter=300,
                              n_iter_no_change=15, random_state=42,
                              scoring=None), 'model__l2_regularization': 0.001, 'model__learning_rate': 0.05, 'model__max_features': 0.05, 'model__max_leaf_nodes': 31, 'model__min_samples_leaf': 20, 'reshape': FunctionTransformer(func=<function reshape at 0x7fb1ce140040>), 'second_scale': RobustScaler(copy=False)}",0.08793355273026349,0.08793355273026349,0.0,2,0.9550216998946864
0,2278.7757449150085,0.0,7.563352108001709,0.0,polynomial,passthrough,passthrough,HistGradientBoostingRegressor,,FunctionTransformer(func=<function reshape at 0x7fb1ce140040>),passthrough,0.0,0.05,0.05,31.0,20.0,"{'feature_map': FunctionTransformer(func=<function polynomial at 0x7fb1ce0fb420>), 'first_scale': 'passthrough', 'frequency': 'passthrough', 'model': HistGradientBoostingRegressor(early_stopping=True, max_iter=300,
                              n_iter_no_change=15, random_state=42,
                              scoring=None), 'model__l2_regularization': 0.0, 'model__learning_rate': 0.05, 'model__max_features': 0.05, 'model__max_leaf_nodes': 31, 'model__min_samples_leaf': 20, 'reshape': FunctionTransformer(func=<function reshape at 0x7fb1ce140040>), 'second_scale': 'passthrough'}",0.09193598703330952,0.09193598703330952,0.0,1,0.952923928216041
1,2217.32057929039,0.0,11.149047374725342,0.0,polynomial,passthrough,power_phase,HistGradientBoostingRegressor,,FunctionTransformer(func=<function reshape at 0x7fb1ce140040>),passthrough,0.001,0.05,0.05,31.0,20.0,"{'feature_map': FunctionTransformer(func=<function polynomial at 0x7fb1ce0fb420>), 'first_scale': 'passthrough', 'frequency': FunctionTransformer(func=<function power_phase at 0x7fb1ce0fb920>), 'model': HistGradientBoostingRegressor(early_stopping=True, max_iter=300,
                              n_iter_no_change=15, random_state=42,
                              scoring=None), 'model__l2_regularization': 0.001, 'model__learning_rate': 0.05, 'model__max_features': 0.05, 'model__max_leaf_nodes': 31, 'model__min_samples_leaf': 20, 'reshape': FunctionTransformer(func=<function reshape at 0x7fb1ce140040>), 'second_scale': 'passthrough'}",0.08579245491851117,0.08579245491851117,0.0,2,0.9561420109384844
0,345.34394216537476,0.0,2.475058078765869,0.0,polynomial,passthrough,passthrough,Ridge,0.0002310129700083158,FunctionTransformer(func=<function reshape at 0x7fb1ce140040>),passthrough,,,,,,"{'feature_map': FunctionTransformer(func=<function polynomial at 0x7fb1ce0fb420>), 'first_scale': 'passthrough', 'frequency': 'passthrough', 'model': Ridge(solver='lsqr'), 'model__alpha': 0.0002310129700083158, 'reshape': FunctionTransformer(func=<function reshape at 0x7fb1ce140040>), 'second_scale': 'passthrough'}",-9.366105650370827,-9.366105650370827,0.0,2,3.2196437148185866
1,2407.4480736255646,0.0,5.067956447601318,0.0,polynomial,passthrough,passthrough,HistGradientBoostingRegressor,,FunctionTransformer(func=<function reshape at 0x7fb1ce140040>),passthrough,0.001,0.05,0.1,63.0,20.0,"{'feature_map': FunctionTransformer(func=<function polynomial at 0x7fb1ce0fb420>), 'first_scale': 'passthrough', 'frequency': 'passthrough', 'model': HistGradientBoostingRegressor(early_stopping=True, max_iter=300,
                              n_iter_no_change=15, random_state=42,
                              scoring=None), 'model__l2_regularization': 0.001, 'model__learning_rate': 0.05, 'model__max_features': 0.1, 'model__max_leaf_nodes': 63, 'model__min_samples_leaf': 20, 'reshape': FunctionTransformer(func=<function reshape at 0x7fb1ce140040>), 'second_scale': 'passthrough'}",0.09186797148725556,0.09186797148725556,0.0,1,0.9529596153629725
0,58.34802484512329,0.0,1.8079779148101807,0.0,polynomial,passthrough,passthrough,Ridge,5.3366992312063015,FunctionTransformer(func=<function reshape at 0x7fb1ce140040>),passthrough,,,,,,"{'feature_map': FunctionTransformer(func=<function polynomial at 0x7fb1ce0fb420>), 'first_scale': 'passthrough', 'frequency': 'passthrough', 'model': Ridge(solver='lsqr'), 'model__alpha': 5.3366992312063015, 'reshape': FunctionTransformer(func=<function reshape at 0x7fb1ce140040>), 'second_scale': 'passthrough'}",-0.007829273765565858,-0.007829273765565858,0.0,2,1.003907004540543
1,1316.5623271465302,0.0,4.220442295074463,0.0,polynomial,passthrough,passthrough,HistGradientBoostingRegressor,,FunctionTransformer(func=<function reshape at 0x7fb1ce140040>),passthrough,0.001,0.1,0.05,31.0,20.0,"{'feature_map': FunctionTransformer(func=<function polynomial at 0x7fb1ce0fb420>), 'first_scale': 'passthrough', 'frequency': 'passthrough', 'model': HistGradientBoostingRegressor(early_stopping=True, max_iter=300,
                              n_iter_no_change=15, random_state=42,
                              scoring=None), 'model__l2_regularization': 0.001, 'model__learning_rate': 0.1, 'model__max_features': 0.05, 'model__max_leaf_nodes': 31, 'model__min_samples_leaf': 20, 'reshape': FunctionTransformer(func=<function reshape at 0x7fb1ce140040>), 'second_scale': 'passthrough'}",0.08623704642988828,0.08623704642988828,0.0,1,0.9559094902605119
0,2646.343985557556,0.0,8.683840990066528,0.0,polynomial,passthrough,passthrough,HistGradientBoostingRegressor,,FunctionTransformer(func=<function reshape at 0x7fb1ce140040>),RobustScaler(copy=False),0.0,0.05,0.1,31.0,20.0,"{'feature_map': FunctionTransformer(func=<function polynomial at 0x7fb1ce0fb420>), 'first_scale': 'passthrough', 'frequency': 'passthrough', 'model': HistGradientBoostingRegressor(early_stopping=True, max_iter=300,
                              n_iter_no_change=15, random_state=42,
                              scoring=None), 'model__l2_regularization': 0.0, 'model__learning_rate': 0.05, 'model__max_features': 0.1, 'model__max_leaf_nodes': 31, 'model__min_samples_leaf': 20, 'reshape': FunctionTransformer(func=<function reshape at 0x7fb1ce140040>), 'second_scale': RobustScaler(copy=False)}",0.0915635532984087,0.0915635532984087,0.0,1,0.9531193244822976
1,2489.933002471924,0.0,11.872007846832275,0.0,polynomial,passthrough,power_phase,HistGradientBoostingRegressor,,FunctionTransformer(func=<function reshape at 0x7fb1ce140040>),RobustScaler(copy=False),0.001,0.05,0.1,31.0,20.0,"{'feature_map': FunctionTransformer(func=<function polynomial at 0x7fb1ce0fb420>), 'first_scale': 'passthrough', 'frequency': FunctionTransformer(func=<function power_phase at 0x7fb1ce0fb920>), 'model': HistGradientBoostingRegressor(early_stopping=True, max_iter=300,
                              n_iter_no_change=15, random_state=42,
                              scoring=None), 'model__l2_regularization': 0.001, 'model__learning_rate': 0.05, 'model__max_features': 0.1, 'model__max_leaf_nodes': 31, 'model__min_samples_leaf': 20, 'reshape': FunctionTransformer(func=<function reshape at 0x7fb1ce140040>), 'second_scale': RobustScaler(copy=False)}",0.08942956945134195,0.08942956945134195,0.0,2,0.954238141424172
0,459.3228759765625,0.0,3.470280647277832,0.0,polynomial,passthrough,passthrough,Ridge,5.3366992312063015,FunctionTransformer(func=<function reshape at 0x7fb1ce140040>),RobustScaler(copy=False),,,,,,"{'feature_map': FunctionTransformer(func=<function polynomial at 0x7fb1ce0fb420>), 'first_scale': 'passthrough', 'frequency': 'passthrough', 'model': Ridge(solver='lsqr'), 'model__alpha': 5.3366992312063015, 'reshape': FunctionTransformer(func=<function reshape at 0x7fb1ce140040>), 'second_scale': RobustScaler(copy=False)}",-2.3871597268797338,-2.3871597268797338,0.0,2,1.840423790022215
1,1570.1455359458923,0.0,5.641124963760376,0.0,polynomial,passthrough,passthrough,HistGradientBoostingRegressor,,FunctionTransformer(func=<function reshape at 0x7fb1ce140040>),RobustScaler(copy=False),0.001,0.1,0.05,31.0,20.0,"{'feature_map': FunctionTransformer(func=<function polynomial at 0x7fb1ce0fb420>), 'first_scale': 'passthrough', 'frequency': 'passthrough', 'model': HistGradientBoostingRegressor(early_stopping=True, max_iter=300,
                              n_iter_no_change=15, random_state=42,
                              scoring=None), 'model__l2_regularization': 0.001, 'model__learning_rate': 0.1, 'model__max_features': 0.05, 'model__max_leaf_nodes': 31, 'model__min_samples_leaf': 20, 'reshape': FunctionTransformer(func=<function reshape at 0x7fb1ce140040>), 'second_scale': RobustScaler(copy=False)}",0.0846372228150083,0.0846372228150083,0.0,1,0.9567459313657893
0,2132.570051431656,0.0,7.430630207061768,0.0,polynomial,passthrough,passthrough,HistGradientBoostingRegressor,,FunctionTransformer(func=<function reshape at 0x7fb1ce140040>),RobustScaler(copy=False),0.0,0.05,0.2,31.0,20.0,"{'feature_map': FunctionTransformer(func=<function polynomial at 0x7fb1ce0fb420>), 'first_scale': 'passthrough', 'frequency': 'passthrough', 'model': HistGradientBoostingRegressor(early_stopping=True, max_iter=300,
                              n_iter_no_change=15, random_state=42,
                              scoring=None), 'model__l2_regularization': 0.0, 'model__learning_rate': 0.05, 'model__max_features': 0.2, 'model__max_leaf_nodes': 31, 'model__min_samples_leaf': 20, 'reshape': FunctionTransformer(func=<function reshape at 0x7fb1ce140040>), 'second_scale': RobustScaler(copy=False)}",0.0920007573207906,0.0920007573207906,0.0,1,0.9528899425847717
1,2019.6228885650635,0.0,10.629463195800781,0.0,polynomial,passthrough,power_phase,HistGradientBoostingRegressor,,FunctionTransformer(func=<function reshape at 0x7fb1ce140040>),RobustScaler(copy=False),0.001,0.05,0.2,31.0,20.0,"{'feature_map': FunctionTransformer(func=<function polynomial at 0x7fb1ce0fb420>), 'first_scale': 'passthrough', 'frequency': FunctionTransformer(func=<function power_phase at 0x7fb1ce0fb920>), 'model': HistGradientBoostingRegressor(early_stopping=True, max_iter=300,
                              n_iter_no_change=15, random_state=42,
                              scoring=None), 'model__l2_regularization': 0.001, 'model__learning_rate': 0.05, 'model__max_features': 0.2, 'model__max_leaf_nodes': 31, 'model__min_samples_leaf': 20, 'reshape': FunctionTransformer(func=<function reshape at 0x7fb1ce140040>), 'second_scale': RobustScaler(copy=False)}",0.08591125789781984,0.08591125789781984,0.0,2,0.9560798826992335
0,1493.6853444576263,0.0,5.162716627120972,0.0,polynomial,passthrough,passthrough,HistGradientBoostingRegressor,,FunctionTransformer(func=<function reshape at 0x7fb1ce140040>),passthrough,0.0,0.1,0.1,31.0,20.0,"{'feature_map': FunctionTransformer(func=<function polynomial at 0x7fb1ce0fb420>), 'first_scale': 'passthrough', 'frequency': 'passthrough', 'model': HistGradientBoostingRegressor(early_stopping=True, max_iter=300,
                              n_iter_no_change=15, random_state=42,
                              scoring=None), 'model__l2_regularization': 0.0, 'model__learning_rate': 0.1, 'model__max_features': 0.1, 'model__max_leaf_nodes': 31, 'model__min_samples_leaf': 20, 'reshape': FunctionTransformer(func=<function reshape at 0x7fb1ce140040>), 'second_scale': 'passthrough'}",0.08713293179345538,0.08713293179345538,0.0,1,0.9554407716894567
1,1532.5267412662506,0.0,8.467809438705444,0.0,polynomial,passthrough,power_phase,HistGradientBoostingRegressor,,FunctionTransformer(func=<function reshape at 0x7fb1ce140040>),passthrough,0.001,0.1,0.1,31.0,20.0,"{'feature_map': FunctionTransformer(func=<function polynomial at 0x7fb1ce0fb420>), 'first_scale': 'passthrough', 'frequency': FunctionTransformer(func=<function power_phase at 0x7fb1ce0fb920>), 'model': HistGradientBoostingRegressor(early_stopping=True, max_iter=300,
                              n_iter_no_change=15, random_state=42,
                              scoring=None), 'model__l2_regularization': 0.001, 'model__learning_rate': 0.1, 'model__max_features': 0.1, 'model__max_leaf_nodes': 31, 'model__min_samples_leaf': 20, 'reshape': FunctionTransformer(func=<function reshape at 0x7fb1ce140040>), 'second_scale': 'passthrough'}",0.07655660163730427,0.07655660163730427,0.0,2,0.9609596236901401
0,568.7309589385986,0.0,3.6964118480682373,0.0,polynomial,passthrough,passthrough,Ridge,2.848035868435805e-07,FunctionTransformer(func=<function reshape at 0x7fb1ce140040>),RobustScaler(copy=False),,,,,,"{'feature_map': FunctionTransformer(func=<function polynomial at 0x7fb1ce0fb420>), 'first_scale': 'passthrough', 'frequency': 'passthrough', 'model': Ridge(solver='lsqr'), 'model__alpha': 2.848035868435805e-07, 'reshape': FunctionTransformer(func=<function reshape at 0x7fb1ce140040>), 'second_scale': RobustScaler(copy=False)}",-2.3871597268797338,-2.3871597268797338,0.0,2,1.840423790022215
1,2502.7031433582306,0.0,6.27764892578125,0.0,polynomial,passthrough,passthrough,HistGradientBoostingRegressor,,FunctionTransformer(func=<function reshape at 0x7fb1ce140040>),RobustScaler(copy=False),0.001,0.05,0.05,63.0,20.0,"{'feature_map': FunctionTransformer(func=<function polynomial at 0x7fb1ce0fb420>), 'first_scale': 'passthrough', 'frequency': 'passthrough', 'model': HistGradientBoostingRegressor(early_stopping=True, max_iter=300,
                              n_iter_no_change=15, random_state=42,
                              scoring=None), 'model__l2_regularization': 0.001, 'model__learning_rate': 0.05, 'model__max_features': 0.05, 'model__max_leaf_nodes': 63, 'model__min_samples_leaf': 20, 'reshape': FunctionTransformer(func=<function reshape at 0x7fb1ce140040>), 'second_scale': RobustScaler(copy=False)}",0.09342549223865593,0.09342549223865593,0.0,1,0.9521420628043612
