,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_feature_map,param_first_scale,param_frequency,param_model,param_model__alpha,param_reshape,param_second_scale,param_model__l2_regularization,param_model__learning_rate,param_model__max_features,param_model__max_leaf_nodes,param_model__min_samples_leaf,params,split0_test_score,mean_test_score,std_test_score,rank_test_score,nrmse
1,2113.0794315338135,0.0,10.126868486404419,0.0,polynomial,passthrough,power_phase,HistGradientBoostingRegressor,,FunctionTransformer(func=<function reshape at 0x7fb1ce140040>),RobustScaler(copy=False),0.001,0.1,0.1,63.0,20.0,"{'feature_map': FunctionTransformer(func=<function polynomial at 0x7fb1ce0fb420>), 'first_scale': 'passthrough', 'frequency': FunctionTransformer(func=<function power_phase at 0x7fb1ce0fb920>), 'model': HistGradientBoostingRegressor(early_stopping=True, max_iter=300,
                              n_iter_no_change=15, random_state=42,
                              scoring=None), 'model__l2_regularization': 0.001, 'model__learning_rate': 0.1, 'model__max_features': 0.1, 'model__max_leaf_nodes': 63, 'model__min_samples_leaf': 20, 'reshape': FunctionTransformer(func=<function reshape at 0x7fb1ce140040>), 'second_scale': RobustScaler(copy=False)}",0.0715682456605925,0.0715682456605925,0.0,2,0.9635516355335647
0,758.9545166492462,0.0,11.697490692138672,0.0,polynomial,passthrough,power_phase,Ridge,2.848035868435805e-07,FunctionTransformer(func=<function reshape at 0x7fb1ce140040>),passthrough,,,,,,"{'feature_map': FunctionTransformer(func=<function polynomial at 0x7fb1ce0fb420>), 'first_scale': 'passthrough', 'frequency': FunctionTransformer(func=<function power_phase at 0x7fb1ce0fb920>), 'model': Ridge(solver='lsqr'), 'model__alpha': 2.848035868435805e-07, 'reshape': FunctionTransformer(func=<function reshape at 0x7fb1ce140040>), 'second_scale': 'passthrough'}",-0.2960974249811972,-0.2960974249811972,0.0,2,1.1384627464178163
1,4682.436701536179,0.0,14.95911693572998,0.0,polynomial,passthrough,power_phase,HistGradientBoostingRegressor,,FunctionTransformer(func=<function reshape at 0x7fb1ce140040>),passthrough,0.0,0.05,0.05,63.0,20.0,"{'feature_map': FunctionTransformer(func=<function polynomial at 0x7fb1ce0fb420>), 'first_scale': 'passthrough', 'frequency': FunctionTransformer(func=<function power_phase at 0x7fb1ce0fb920>), 'model': HistGradientBoostingRegressor(early_stopping=True, max_iter=300,
                              n_iter_no_change=15, random_state=42,
                              scoring=None), 'model__l2_regularization': 0.0, 'model__learning_rate': 0.05, 'model__max_features': 0.05, 'model__max_leaf_nodes': 63, 'model__min_samples_leaf': 20, 'reshape': FunctionTransformer(func=<function reshape at 0x7fb1ce140040>), 'second_scale': 'passthrough'}",0.08532824110815607,0.08532824110815607,0.0,1,0.9563847337195653
0,3117.356563091278,0.0,7.572183847427368,0.0,polynomial,passthrough,passthrough,HistGradientBoostingRegressor,,FunctionTransformer(func=<function reshape at 0x7fb1ce140040>),RobustScaler(copy=False),0.0,0.05,0.2,63.0,20.0,"{'feature_map': FunctionTransformer(func=<function polynomial at 0x7fb1ce0fb420>), 'first_scale': 'passthrough', 'frequency': 'passthrough', 'model': HistGradientBoostingRegressor(early_stopping=True, max_iter=300,
                              n_iter_no_change=15, random_state=42,
                              scoring=None), 'model__l2_regularization': 0.0, 'model__learning_rate': 0.05, 'model__max_features': 0.2, 'model__max_leaf_nodes': 63, 'model__min_samples_leaf': 20, 'reshape': FunctionTransformer(func=<function reshape at 0x7fb1ce140040>), 'second_scale': RobustScaler(copy=False)}",0.08974498260943298,0.08974498260943298,0.0,1,0.9540728574855104
1,2979.7938883304596,0.0,10.795165777206421,0.0,polynomial,passthrough,power_phase,HistGradientBoostingRegressor,,FunctionTransformer(func=<function reshape at 0x7fb1ce140040>),RobustScaler(copy=False),0.001,0.05,0.2,63.0,20.0,"{'feature_map': FunctionTransformer(func=<function polynomial at 0x7fb1ce0fb420>), 'first_scale': 'passthrough', 'frequency': FunctionTransformer(func=<function power_phase at 0x7fb1ce0fb920>), 'model': HistGradientBoostingRegressor(early_stopping=True, max_iter=300,
                              n_iter_no_change=15, random_state=42,
                              scoring=None), 'model__l2_regularization': 0.001, 'model__learning_rate': 0.05, 'model__max_features': 0.2, 'model__max_leaf_nodes': 63, 'model__min_samples_leaf': 20, 'reshape': FunctionTransformer(func=<function reshape at 0x7fb1ce140040>), 'second_scale': RobustScaler(copy=False)}",0.08352151158748544,0.08352151158748544,0.0,2,0.95732882982417
0,606.0396478176117,0.0,7.7203688621521,0.0,polynomial,passthrough,power_phase,Ridge,123284.67394420685,FunctionTransformer(func=<function reshape at 0x7fb1ce140040>),RobustScaler(copy=False),,,,,,"{'feature_map': FunctionTransformer(func=<function polynomial at 0x7fb1ce0fb420>), 'first_scale': 'passthrough', 'frequency': FunctionTransformer(func=<function power_phase at 0x7fb1ce0fb920>), 'model': Ridge(solver='lsqr'), 'model__alpha': 123284.67394420685, 'reshape': FunctionTransformer(func=<function reshape at 0x7fb1ce140040>), 'second_scale': RobustScaler(copy=False)}",-0.5021366027828673,-0.5021366027828673,0.0,2,1.2256168254323483
1,2056.4494824409485,0.0,10.0132474899292,0.0,polynomial,passthrough,power_phase,HistGradientBoostingRegressor,,FunctionTransformer(func=<function reshape at 0x7fb1ce140040>),RobustScaler(copy=False),0.0,0.1,0.1,63.0,20.0,"{'feature_map': FunctionTransformer(func=<function polynomial at 0x7fb1ce0fb420>), 'first_scale': 'passthrough', 'frequency': FunctionTransformer(func=<function power_phase at 0x7fb1ce0fb920>), 'model': HistGradientBoostingRegressor(early_stopping=True, max_iter=300,
                              n_iter_no_change=15, random_state=42,
                              scoring=None), 'model__l2_regularization': 0.0, 'model__learning_rate': 0.1, 'model__max_features': 0.1, 'model__max_leaf_nodes': 63, 'model__min_samples_leaf': 20, 'reshape': FunctionTransformer(func=<function reshape at 0x7fb1ce140040>), 'second_scale': RobustScaler(copy=False)}",0.07553346172856135,0.07553346172856135,0.0,1,0.9614918295396163
0,1950.2344999313354,0.0,7.108903884887695,0.0,polynomial,passthrough,passthrough,HistGradientBoostingRegressor,,FunctionTransformer(func=<function reshape at 0x7fb1ce140040>),RobustScaler(copy=False),0.0,0.1,0.1,31.0,20.0,"{'feature_map': FunctionTransformer(func=<function polynomial at 0x7fb1ce0fb420>), 'first_scale': 'passthrough', 'frequency': 'passthrough', 'model': HistGradientBoostingRegressor(early_stopping=True, max_iter=300,
                              n_iter_no_change=15, random_state=42,
                              scoring=None), 'model__l2_regularization': 0.0, 'model__learning_rate': 0.1, 'model__max_features': 0.1, 'model__max_leaf_nodes': 31, 'model__min_samples_leaf': 20, 'reshape': FunctionTransformer(func=<function reshape at 0x7fb1ce140040>), 'second_scale': RobustScaler(copy=False)}",0.08475787851097616,0.08475787851097616,0.0,1,0.9566828740439665
1,1441.5725252628326,0.0,9.763405799865723,0.0,polynomial,passthrough,power_phase,HistGradientBoostingRegressor,,FunctionTransformer(func=<function reshape at 0x7fb1ce140040>),RobustScaler(copy=False),0.001,0.1,0.1,31.0,20.0,"{'feature_map': FunctionTransformer(func=<function polynomial at 0x7fb1ce0fb420>), 'first_scale': 'passthrough', 'frequency': FunctionTransformer(func=<function power_phase at 0x7fb1ce0fb920>), 'model': HistGradientBoostingRegressor(early_stopping=True, max_iter=300,
                              n_iter_no_change=15, random_state=42,
                              scoring=None), 'model__l2_regularization': 0.001, 'model__learning_rate': 0.1, 'model__max_features': 0.1, 'model__max_leaf_nodes': 31, 'model__min_samples_leaf': 20, 'reshape': FunctionTransformer(func=<function reshape at 0x7fb1ce140040>), 'second_scale': RobustScaler(copy=False)}",0.07529785676819634,0.07529785676819634,0.0,2,0.9616143422556694
0,689.1014268398285,0.0,3.4510796070098877,0.0,polynomial,passthrough,passthrough,Ridge,0.0002310129700083158,FunctionTransformer(func=<function reshape at 0x7fb1ce140040>),RobustScaler(copy=False),,,,,,"{'feature_map': FunctionTransformer(func=<function polynomial at 0x7fb1ce0fb420>), 'first_scale': 'passthrough', 'frequency': 'passthrough', 'model': Ridge(solver='lsqr'), 'model__alpha': 0.0002310129700083158, 'reshape': FunctionTransformer(func=<function reshape at 0x7fb1ce140040>), 'second_scale': RobustScaler(copy=False)}",-2.3871597268797338,-2.3871597268797338,0.0,2,1.840423790022215
1,2448.0086681842804,0.0,6.153757095336914,0.0,polynomial,passthrough,passthrough,HistGradientBoostingRegressor,,FunctionTransformer(func=<function reshape at 0x7fb1ce140040>),RobustScaler(copy=False),0.001,0.05,0.1,63.0,20.0,"{'feature_map': FunctionTransformer(func=<function polynomial at 0x7fb1ce0fb420>), 'first_scale': 'passthrough', 'frequency': 'passthrough', 'model': HistGradientBoostingRegressor(early_stopping=True, max_iter=300,
                              n_iter_no_change=15, random_state=42,
                              scoring=None), 'model__l2_regularization': 0.001, 'model__learning_rate': 0.05, 'model__max_features': 0.1, 'model__max_leaf_nodes': 63, 'model__min_samples_leaf': 20, 'reshape': FunctionTransformer(func=<function reshape at 0x7fb1ce140040>), 'second_scale': RobustScaler(copy=False)}",0.09584064414484372,0.09584064414484372,0.0,1,0.9508729441177493
0,464.3954086303711,0.0,3.4840807914733887,0.0,polynomial,passthrough,passthrough,Ridge,0.18738174228603868,FunctionTransformer(func=<function reshape at 0x7fb1ce140040>),RobustScaler(copy=False),,,,,,"{'feature_map': FunctionTransformer(func=<function polynomial at 0x7fb1ce0fb420>), 'first_scale': 'passthrough', 'frequency': 'passthrough', 'model': Ridge(solver='lsqr'), 'model__alpha': 0.18738174228603868, 'reshape': FunctionTransformer(func=<function reshape at 0x7fb1ce140040>), 'second_scale': RobustScaler(copy=False)}",-2.3871597268797338,-2.3871597268797338,0.0,2,1.840423790022215
1,2426.317833662033,0.0,5.969752311706543,0.0,polynomial,passthrough,passthrough,HistGradientBoostingRegressor,,FunctionTransformer(func=<function reshape at 0x7fb1ce140040>),RobustScaler(copy=False),0.001,0.05,0.2,63.0,20.0,"{'feature_map': FunctionTransformer(func=<function polynomial at 0x7fb1ce0fb420>), 'first_scale': 'passthrough', 'frequency': 'passthrough', 'model': HistGradientBoostingRegressor(early_stopping=True, max_iter=300,
                              n_iter_no_change=15, random_state=42,
                              scoring=None), 'model__l2_regularization': 0.001, 'model__learning_rate': 0.05, 'model__max_features': 0.2, 'model__max_leaf_nodes': 63, 'model__min_samples_leaf': 20, 'reshape': FunctionTransformer(func=<function reshape at 0x7fb1ce140040>), 'second_scale': RobustScaler(copy=False)}",0.09127119272773365,0.09127119272773365,0.0,1,0.9532726825375132
0,128.7707326412201,0.0,5.2741100788116455,0.0,polynomial,passthrough,power_phase,Ridge,3511191.7342151417,FunctionTransformer(func=<function reshape at 0x7fb1ce140040>),passthrough,,,,,,"{'feature_map': FunctionTransformer(func=<function polynomial at 0x7fb1ce0fb420>), 'first_scale': 'passthrough', 'frequency': FunctionTransformer(func=<function power_phase at 0x7fb1ce0fb920>), 'model': Ridge(solver='lsqr'), 'model__alpha': 3511191.7342151417, 'reshape': FunctionTransformer(func=<function reshape at 0x7fb1ce140040>), 'second_scale': 'passthrough'}",0.04188914562813428,0.04188914562813428,0.0,2,0.9788313717754789
1,1379.1058909893036,0.0,8.634844541549683,0.0,polynomial,passthrough,power_phase,HistGradientBoostingRegressor,,FunctionTransformer(func=<function reshape at 0x7fb1ce140040>),passthrough,0.0,0.1,0.2,31.0,20.0,"{'feature_map': FunctionTransformer(func=<function polynomial at 0x7fb1ce0fb420>), 'first_scale': 'passthrough', 'frequency': FunctionTransformer(func=<function power_phase at 0x7fb1ce0fb920>), 'model': HistGradientBoostingRegressor(early_stopping=True, max_iter=300,
                              n_iter_no_change=15, random_state=42,
                              scoring=None), 'model__l2_regularization': 0.0, 'model__learning_rate': 0.1, 'model__max_features': 0.2, 'model__max_leaf_nodes': 31, 'model__min_samples_leaf': 20, 'reshape': FunctionTransformer(func=<function reshape at 0x7fb1ce140040>), 'second_scale': 'passthrough'}",0.07427461240211475,0.07427461240211475,0.0,1,0.9621462402347604
0,552.553703546524,0.0,6.840413808822632,0.0,polynomial,passthrough,power_phase,Ridge,8.111308307896873e-06,FunctionTransformer(func=<function reshape at 0x7fb1ce140040>),RobustScaler(copy=False),,,,,,"{'feature_map': FunctionTransformer(func=<function polynomial at 0x7fb1ce0fb420>), 'first_scale': 'passthrough', 'frequency': FunctionTransformer(func=<function power_phase at 0x7fb1ce0fb920>), 'model': Ridge(solver='lsqr'), 'model__alpha': 8.111308307896873e-06, 'reshape': FunctionTransformer(func=<function reshape at 0x7fb1ce140040>), 'second_scale': RobustScaler(copy=False)}",-0.5021366027828673,-0.5021366027828673,0.0,2,1.2256168254323483
1,1910.7744302749634,0.0,9.904603242874146,0.0,polynomial,passthrough,power_phase,HistGradientBoostingRegressor,,FunctionTransformer(func=<function reshape at 0x7fb1ce140040>),RobustScaler(copy=False),0.0,0.05,0.1,31.0,20.0,"{'feature_map': FunctionTransformer(func=<function polynomial at 0x7fb1ce0fb420>), 'first_scale': 'passthrough', 'frequency': FunctionTransformer(func=<function power_phase at 0x7fb1ce0fb920>), 'model': HistGradientBoostingRegressor(early_stopping=True, max_iter=300,
                              n_iter_no_change=15, random_state=42,
                              scoring=None), 'model__l2_regularization': 0.0, 'model__learning_rate': 0.05, 'model__max_features': 0.1, 'model__max_leaf_nodes': 31, 'model__min_samples_leaf': 20, 'reshape': FunctionTransformer(func=<function reshape at 0x7fb1ce140040>), 'second_scale': RobustScaler(copy=False)}",0.08764434619791972,0.08764434619791972,0.0,1,0.9551731014858408
0,1487.7747189998627,0.0,5.2784810066223145,0.0,polynomial,passthrough,passthrough,HistGradientBoostingRegressor,,FunctionTransformer(func=<function reshape at 0x7fb1ce140040>),passthrough,0.0,0.1,0.2,31.0,20.0,"{'feature_map': FunctionTransformer(func=<function polynomial at 0x7fb1ce0fb420>), 'first_scale': 'passthrough', 'frequency': 'passthrough', 'model': HistGradientBoostingRegressor(early_stopping=True, max_iter=300,
                              n_iter_no_change=15, random_state=42,
                              scoring=None), 'model__l2_regularization': 0.0, 'model__learning_rate': 0.1, 'model__max_features': 0.2, 'model__max_leaf_nodes': 31, 'model__min_samples_leaf': 20, 'reshape': FunctionTransformer(func=<function reshape at 0x7fb1ce140040>), 'second_scale': 'passthrough'}",0.08761922992867532,0.08761922992867532,0.0,1,0.955186248891453
1,1331.6539442539215,0.0,8.079817295074463,0.0,polynomial,passthrough,power_phase,HistGradientBoostingRegressor,,FunctionTransformer(func=<function reshape at 0x7fb1ce140040>),passthrough,0.001,0.1,0.2,31.0,20.0,"{'feature_map': FunctionTransformer(func=<function polynomial at 0x7fb1ce0fb420>), 'first_scale': 'passthrough', 'frequency': FunctionTransformer(func=<function power_phase at 0x7fb1ce0fb920>), 'model': HistGradientBoostingRegressor(early_stopping=True, max_iter=300,
                              n_iter_no_change=15, random_state=42,
                              scoring=None), 'model__l2_regularization': 0.001, 'model__learning_rate': 0.1, 'model__max_features': 0.2, 'model__max_leaf_nodes': 31, 'model__min_samples_leaf': 20, 'reshape': FunctionTransformer(func=<function reshape at 0x7fb1ce140040>), 'second_scale': 'passthrough'}",0.07321986970725725,0.07321986970725725,0.0,2,0.962694203936402
0,744.6013178825378,0.0,4.153332710266113,0.0,polynomial,passthrough,passthrough,Ridge,0.006579332246575682,FunctionTransformer(func=<function reshape at 0x7fb1ce140040>),RobustScaler(copy=False),,,,,,"{'feature_map': FunctionTransformer(func=<function polynomial at 0x7fb1ce0fb420>), 'first_scale': 'passthrough', 'frequency': 'passthrough', 'model': Ridge(solver='lsqr'), 'model__alpha': 0.006579332246575682, 'reshape': FunctionTransformer(func=<function reshape at 0x7fb1ce140040>), 'second_scale': RobustScaler(copy=False)}",-2.3871597268797338,-2.3871597268797338,0.0,2,1.840423790022215
1,2442.6289031505585,0.0,7.315628290176392,0.0,polynomial,passthrough,passthrough,HistGradientBoostingRegressor,,FunctionTransformer(func=<function reshape at 0x7fb1ce140040>),RobustScaler(copy=False),0.001,0.05,0.2,31.0,20.0,"{'feature_map': FunctionTransformer(func=<function polynomial at 0x7fb1ce0fb420>), 'first_scale': 'passthrough', 'frequency': 'passthrough', 'model': HistGradientBoostingRegressor(early_stopping=True, max_iter=300,
                              n_iter_no_change=15, random_state=42,
                              scoring=None), 'model__l2_regularization': 0.001, 'model__learning_rate': 0.05, 'model__max_features': 0.2, 'model__max_leaf_nodes': 31, 'model__min_samples_leaf': 20, 'reshape': FunctionTransformer(func=<function reshape at 0x7fb1ce140040>), 'second_scale': RobustScaler(copy=False)}",0.09080916838830944,0.09080916838830944,0.0,1,0.9535149876177567
0,781.2225484848022,0.0,3.870682716369629,0.0,polynomial,passthrough,passthrough,Ridge,8.111308307896873e-06,FunctionTransformer(func=<function reshape at 0x7fb1ce140040>),RobustScaler(copy=False),,,,,,"{'feature_map': FunctionTransformer(func=<function polynomial at 0x7fb1ce0fb420>), 'first_scale': 'passthrough', 'frequency': 'passthrough', 'model': Ridge(solver='lsqr'), 'model__alpha': 8.111308307896873e-06, 'reshape': FunctionTransformer(func=<function reshape at 0x7fb1ce140040>), 'second_scale': RobustScaler(copy=False)}",-2.3871597268797338,-2.3871597268797338,0.0,2,1.840423790022215
1,1968.2144002914429,0.0,6.439636468887329,0.0,polynomial,passthrough,passthrough,HistGradientBoostingRegressor,,FunctionTransformer(func=<function reshape at 0x7fb1ce140040>),RobustScaler(copy=False),0.001,0.05,0.1,31.0,20.0,"{'feature_map': FunctionTransformer(func=<function polynomial at 0x7fb1ce0fb420>), 'first_scale': 'passthrough', 'frequency': 'passthrough', 'model': HistGradientBoostingRegressor(early_stopping=True, max_iter=300,
                              n_iter_no_change=15, random_state=42,
                              scoring=None), 'model__l2_regularization': 0.001, 'model__learning_rate': 0.05, 'model__max_features': 0.1, 'model__max_leaf_nodes': 31, 'model__min_samples_leaf': 20, 'reshape': FunctionTransformer(func=<function reshape at 0x7fb1ce140040>), 'second_scale': RobustScaler(copy=False)}",0.09621994457800886,0.09621994457800886,0.0,1,0.9506734746599335
0,525.7092607021332,0.0,3.1607773303985596,0.0,polynomial,passthrough,passthrough,Ridge,8.111308307896873e-06,FunctionTransformer(func=<function reshape at 0x7fb1ce140040>),passthrough,,,,,,"{'feature_map': FunctionTransformer(func=<function polynomial at 0x7fb1ce0fb420>), 'first_scale': 'passthrough', 'frequency': 'passthrough', 'model': Ridge(solver='lsqr'), 'model__alpha': 8.111308307896873e-06, 'reshape': FunctionTransformer(func=<function reshape at 0x7fb1ce140040>), 'second_scale': 'passthrough'}",-20.182560045101347,-20.182560045101347,0.0,2,4.602451525556933
1,1538.0852890014648,0.0,5.520740270614624,0.0,polynomial,passthrough,passthrough,HistGradientBoostingRegressor,,FunctionTransformer(func=<function reshape at 0x7fb1ce140040>),passthrough,0.001,0.05,0.1,31.0,20.0,"{'feature_map': FunctionTransformer(func=<function polynomial at 0x7fb1ce0fb420>), 'first_scale': 'passthrough', 'frequency': 'passthrough', 'model': HistGradientBoostingRegressor(early_stopping=True, max_iter=300,
                              n_iter_no_change=15, random_state=42,
                              scoring=None), 'model__l2_regularization': 0.001, 'model__learning_rate': 0.05, 'model__max_features': 0.1, 'model__max_leaf_nodes': 31, 'model__min_samples_leaf': 20, 'reshape': FunctionTransformer(func=<function reshape at 0x7fb1ce140040>), 'second_scale': 'passthrough'}",0.09364628149921495,0.09364628149921495,0.0,1,0.9520261122998597
0,1854.7677278518677,0.0,5.445220470428467,0.0,polynomial,passthrough,passthrough,HistGradientBoostingRegressor,,FunctionTransformer(func=<function reshape at 0x7fb1ce140040>),passthrough,0.0,0.1,0.05,63.0,20.0,"{'feature_map': FunctionTransformer(func=<function polynomial at 0x7fb1ce0fb420>), 'first_scale': 'passthrough', 'frequency': 'passthrough', 'model': HistGradientBoostingRegressor(early_stopping=True, max_iter=300,
                              n_iter_no_change=15, random_state=42,
                              scoring=None), 'model__l2_regularization': 0.0, 'model__learning_rate': 0.1, 'model__max_features': 0.05, 'model__max_leaf_nodes': 63, 'model__min_samples_leaf': 20, 'reshape': FunctionTransformer(func=<function reshape at 0x7fb1ce140040>), 'second_scale': 'passthrough'}",0.0795774406240769,0.0795774406240769,0.0,1,0.9593865536768394
1,1655.09046459198,0.0,8.774280071258545,0.0,polynomial,passthrough,power_phase,HistGradientBoostingRegressor,,FunctionTransformer(func=<function reshape at 0x7fb1ce140040>),passthrough,0.001,0.1,0.05,63.0,20.0,"{'feature_map': FunctionTransformer(func=<function polynomial at 0x7fb1ce0fb420>), 'first_scale': 'passthrough', 'frequency': FunctionTransformer(func=<function power_phase at 0x7fb1ce0fb920>), 'model': HistGradientBoostingRegressor(early_stopping=True, max_iter=300,
                              n_iter_no_change=15, random_state=42,
                              scoring=None), 'model__l2_regularization': 0.001, 'model__learning_rate': 0.1, 'model__max_features': 0.05, 'model__max_leaf_nodes': 63, 'model__min_samples_leaf': 20, 'reshape': FunctionTransformer(func=<function reshape at 0x7fb1ce140040>), 'second_scale': 'passthrough'}",0.07206753167003555,0.07206753167003555,0.0,2,0.9632925144160337
0,764.4722273349762,0.0,7.341156721115112,0.0,polynomial,passthrough,power_phase,Ridge,151.99110829529332,FunctionTransformer(func=<function reshape at 0x7fb1ce140040>),RobustScaler(copy=False),,,,,,"{'feature_map': FunctionTransformer(func=<function polynomial at 0x7fb1ce0fb420>), 'first_scale': 'passthrough', 'frequency': FunctionTransformer(func=<function power_phase at 0x7fb1ce0fb920>), 'model': Ridge(solver='lsqr'), 'model__alpha': 151.99110829529332, 'reshape': FunctionTransformer(func=<function reshape at 0x7fb1ce140040>), 'second_scale': RobustScaler(copy=False)}",-0.5021366027828673,-0.5021366027828673,0.0,2,1.2256168254323483
1,2260.9197220802307,0.0,10.755083560943604,0.0,polynomial,passthrough,power_phase,HistGradientBoostingRegressor,,FunctionTransformer(func=<function reshape at 0x7fb1ce140040>),RobustScaler(copy=False),0.0,0.1,0.05,63.0,20.0,"{'feature_map': FunctionTransformer(func=<function polynomial at 0x7fb1ce0fb420>), 'first_scale': 'passthrough', 'frequency': FunctionTransformer(func=<function power_phase at 0x7fb1ce0fb920>), 'model': HistGradientBoostingRegressor(early_stopping=True, max_iter=300,
                              n_iter_no_change=15, random_state=42,
                              scoring=None), 'model__l2_regularization': 0.0, 'model__learning_rate': 0.1, 'model__max_features': 0.05, 'model__max_leaf_nodes': 63, 'model__min_samples_leaf': 20, 'reshape': FunctionTransformer(func=<function reshape at 0x7fb1ce140040>), 'second_scale': RobustScaler(copy=False)}",0.07238931809020643,0.07238931809020643,0.0,1,0.9631254756830979
0,1452.3533515930176,0.0,3.9030585289001465,0.0,polynomial,passthrough,passthrough,Ridge,3511191.7342151417,FunctionTransformer(func=<function reshape at 0x7fb1ce140040>),RobustScaler(copy=False),,,,,,"{'feature_map': FunctionTransformer(func=<function polynomial at 0x7fb1ce0fb420>), 'first_scale': 'passthrough', 'frequency': 'passthrough', 'model': Ridge(solver='lsqr'), 'model__alpha': 3511191.7342151417, 'reshape': FunctionTransformer(func=<function reshape at 0x7fb1ce140040>), 'second_scale': RobustScaler(copy=False)}",-2.318678046103351,-2.318678046103351,0.0,2,1.8217239214829868
1,2321.6921031475067,0.0,8.517385005950928,0.0,polynomial,passthrough,passthrough,HistGradientBoostingRegressor,,FunctionTransformer(func=<function reshape at 0x7fb1ce140040>),RobustScaler(copy=False),0.001,0.1,0.2,31.0,20.0,"{'feature_map': FunctionTransformer(func=<function polynomial at 0x7fb1ce0fb420>), 'first_scale': 'passthrough', 'frequency': 'passthrough', 'model': HistGradientBoostingRegressor(early_stopping=True, max_iter=300,
                              n_iter_no_change=15, random_state=42,
                              scoring=None), 'model__l2_regularization': 0.001, 'model__learning_rate': 0.1, 'model__max_features': 0.2, 'model__max_leaf_nodes': 31, 'model__min_samples_leaf': 20, 'reshape': FunctionTransformer(func=<function reshape at 0x7fb1ce140040>), 'second_scale': RobustScaler(copy=False)}",0.08850761476194946,0.08850761476194946,0.0,1,0.9547211033794375
0,711.6953747272491,0.0,8.655707836151123,0.0,polynomial,passthrough,power_phase,Ridge,0.18738174228603868,FunctionTransformer(func=<function reshape at 0x7fb1ce140040>),RobustScaler(copy=False),,,,,,"{'feature_map': FunctionTransformer(func=<function polynomial at 0x7fb1ce0fb420>), 'first_scale': 'passthrough', 'frequency': FunctionTransformer(func=<function power_phase at 0x7fb1ce0fb920>), 'model': Ridge(solver='lsqr'), 'model__alpha': 0.18738174228603868, 'reshape': FunctionTransformer(func=<function reshape at 0x7fb1ce140040>), 'second_scale': RobustScaler(copy=False)}",-0.5021366027828673,-0.5021366027828673,0.0,2,1.2256168254323483
1,2918.436108112335,0.0,10.218555450439453,0.0,polynomial,passthrough,power_phase,HistGradientBoostingRegressor,,FunctionTransformer(func=<function reshape at 0x7fb1ce140040>),RobustScaler(copy=False),0.0,0.05,0.2,63.0,20.0,"{'feature_map': FunctionTransformer(func=<function polynomial at 0x7fb1ce0fb420>), 'first_scale': 'passthrough', 'frequency': FunctionTransformer(func=<function power_phase at 0x7fb1ce0fb920>), 'model': HistGradientBoostingRegressor(early_stopping=True, max_iter=300,
                              n_iter_no_change=15, random_state=42,
                              scoring=None), 'model__l2_regularization': 0.0, 'model__learning_rate': 0.05, 'model__max_features': 0.2, 'model__max_leaf_nodes': 63, 'model__min_samples_leaf': 20, 'reshape': FunctionTransformer(func=<function reshape at 0x7fb1ce140040>), 'second_scale': RobustScaler(copy=False)}",0.0870757463574312,0.0870757463574312,0.0,1,0.9554706974274872
0,650.9667229652405,0.0,8.62818956375122,0.0,polynomial,passthrough,power_phase,Ridge,5.3366992312063015,FunctionTransformer(func=<function reshape at 0x7fb1ce140040>),RobustScaler(copy=False),,,,,,"{'feature_map': FunctionTransformer(func=<function polynomial at 0x7fb1ce0fb420>), 'first_scale': 'passthrough', 'frequency': FunctionTransformer(func=<function power_phase at 0x7fb1ce0fb920>), 'model': Ridge(solver='lsqr'), 'model__alpha': 5.3366992312063015, 'reshape': FunctionTransformer(func=<function reshape at 0x7fb1ce140040>), 'second_scale': RobustScaler(copy=False)}",-0.5021366027828673,-0.5021366027828673,0.0,2,1.2256168254323483
1,1906.4387044906616,0.0,10.268085956573486,0.0,polynomial,passthrough,power_phase,HistGradientBoostingRegressor,,FunctionTransformer(func=<function reshape at 0x7fb1ce140040>),RobustScaler(copy=False),0.0,0.1,0.05,31.0,20.0,"{'feature_map': FunctionTransformer(func=<function polynomial at 0x7fb1ce0fb420>), 'first_scale': 'passthrough', 'frequency': FunctionTransformer(func=<function power_phase at 0x7fb1ce0fb920>), 'model': HistGradientBoostingRegressor(early_stopping=True, max_iter=300,
                              n_iter_no_change=15, random_state=42,
                              scoring=None), 'model__l2_regularization': 0.0, 'model__learning_rate': 0.1, 'model__max_features': 0.05, 'model__max_leaf_nodes': 31, 'model__min_samples_leaf': 20, 'reshape': FunctionTransformer(func=<function reshape at 0x7fb1ce140040>), 'second_scale': RobustScaler(copy=False)}",0.07291225361363218,0.07291225361363218,0.0,1,0.9628539590126676
0,189.88743257522583,0.0,5.259540557861328,0.0,polynomial,passthrough,power_phase,Ridge,4328.7612810830615,FunctionTransformer(func=<function reshape at 0x7fb1ce140040>),passthrough,,,,,,"{'feature_map': FunctionTransformer(func=<function polynomial at 0x7fb1ce0fb420>), 'first_scale': 'passthrough', 'frequency': FunctionTransformer(func=<function power_phase at 0x7fb1ce0fb920>), 'model': Ridge(solver='lsqr'), 'model__alpha': 4328.7612810830615, 'reshape': FunctionTransformer(func=<function reshape at 0x7fb1ce140040>), 'second_scale': 'passthrough'}",-0.25581125671282723,-0.25581125671282723,0.0,2,1.1206298482160946
