,param_frequency,param_model,param_model__alpha,param_scale,param_model__l2_regularization,param_model__learning_rate,param_model__max_features,param_model__max_leaf_nodes,param_model__n_components,nrmse
237,passthrough,Ridge,123284.67394420685,mad_scaling_clipping_channel,,,nan,,,0.9827065510719604
238,power_phase,Ridge,123284.67394420685,mad_scaling_clipping_channel,,,nan,,,1.0356856662890521
239,bandpower_canonical,Ridge,123284.67394420685,mad_scaling_clipping_channel,,,nan,,,0.999804019058836
240,passthrough,HistGradientBoostingRegressor,,mad_scaling_clipping_channel,0.0,0.05,0.05,31.0,,0.9586186654029545
241,passthrough,HistGradientBoostingRegressor,,mad_scaling_clipping_channel,0.001,0.05,0.05,31.0,,0.9586186020237945
242,power_phase,HistGradientBoostingRegressor,,mad_scaling_clipping_channel,0.0,0.05,0.05,31.0,,0.9671912972686532
243,power_phase,HistGradientBoostingRegressor,,mad_scaling_clipping_channel,0.001,0.05,0.05,31.0,,0.9660224139788463
244,bandpower_canonical,HistGradientBoostingRegressor,,mad_scaling_clipping_channel,0.0,0.05,0.05,31.0,,1.0025799111977707
245,bandpower_canonical,HistGradientBoostingRegressor,,mad_scaling_clipping_channel,0.001,0.05,0.05,31.0,,1.0026833570078832
246,passthrough,PLSRegression(),,mad_scaling_clipping_channel,,,nan,,4.0,0.9808303647020735
247,passthrough,Ridge,3511191.7342151417,passthrough,,,nan,,,1.000237843102491
248,power_phase,Ridge,3511191.7342151417,passthrough,,,nan,,,0.9841795743799393
249,bandpower_canonical,Ridge,3511191.7342151417,passthrough,,,nan,,,1.0002378504713156
250,passthrough,HistGradientBoostingRegressor,,passthrough,0.0,0.05,0.05,63.0,,0.9594631351617189
251,passthrough,HistGradientBoostingRegressor,,passthrough,0.001,0.05,0.05,63.0,,0.9608467080660176
252,power_phase,HistGradientBoostingRegressor,,passthrough,0.0,0.05,0.05,63.0,,0.9700055190692186
253,power_phase,HistGradientBoostingRegressor,,passthrough,0.001,0.05,0.05,63.0,,0.9699646019597535
254,bandpower_canonical,HistGradientBoostingRegressor,,passthrough,0.0,0.05,0.05,63.0,,1.0046043701713478
255,bandpower_canonical,HistGradientBoostingRegressor,,passthrough,0.001,0.05,0.05,63.0,,1.0047223814248156
256,passthrough,PLSRegression(),,passthrough,,,nan,,8.0,1.0027090292419052
257,passthrough,Ridge,100000000.0,mad_scaling_clipping_channel,,,nan,,,0.9894487218456092
258,power_phase,Ridge,100000000.0,mad_scaling_clipping_channel,,,nan,,,0.9985649529842024
259,bandpower_canonical,Ridge,100000000.0,mad_scaling_clipping_channel,,,nan,,,0.9998765236073699
260,passthrough,HistGradientBoostingRegressor,,mad_scaling_clipping_channel,0.0,0.05,0.1,31.0,,0.9590790656824987
261,passthrough,HistGradientBoostingRegressor,,mad_scaling_clipping_channel,0.001,0.05,0.1,31.0,,0.9592859270482005
262,power_phase,HistGradientBoostingRegressor,,mad_scaling_clipping_channel,0.0,0.05,0.1,31.0,,0.9665800509303333
263,power_phase,HistGradientBoostingRegressor,,mad_scaling_clipping_channel,0.001,0.05,0.1,31.0,,0.9661231670089716
264,bandpower_canonical,HistGradientBoostingRegressor,,mad_scaling_clipping_channel,0.0,0.05,0.1,31.0,,1.0037481990588564
265,bandpower_canonical,HistGradientBoostingRegressor,,mad_scaling_clipping_channel,0.001,0.05,0.1,31.0,,1.0035265323412743
266,passthrough,PLSRegression(),,mad_scaling_clipping_channel,,,nan,,16.0,0.9841124689143703
267,passthrough,Ridge,100000000.0,mad_scaling_clipping_channel_time,,,nan,,,0.9894523450606832
268,power_phase,Ridge,100000000.0,mad_scaling_clipping_channel_time,,,nan,,,0.9984758619829092
269,bandpower_canonical,Ridge,100000000.0,mad_scaling_clipping_channel_time,,,nan,,,0.9998759850741689
270,passthrough,HistGradientBoostingRegressor,,mad_scaling_clipping_channel_time,0.0,0.05,0.1,31.0,,0.9586153939562786
271,passthrough,HistGradientBoostingRegressor,,mad_scaling_clipping_channel_time,0.001,0.05,0.1,31.0,,0.9583787976946375
272,power_phase,HistGradientBoostingRegressor,,mad_scaling_clipping_channel_time,0.0,0.05,0.1,31.0,,0.9657211480454249
273,power_phase,HistGradientBoostingRegressor,,mad_scaling_clipping_channel_time,0.001,0.05,0.1,31.0,,0.9657326749475823
274,bandpower_canonical,HistGradientBoostingRegressor,,mad_scaling_clipping_channel_time,0.0,0.05,0.1,31.0,,1.0044540223765632
275,bandpower_canonical,HistGradientBoostingRegressor,,mad_scaling_clipping_channel_time,0.001,0.05,0.1,31.0,,1.004453882030852
276,passthrough,PLSRegression(),,mad_scaling_clipping_channel_time,,,nan,,16.0,0.9840883975526019
277,passthrough,Ridge,4328.7612810830615,mad_scaling_clipping_channel_time,,,nan,,,1.02882428567575
278,power_phase,Ridge,4328.7612810830615,mad_scaling_clipping_channel_time,,,nan,,,1.1320797937741687
279,bandpower_canonical,Ridge,4328.7612810830615,mad_scaling_clipping_channel_time,,,nan,,,1.0017567038717268
280,bandpower_canonical,ExtraTreesRegressor,,mad_scaling_clipping_channel_time,,,0.1,,,1.001107755032363
281,passthrough,HistGradientBoostingRegressor,,mad_scaling_clipping_channel_time,0.0,0.1,0.2,63.0,,0.9684560324067578
282,passthrough,HistGradientBoostingRegressor,,mad_scaling_clipping_channel_time,0.001,0.1,0.2,63.0,,0.970380354829597
283,power_phase,HistGradientBoostingRegressor,,mad_scaling_clipping_channel_time,0.0,0.1,0.2,63.0,,0.9816027864796397
284,power_phase,HistGradientBoostingRegressor,,mad_scaling_clipping_channel_time,0.001,0.1,0.2,63.0,,0.9761880097584825
285,bandpower_canonical,HistGradientBoostingRegressor,,mad_scaling_clipping_channel_time,0.0,0.1,0.2,63.0,,1.0177319853901121
286,bandpower_canonical,HistGradientBoostingRegressor,,mad_scaling_clipping_channel_time,0.001,0.1,0.2,63.0,,1.0183770012453766
287,bandpower_canonical,PLSRegression(),,mad_scaling_clipping_channel_time,,,nan,,32.0,1.0096829267575276
288,passthrough,Ridge,0.18738174228603868,passthrough,,,nan,,,1.0137884529911678
289,power_phase,Ridge,0.18738174228603868,passthrough,,,nan,,,1.0694035811417981
290,bandpower_canonical,Ridge,0.18738174228603868,passthrough,,,nan,,,1.0002617052334253
291,power_phase,ExtraTreesRegressor,,passthrough,,,0.1,,,0.9775081277914749
292,passthrough,HistGradientBoostingRegressor,,passthrough,0.0,0.1,0.1,31.0,,0.96271087845251
293,passthrough,HistGradientBoostingRegressor,,passthrough,0.001,0.1,0.1,31.0,,0.9636015365364299
294,power_phase,HistGradientBoostingRegressor,,passthrough,0.0,0.1,0.1,31.0,,0.9707711667865352
295,power_phase,HistGradientBoostingRegressor,,passthrough,0.001,0.1,0.1,31.0,,0.9700231987068176
296,bandpower_canonical,HistGradientBoostingRegressor,,passthrough,0.0,0.1,0.1,31.0,,1.0074585623008818
297,bandpower_canonical,HistGradientBoostingRegressor,,passthrough,0.001,0.1,0.1,31.0,,1.008917310916628
298,bandpower_canonical,PLSRegression(),,passthrough,,,nan,,4.0,1.0034810686006133
299,passthrough,Ridge,5.3366992312063015,mad_scaling_clipping_channel_trial,,,nan,,,1.1771329757336173
300,power_phase,Ridge,5.3366992312063015,mad_scaling_clipping_channel_trial,,,nan,,,1.1780082381421528
301,bandpower_canonical,Ridge,5.3366992312063015,mad_scaling_clipping_channel_trial,,,nan,,,1.0039735719099652
302,bandpower_canonical,ExtraTreesRegressor,,mad_scaling_clipping_channel_trial,,,sqrt,,,0.9974588649452738
303,passthrough,HistGradientBoostingRegressor,,mad_scaling_clipping_channel_trial,0.0,0.1,0.1,63.0,,0.9692136038475564
304,passthrough,HistGradientBoostingRegressor,,mad_scaling_clipping_channel_trial,0.001,0.1,0.1,63.0,,0.9695182752972605
305,power_phase,HistGradientBoostingRegressor,,mad_scaling_clipping_channel_trial,0.0,0.1,0.1,63.0,,0.9776241796165553
306,power_phase,HistGradientBoostingRegressor,,mad_scaling_clipping_channel_trial,0.001,0.1,0.1,63.0,,0.9785126861754933
307,bandpower_canonical,HistGradientBoostingRegressor,,mad_scaling_clipping_channel_trial,0.0,0.1,0.1,63.0,,1.013002715872414
308,bandpower_canonical,HistGradientBoostingRegressor,,mad_scaling_clipping_channel_trial,0.001,0.1,0.1,63.0,,1.0118521810682144
309,bandpower_canonical,PLSRegression(),,mad_scaling_clipping_channel_trial,,,nan,,8.0,1.0003511849993338
310,passthrough,Ridge,3511191.7342151417,mad_scaling_clipping_channel_time,,,nan,,,0.9769248221125214
311,power_phase,Ridge,3511191.7342151417,mad_scaling_clipping_channel_time,,,nan,,,0.9942981314622289
312,bandpower_canonical,Ridge,3511191.7342151417,mad_scaling_clipping_channel_time,,,nan,,,0.9996413688662418
313,passthrough,HistGradientBoostingRegressor,,mad_scaling_clipping_channel_time,0.0,0.05,0.05,63.0,,0.9575705143499306
314,passthrough,HistGradientBoostingRegressor,,mad_scaling_clipping_channel_time,0.001,0.05,0.05,63.0,,0.9578945606609094
315,power_phase,HistGradientBoostingRegressor,,mad_scaling_clipping_channel_time,0.0,0.05,0.05,63.0,,0.9685784040301624
316,power_phase,HistGradientBoostingRegressor,,mad_scaling_clipping_channel_time,0.001,0.05,0.05,63.0,,0.9680244677164211
317,bandpower_canonical,HistGradientBoostingRegressor,,mad_scaling_clipping_channel_time,0.0,0.05,0.05,63.0,,1.005960088848847
318,bandpower_canonical,HistGradientBoostingRegressor,,mad_scaling_clipping_channel_time,0.001,0.05,0.05,63.0,,1.0071647598349387
319,passthrough,PLSRegression(),,mad_scaling_clipping_channel_time,,,nan,,8.0,0.978010609148597
320,passthrough,Ridge,8.111308307896873e-06,passthrough,,,nan,,,3.9963248812555228
321,power_phase,Ridge,8.111308307896873e-06,passthrough,,,nan,,,1.0698980573460364
322,bandpower_canonical,Ridge,8.111308307896873e-06,passthrough,,,nan,,,1.002538376537323
323,passthrough,ExtraTreesRegressor,,passthrough,,,0.1,,,0.9741359967375868
324,passthrough,HistGradientBoostingRegressor,,passthrough,0.0,0.05,0.2,63.0,,0.9588663123498711
325,passthrough,HistGradientBoostingRegressor,,passthrough,0.001,0.05,0.2,63.0,,0.9589283696531573
326,power_phase,HistGradientBoostingRegressor,,passthrough,0.0,0.05,0.2,63.0,,0.9691975937462368
327,power_phase,HistGradientBoostingRegressor,,passthrough,0.001,0.05,0.2,63.0,,0.9687695747324522
328,bandpower_canonical,HistGradientBoostingRegressor,,passthrough,0.0,0.05,0.2,63.0,,1.0050440636016709
329,bandpower_canonical,HistGradientBoostingRegressor,,passthrough,0.001,0.05,0.2,63.0,,1.0056225041228752
330,power_phase,PLSRegression(),,passthrough,,,nan,,8.0,0.9915295888550004
331,passthrough,Ridge,1e-08,mad_scaling_clipping_channel_time,,,nan,,,1.2437868820888678
332,power_phase,Ridge,1e-08,mad_scaling_clipping_channel_time,,,nan,,,1.1474449709492338
333,bandpower_canonical,Ridge,1e-08,mad_scaling_clipping_channel_time,,,nan,,,1.009649064181279
334,passthrough,ExtraTreesRegressor,,mad_scaling_clipping_channel_time,,,sqrt,,,0.9750152932267079
335,passthrough,HistGradientBoostingRegressor,,mad_scaling_clipping_channel_time,0.0,0.05,0.1,63.0,,0.9590840958079342
336,passthrough,HistGradientBoostingRegressor,,mad_scaling_clipping_channel_time,0.001,0.05,0.1,63.0,,0.9604919883583716
337,power_phase,HistGradientBoostingRegressor,,mad_scaling_clipping_channel_time,0.0,0.05,0.1,63.0,,0.9693388567693033
338,power_phase,HistGradientBoostingRegressor,,mad_scaling_clipping_channel_time,0.001,0.05,0.1,63.0,,0.9687613834409623
339,bandpower_canonical,HistGradientBoostingRegressor,,mad_scaling_clipping_channel_time,0.0,0.05,0.1,63.0,,1.0070333780868883
340,bandpower_canonical,HistGradientBoostingRegressor,,mad_scaling_clipping_channel_time,0.001,0.05,0.1,63.0,,1.0066769291683995
341,passthrough,PLSRegression(),,mad_scaling_clipping_channel_time,,,nan,,32.0,1.009268124778276
342,passthrough,Ridge,0.18738174228603868,mad_scaling_clipping_channel_trial,,,nan,,,1.1779531117977713
343,power_phase,Ridge,0.18738174228603868,mad_scaling_clipping_channel_trial,,,nan,,,1.1799427849090658
344,bandpower_canonical,Ridge,0.18738174228603868,mad_scaling_clipping_channel_trial,,,nan,,,1.0047553910268645
345,power_phase,ExtraTreesRegressor,,mad_scaling_clipping_channel_trial,,,0.1,,,0.977219129418635
346,passthrough,HistGradientBoostingRegressor,,mad_scaling_clipping_channel_trial,0.0,0.1,0.1,31.0,,0.9664274413772138
347,passthrough,HistGradientBoostingRegressor,,mad_scaling_clipping_channel_trial,0.001,0.1,0.1,31.0,,0.9664271062355171
348,power_phase,HistGradientBoostingRegressor,,mad_scaling_clipping_channel_trial,0.0,0.1,0.1,31.0,,0.9757545101167724
349,power_phase,HistGradientBoostingRegressor,,mad_scaling_clipping_channel_trial,0.001,0.1,0.1,31.0,,0.9740857006677225
350,bandpower_canonical,HistGradientBoostingRegressor,,mad_scaling_clipping_channel_trial,0.0,0.1,0.1,31.0,,1.0060051464535127
351,bandpower_canonical,HistGradientBoostingRegressor,,mad_scaling_clipping_channel_trial,0.001,0.1,0.1,31.0,,1.0060047960404341
352,bandpower_canonical,PLSRegression(),,mad_scaling_clipping_channel_trial,,,nan,,4.0,0.9999489120652086
353,passthrough,Ridge,5.3366992312063015,mad_scaling_clipping_channel,,,nan,,,1.2302720113312624
354,power_phase,Ridge,5.3366992312063015,mad_scaling_clipping_channel,,,nan,,,1.1439590364142829
355,bandpower_canonical,Ridge,5.3366992312063015,mad_scaling_clipping_channel,,,nan,,,1.009551624509837
356,bandpower_canonical,ExtraTreesRegressor,,mad_scaling_clipping_channel,,,sqrt,,,1.0004043272162009
357,passthrough,HistGradientBoostingRegressor,,mad_scaling_clipping_channel,0.0,0.1,0.1,63.0,,0.9673520940616654
358,passthrough,HistGradientBoostingRegressor,,mad_scaling_clipping_channel,0.001,0.1,0.1,63.0,,0.9663983966629958
359,power_phase,HistGradientBoostingRegressor,,mad_scaling_clipping_channel,0.0,0.1,0.1,63.0,,0.9808880458229138
360,power_phase,HistGradientBoostingRegressor,,mad_scaling_clipping_channel,0.001,0.1,0.1,63.0,,0.9776938349579348
361,bandpower_canonical,HistGradientBoostingRegressor,,mad_scaling_clipping_channel,0.0,0.1,0.1,63.0,,1.0185368568267925
362,bandpower_canonical,HistGradientBoostingRegressor,,mad_scaling_clipping_channel,0.001,0.1,0.1,63.0,,1.0192405324249807
363,bandpower_canonical,PLSRegression(),,mad_scaling_clipping_channel,,,nan,,8.0,1.0031753862829607
364,passthrough,Ridge,4328.7612810830615,mad_scaling_clipping_channel,,,nan,,,1.0288947567723707
365,power_phase,Ridge,4328.7612810830615,mad_scaling_clipping_channel,,,nan,,,1.1314330079190589
366,bandpower_canonical,Ridge,4328.7612810830615,mad_scaling_clipping_channel,,,nan,,,1.0016581389788737
367,bandpower_canonical,ExtraTreesRegressor,,mad_scaling_clipping_channel,,,0.1,,,1.0012342830786871
368,passthrough,HistGradientBoostingRegressor,,mad_scaling_clipping_channel,0.0,0.1,0.2,63.0,,0.9686421307528628
369,passthrough,HistGradientBoostingRegressor,,mad_scaling_clipping_channel,0.001,0.1,0.2,63.0,,0.9655762148329226
370,power_phase,HistGradientBoostingRegressor,,mad_scaling_clipping_channel,0.0,0.1,0.2,63.0,,0.9774158623147216
371,power_phase,HistGradientBoostingRegressor,,mad_scaling_clipping_channel,0.001,0.1,0.2,63.0,,0.9793775046440287
372,bandpower_canonical,HistGradientBoostingRegressor,,mad_scaling_clipping_channel,0.0,0.1,0.2,63.0,,1.019560129182606
373,bandpower_canonical,HistGradientBoostingRegressor,,mad_scaling_clipping_channel,0.001,0.1,0.2,63.0,,1.0202363351474493
374,bandpower_canonical,PLSRegression(),,mad_scaling_clipping_channel,,,nan,,32.0,1.0096713265108088
375,passthrough,Ridge,4328.7612810830615,passthrough,,,nan,,,1.0002325999425408
376,power_phase,Ridge,4328.7612810830615,passthrough,,,nan,,,1.0546809499192131
377,bandpower_canonical,Ridge,4328.7612810830615,passthrough,,,nan,,,1.0002378525488147
378,bandpower_canonical,ExtraTreesRegressor,,passthrough,,,0.1,,,1.0005932625156855
379,passthrough,HistGradientBoostingRegressor,,passthrough,0.0,0.1,0.2,63.0,,0.9652887337007194
380,passthrough,HistGradientBoostingRegressor,,passthrough,0.001,0.1,0.2,63.0,,0.9675472299753037
381,power_phase,HistGradientBoostingRegressor,,passthrough,0.0,0.1,0.2,63.0,,0.9788347278485479
382,power_phase,HistGradientBoostingRegressor,,passthrough,0.001,0.1,0.2,63.0,,0.9737508533158713
383,bandpower_canonical,HistGradientBoostingRegressor,,passthrough,0.0,0.1,0.2,63.0,,1.0138980401726176
384,bandpower_canonical,HistGradientBoostingRegressor,,passthrough,0.001,0.1,0.2,63.0,,1.0148024847634256
385,bandpower_canonical,PLSRegression(),,passthrough,,,nan,,32.0,1.045777709073911
386,passthrough,Ridge,0.0002310129700083158,mad_scaling_clipping_channel_trial,,,nan,,,1.1793618172089666
387,power_phase,Ridge,0.0002310129700083158,mad_scaling_clipping_channel_trial,,,nan,,,1.1767645454188738
388,bandpower_canonical,Ridge,0.0002310129700083158,mad_scaling_clipping_channel_trial,,,nan,,,1.0047922053278904
389,power_phase,ExtraTreesRegressor,,mad_scaling_clipping_channel_trial,,,sqrt,,,0.9856514661642032
390,passthrough,HistGradientBoostingRegressor,,mad_scaling_clipping_channel_trial,0.0,0.1,0.05,31.0,,0.9669784386194787
391,passthrough,HistGradientBoostingRegressor,,mad_scaling_clipping_channel_trial,0.001,0.1,0.05,31.0,,0.9659052183966658
392,power_phase,HistGradientBoostingRegressor,,mad_scaling_clipping_channel_trial,0.0,0.1,0.05,31.0,,0.9719995797967973
393,power_phase,HistGradientBoostingRegressor,,mad_scaling_clipping_channel_trial,0.001,0.1,0.05,31.0,,0.9719792472916748
394,bandpower_canonical,HistGradientBoostingRegressor,,mad_scaling_clipping_channel_trial,0.0,0.1,0.05,31.0,,1.0039093454485088
395,bandpower_canonical,HistGradientBoostingRegressor,,mad_scaling_clipping_channel_trial,0.001,0.1,0.05,31.0,,1.0075888328493654
396,power_phase,PLSRegression(),,mad_scaling_clipping_channel_trial,,,nan,,16.0,1.0401938519746134
397,passthrough,Ridge,123284.67394420685,passthrough,,,nan,,,1.0002376374821935
398,power_phase,Ridge,123284.67394420685,passthrough,,,nan,,,0.9930254972083478
399,bandpower_canonical,Ridge,123284.67394420685,passthrough,,,nan,,,1.000237850669326
400,passthrough,HistGradientBoostingRegressor,,passthrough,0.0,0.05,0.05,31.0,,0.9575353254797986
401,passthrough,HistGradientBoostingRegressor,,passthrough,0.001,0.05,0.05,31.0,,0.9583413168380429
402,power_phase,HistGradientBoostingRegressor,,passthrough,0.0,0.05,0.05,31.0,,0.9650093476831205
403,power_phase,HistGradientBoostingRegressor,,passthrough,0.001,0.05,0.05,31.0,,0.9658243702575148
404,bandpower_canonical,HistGradientBoostingRegressor,,passthrough,0.0,0.05,0.05,31.0,,1.001895432938539
405,bandpower_canonical,HistGradientBoostingRegressor,,passthrough,0.001,0.05,0.05,31.0,,1.001895305147191
406,passthrough,PLSRegression(),,passthrough,,,nan,,4.0,1.000715881915935
407,passthrough,Ridge,0.18738174228603868,mad_scaling_clipping_channel_time,,,nan,,,1.2454881784083545
408,power_phase,Ridge,0.18738174228603868,mad_scaling_clipping_channel_time,,,nan,,,1.1460734050734864
409,bandpower_canonical,Ridge,0.18738174228603868,mad_scaling_clipping_channel_time,,,nan,,,1.0095133930026914
410,power_phase,ExtraTreesRegressor,,mad_scaling_clipping_channel_time,,,0.1,,,0.9773952157079554
411,passthrough,HistGradientBoostingRegressor,,mad_scaling_clipping_channel_time,0.0,0.1,0.1,31.0,,0.9650651219033045
412,passthrough,HistGradientBoostingRegressor,,mad_scaling_clipping_channel_time,0.001,0.1,0.1,31.0,,0.9640915516195542
413,power_phase,HistGradientBoostingRegressor,,mad_scaling_clipping_channel_time,0.0,0.1,0.1,31.0,,0.9733982718532034
414,power_phase,HistGradientBoostingRegressor,,mad_scaling_clipping_channel_time,0.001,0.1,0.1,31.0,,0.9708801805210362
415,bandpower_canonical,HistGradientBoostingRegressor,,mad_scaling_clipping_channel_time,0.0,0.1,0.1,31.0,,1.0121366125915725
416,bandpower_canonical,HistGradientBoostingRegressor,,mad_scaling_clipping_channel_time,0.001,0.1,0.1,31.0,,1.0118427656257953
417,bandpower_canonical,PLSRegression(),,mad_scaling_clipping_channel_time,,,nan,,4.0,0.9996113990068137
418,passthrough,Ridge,151.99110829529332,passthrough,,,nan,,,1.000256014318541
419,power_phase,Ridge,151.99110829529332,passthrough,,,nan,,,1.0653116206578983
420,bandpower_canonical,Ridge,151.99110829529332,passthrough,,,nan,,,1.0002379004114643
421,bandpower_canonical,ExtraTreesRegressor,,passthrough,,,0.05,,,1.0000728885562267
422,passthrough,HistGradientBoostingRegressor,,passthrough,0.0,0.1,0.2,31.0,,0.9644278903214523
423,passthrough,HistGradientBoostingRegressor,,passthrough,0.001,0.1,0.2,31.0,,0.9638785771186673
424,power_phase,HistGradientBoostingRegressor,,passthrough,0.0,0.1,0.2,31.0,,0.9698485314686586
425,power_phase,HistGradientBoostingRegressor,,passthrough,0.001,0.1,0.2,31.0,,0.9698483006814739
426,bandpower_canonical,HistGradientBoostingRegressor,,passthrough,0.0,0.1,0.2,31.0,,1.0079682779643941
427,bandpower_canonical,HistGradientBoostingRegressor,,passthrough,0.001,0.1,0.2,31.0,,1.0088665044946674
428,bandpower_canonical,PLSRegression(),,passthrough,,,nan,,16.0,1.0110618104547933
429,passthrough,Ridge,0.006579332246575682,mad_scaling_clipping_channel,,,nan,,,1.2410948413893557
430,power_phase,Ridge,0.006579332246575682,mad_scaling_clipping_channel,,,nan,,,1.145853791655497
431,bandpower_canonical,Ridge,0.006579332246575682,mad_scaling_clipping_channel,,,nan,,,1.0096564483017132
432,power_phase,ExtraTreesRegressor,,mad_scaling_clipping_channel,,,0.05,,,0.9784892089662334
433,passthrough,HistGradientBoostingRegressor,,mad_scaling_clipping_channel,0.0,0.1,0.05,63.0,,0.968279217096609
434,passthrough,HistGradientBoostingRegressor,,mad_scaling_clipping_channel,0.001,0.1,0.05,63.0,,0.9666517553378157
435,power_phase,HistGradientBoostingRegressor,,mad_scaling_clipping_channel,0.0,0.1,0.05,63.0,,0.9753851584799922
436,power_phase,HistGradientBoostingRegressor,,mad_scaling_clipping_channel,0.001,0.1,0.05,63.0,,0.9776675400849931
437,bandpower_canonical,HistGradientBoostingRegressor,,mad_scaling_clipping_channel,0.0,0.1,0.05,63.0,,1.0179069241451772
438,bandpower_canonical,HistGradientBoostingRegressor,,mad_scaling_clipping_channel,0.001,0.1,0.05,63.0,,1.0200487459272922
439,power_phase,PLSRegression(),,mad_scaling_clipping_channel,,,nan,,32.0,1.102269875233275
440,passthrough,Ridge,151.99110829529332,mad_scaling_clipping_channel_trial,,,nan,,,1.12189191348374
441,power_phase,Ridge,151.99110829529332,mad_scaling_clipping_channel_trial,,,nan,,,1.1787901031690105
442,bandpower_canonical,Ridge,151.99110829529332,mad_scaling_clipping_channel_trial,,,nan,,,1.0003539585817374
443,bandpower_canonical,ExtraTreesRegressor,,mad_scaling_clipping_channel_trial,,,0.05,,,0.9976000456163906
444,passthrough,HistGradientBoostingRegressor,,mad_scaling_clipping_channel_trial,0.0,0.1,0.2,31.0,,0.9681487245199272
445,passthrough,HistGradientBoostingRegressor,,mad_scaling_clipping_channel_trial,0.001,0.1,0.2,31.0,,0.9668223374163872
446,power_phase,HistGradientBoostingRegressor,,mad_scaling_clipping_channel_trial,0.0,0.1,0.2,31.0,,0.9751936268523662
447,power_phase,HistGradientBoostingRegressor,,mad_scaling_clipping_channel_trial,0.001,0.1,0.2,31.0,,0.9732792134515972
448,bandpower_canonical,HistGradientBoostingRegressor,,mad_scaling_clipping_channel_trial,0.0,0.1,0.2,31.0,,1.0101723983013047
449,bandpower_canonical,HistGradientBoostingRegressor,,mad_scaling_clipping_channel_trial,0.001,0.1,0.2,31.0,,1.0101719068108603
450,bandpower_canonical,PLSRegression(),,mad_scaling_clipping_channel_trial,,,nan,,16.0,1.004192105512673
451,passthrough,Ridge,123284.67394420685,mad_scaling_clipping_channel_time,,,nan,,,0.9826777121554948
452,power_phase,Ridge,123284.67394420685,mad_scaling_clipping_channel_time,,,nan,,,1.0380599590184916
453,bandpower_canonical,Ridge,123284.67394420685,mad_scaling_clipping_channel_time,,,nan,,,0.9997668795612477
454,passthrough,HistGradientBoostingRegressor,,mad_scaling_clipping_channel_time,0.0,0.05,0.05,31.0,,0.9588198911230585
455,passthrough,HistGradientBoostingRegressor,,mad_scaling_clipping_channel_time,0.001,0.05,0.05,31.0,,0.9588794674464913
456,power_phase,HistGradientBoostingRegressor,,mad_scaling_clipping_channel_time,0.0,0.05,0.05,31.0,,0.9663387790651334
457,power_phase,HistGradientBoostingRegressor,,mad_scaling_clipping_channel_time,0.001,0.05,0.05,31.0,,0.966717203523412
458,bandpower_canonical,HistGradientBoostingRegressor,,mad_scaling_clipping_channel_time,0.0,0.05,0.05,31.0,,1.002852610588065
459,bandpower_canonical,HistGradientBoostingRegressor,,mad_scaling_clipping_channel_time,0.001,0.05,0.05,31.0,,1.0027465700880673
460,passthrough,PLSRegression(),,mad_scaling_clipping_channel_time,,,nan,,4.0,0.9808239432825843
461,passthrough,Ridge,1e-08,mad_scaling_clipping_channel,,,nan,,,1.2402982551532247
462,power_phase,Ridge,1e-08,mad_scaling_clipping_channel,,,nan,,,1.144896806274818
463,bandpower_canonical,Ridge,1e-08,mad_scaling_clipping_channel,,,nan,,,1.009550171322693
464,passthrough,ExtraTreesRegressor,,mad_scaling_clipping_channel,,,sqrt,,,0.9748290363570015
465,passthrough,HistGradientBoostingRegressor,,mad_scaling_clipping_channel,0.0,0.05,0.1,63.0,,0.9591927684256585
466,passthrough,HistGradientBoostingRegressor,,mad_scaling_clipping_channel,0.001,0.05,0.1,63.0,,0.9600862623558162
467,power_phase,HistGradientBoostingRegressor,,mad_scaling_clipping_channel,0.0,0.05,0.1,63.0,,0.9685053038372214
468,power_phase,HistGradientBoostingRegressor,,mad_scaling_clipping_channel,0.001,0.05,0.1,63.0,,0.9694909813108845
469,bandpower_canonical,HistGradientBoostingRegressor,,mad_scaling_clipping_channel,0.0,0.05,0.1,63.0,,1.0061220678127913
470,bandpower_canonical,HistGradientBoostingRegressor,,mad_scaling_clipping_channel,0.001,0.05,0.1,63.0,,1.0061934646571422
471,passthrough,PLSRegression(),,mad_scaling_clipping_channel,,,nan,,32.0,1.0092977147140114
472,passthrough,Ridge,2.848035868435805e-07,mad_scaling_clipping_channel_time,,,nan,,,1.2428958811625592
473,power_phase,Ridge,2.848035868435805e-07,mad_scaling_clipping_channel_time,,,nan,,,1.146184653563789
474,bandpower_canonical,Ridge,2.848035868435805e-07,mad_scaling_clipping_channel_time,,,nan,,,1.0095168003046304
475,passthrough,ExtraTreesRegressor,,mad_scaling_clipping_channel_time,,,0.05,,,0.9708138380929513
476,passthrough,HistGradientBoostingRegressor,,mad_scaling_clipping_channel_time,0.0,0.05,0.2,31.0,,0.9588486321233163
477,passthrough,HistGradientBoostingRegressor,,mad_scaling_clipping_channel_time,0.001,0.05,0.2,31.0,,0.9592475389328556
478,power_phase,HistGradientBoostingRegressor,,mad_scaling_clipping_channel_time,0.0,0.05,0.2,31.0,,0.9678011427124312
479,power_phase,HistGradientBoostingRegressor,,mad_scaling_clipping_channel_time,0.001,0.05,0.2,31.0,,0.9683340603531783
480,bandpower_canonical,HistGradientBoostingRegressor,,mad_scaling_clipping_channel_time,0.0,0.05,0.2,31.0,,1.0051233372834922
